"loc_id","site_name","bay_location","year","month","week","green.crab","tomcod","winter.flounder","sandlance","mummichog","atlantic.silverside","alewife","atlantic.herring","shannon","simpson","substrate","do_mg.l","salinity_ppt","temp_degc","log.crab"
"2016_039_02","Skitterygusset","Inner",2016,9,36,3,0,0,0,3,964,0,0,0.0499807610445952,0.0143460031967215,NA,8.3,19.23,19.7,1.38629436111989
"2017_040_02","Skitterygusset","Inner",2017,6,25,1,2,0,0,0,20,0,0,0.470235962355249,0.234404536862004,NA,NA,NA,NA,0.693147180559945
"2017_042_02","Skitterygusset","Inner",2017,7,27,1,0,0,0,0,0,0,0,0,0,NA,9,22.95,18,0.693147180559945
"2017_044_02","Skitterygusset","Inner",2017,7,29,5,0,0,0,2,28,2,0,0.796823194554603,0.403214024835646,NA,8,13.55,20.7,1.79175946922805
"2017_046_02","Skitterygusset","Inner",2017,8,31,15,0,0,0,0,292,0,0,0.195144609871004,0.0929452832390796,NA,8.4,22.82,19.3,2.77258872223978
"2017_048_02","Skitterygusset","Inner",2017,8,34,4,0,0,4,0,0,0,0,0.964962923007428,0.592592592592593,NA,8.1,24.63,18.8,1.6094379124341
"2018_051_02","Skitterygusset","Inner",2018,6,26,1,0,0,0,1,0,0,0,1.09861228866811,0.666666666666667,NA,9.1,23.21,18,0.693147180559945
"2020_054_02","Skitterygusset","Inner",2020,6,26,1,0,0,0,0,1,0,0,0.867563228481461,0.5,NA,NA,NA,20.2,0.693147180559945
"2020_057_02","Skitterygusset","Inner",2020,7,28,0,0,0,0,0,43,27,0,0.731423533985821,0.488395159690538,NA,NA,NA,22,0
"2020_059_02","Skitterygusset","Inner",2020,7,30,1,0,0,0,0,9,525,1,0.112382091935301,0.0403347070617065,NA,NA,NA,24,0.693147180559945
"2020_060_02","Skitterygusset","Inner",2020,8,32,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,26.3,0
"2020_062_02","Skitterygusset","Inner",2020,8,34,0,0,0,0,0,83,0,0,0.0645814363776275,0.0235260770975056,NA,NA,NA,22.2,0
"2020_064_02","Skitterygusset","Inner",2020,9,36,0,0,0,0,2,423,56,0,0.411423040526312,0.219538855239638,NA,NA,NA,19,0
"2021_067_02","Skitterygusset","Inner",2021,6,24,1,0,0,0,0,0,0,0,0,0,NA,6.2,6.06,21.4,0.693147180559945
"2021_068_02","Skitterygusset","Inner",2021,6,25,0,0,0,0,0,0,0,189,0,0,NA,9.2,13.22,18.2,0
"2021_070_02","Skitterygusset","Inner",2021,7,27,0,0,0,0,1,3,1,0,0.950270539233235,0.56,NA,13,12.66,23.6,0
"2021_072_02","Skitterygusset","Inner",2021,7,29,0,0,0,0,0,23,24,0,0.878313090213637,0.5544,NA,NA,11.68,21.4,0
"2021_074_02","Skitterygusset","Inner",2021,8,31,6,0,0,0,0,32,0,0,0.436162325385344,0.265927977839335,NA,10.4,24.31,18.5,1.94591014905531
"2021_076_02","Skitterygusset","Inner",2021,8,33,27,0,4,0,326,285,0,0,0.869540429034652,0.543274036548558,NA,5.8,17.12,22.1,3.3322045101752
"2022_080_02","Skitterygusset","Inner",2022,6,24,3,0,0,0,0,0,0,100,0.131691556532418,0.0565557545480253,"mud",NA,30.3,15.5,1.38629436111989
"2022_083_02","Skitterygusset","Inner",2022,6,26,1,0,0,0,0,0,4,1,0.867563228481461,0.5,"mud",NA,28.31,18.08,0.693147180559945
"2022_086_02","Skitterygusset","Inner",2022,7,28,4,0,0,0,2,108,0,0,0.3226596851052,0.131391200951249,"mud",NA,31.05,17.11,1.6094379124341
"2022_093_02","Skitterygusset","Inner",2022,8,32,2,0,0,0,589,115,0,0,0.4633737200801,0.277439831793851,"mud",NA,29.69,21.15,1.09861228866811
"2022_097_02","Skitterygusset","Inner",2022,8,34,2,0,0,0,190,10,0,0,0.252095821155894,0.112734045681796,"mud",NA,25.27,21.61,1.09861228866811
"2022_099_02","Skitterygusset","Inner",2022,9,36,20,0,2,0,2,88,0,0,0.640883926050436,0.350127551020408,"mud",NA,26.5,17.98,3.04452243772342
"2022_101_02","Skitterygusset","Inner",2022,9,39,1,0,0,0,0,212,0,0,0.0298541834067648,0.00934558839736366,"mud",NA,29,15.06,0.693147180559945
