"loc_id","site_name","bay_location","year","month","week","green.crab","tomcod","winter.flounder","sandlance","mummichog","atlantic.silverside","alewife","atlantic.herring","shannon","simpson","substrate","do_mg.l","salinity_ppt","temp_degc","log.crab"
"2015_023_03","Audubon","Inner",2015,8,35,17,0,2,0,640,288,0,0,0.727038753978097,0.452766541453985,NA,7.2,28.22,20.5,2.89037175789616
"2015_025_03","Audubon","Inner",2015,9,37,1,0,0,0,3,445,0,0,0.0559340404594453,0.0176884043233911,NA,8,32.42,18.5,0.693147180559945
"2015_027_03","Audubon","Inner",2015,9,39,4,0,2,0,30,106,0,0,0.707292288366449,0.397143423923825,NA,10.2,29.57,17.5,1.6094379124341
"2016_028_03","Audubon","Inner",2016,6,24,1,5,1,0,0,1,0,454,0.121175612460008,0.0383637559535194,"sand",10.7,14.8,17.7,0.693147180559945
"2016_030_03","Audubon","Inner",2016,6,26,0,11,0,0,0,11,3,0,0.976894510165461,0.5984,"sand",NA,NA,NA,0
"2016_032_03","Audubon","Inner",2016,7,29,6,1,10,0,5,8,201,0,0.619237120853631,0.251579509661257,"sand",9.1,22.96,20.2,1.94591014905531
"2016_034_03","Audubon","Inner",2016,7,30,10,0,1,0,36,22,13,0,1.39788700483899,0.70890022675737,"mud/sand",9.4,23.15,22,2.39789527279837
"2016_036_03","Audubon","Inner",2016,8,32,2,0,1,0,132,149,2,0,0.785745509807565,0.515453078390141,NA,7.9,9.38,22.4,1.09861228866811
"2016_038_03","Audubon","Inner",2016,9,35,19,0,5,0,0,1036,0,0,0.153829095323699,0.0551218104185661,NA,7.9,24.7,19.5,2.99573227355399
"2017_041_03","Audubon","Inner",2017,6,26,0,2,0,0,13,0,0,18,0.867497632671,0.543617998163453,NA,10.8,28.14,15.5,0
"2017_043_03","Audubon","Inner",2017,7,28,4,0,1,0,0,82,1,1,0.533786884438733,0.202977315689981,NA,8.6,19.73,27,1.6094379124341
"2017_045_03","Audubon","Inner",2017,7,30,29,5,4,0,4,4,5,0,1.19602006402738,0.556938775510204,NA,9.3,17.53,21.4,3.40119738166216
"2017_047_03","Audubon","Inner",2017,8,32,4,0,4,0,35,4,0,0,0.848600484995842,0.423721140787687,NA,7.6,7.55,23.2,1.6094379124341
"2017_049_03","Audubon","Inner",2017,9,37,1,0,0,0,72,463,2,0,0.430843911514568,0.241449123146446,NA,8.9,16.01,18,0.693147180559945
"2018_050_03","Audubon","Inner",2018,6,24,1,0,0,0,2,27,1,255,0.399362112363085,0.196048706538217,NA,8.9,20.67,15.7,0.693147180559945
"2018_052_03","Audubon","Inner",2018,7,28,9,1,0,0,2,54,0,1,0.805607170226003,0.368830077714766,NA,7.2,19.53,22.1,2.30258509299405
"2020_054_03","Audubon","Inner",2020,6,26,4,2,1,0,0,2,0,52,0.606243707895384,0.266595001343725,NA,NA,NA,20.9,1.6094379124341
"2020_056_03","Audubon","Inner",2020,7,28,1,0,0,0,13,0,71,0,0.547433192568236,0.295294753921038,NA,NA,NA,20.6,0.693147180559945
"2020_058_03","Audubon","Inner",2020,7,30,0,1,0,0,0,9,25,0,1.02651990730436,0.571428571428571,NA,NA,NA,22.5,0
"2020_060_03","Audubon","Inner",2020,8,32,7,0,0,0,0,1008,1,0,0.0489528335874905,0.0156375937751875,NA,NA,NA,24.8,2.07944154167984
"2020_063_03","Audubon","Inner",2020,8,34,12,0,3,0,0,2230,1,0,0.0473279855226774,0.0141662748220048,NA,NA,NA,19.6,2.56494935746154
"2020_064_03","Audubon","Inner",2020,9,36,0,0,0,0,0,9,0,0,0.685314207276458,0.4921875,NA,NA,NA,19.1,0
"2021_067_03","Audubon","Inner",2021,6,24,4,0,2,0,4,31,1,6,1.69498648734601,0.677131425053863,NA,9.6,15.74,16.6,1.6094379124341
"2021_068_03","Audubon","Inner",2021,6,25,13,1,1,0,1,3,1,316,0.294924499229667,0.113892431972789,NA,12,24.99,16,2.63905732961526
"2021_070_03","Audubon","Inner",2021,7,27,2,0,0,0,7,3,159,0,0.355289416211545,0.143320713899405,NA,11.1,11.21,21.6,1.09861228866811
"2021_072_03","Audubon","Inner",2021,7,29,2,0,0,0,1,20,289,0,0.297816480448288,0.137841058514135,NA,15.5,11.68,22,1.09861228866811
"2021_074_03","Audubon","Inner",2021,8,31,9,0,0,0,1,400,26,0,0.341240064386242,0.154332547765339,NA,5.7,19.27,18.9,2.30258509299405
"2021_077_03","Audubon","Inner",2021,8,33,2,0,0,0,0,91,0,0,0.103841326979565,0.0420857902647704,NA,6.5,19.5,21.2,1.09861228866811
"2022_079_03","Audubon","Inner",2022,6,22,0,0,0,0,0,1,0,0,0.693147180559945,0.5,"sand",NA,28.47,14,0
"2022_081_03","Audubon","Inner",2022,6,25,0,0,0,0,1,1,0,0,0.693147180559945,0.5,"sand",NA,29.74,15.2,0
"2022_083_03","Audubon","Inner",2022,6,26,17,0,0,0,0,82,0,8,0.690107923638886,0.381867412001048,"sand",NA,29.76,17.54,2.89037175789616
"2022_085_03","Audubon","Inner",2022,7,27,0,0,1,0,198,29,0,0,0.408606808133714,0.22964758387196,"sand",NA,30.42,18.23,0
"2022_086_03","Audubon","Inner",2022,7,28,2,0,0,0,1,15,0,0,0.556646903582107,0.290123456790123,"sand",NA,31.73,16.57,1.09861228866811
"2022_088_03","Audubon","Inner",2022,7,29,14,0,3,0,0,7,0,0,0.933720058514398,0.559027777777778,"sand",NA,30.54,19.12,2.70805020110221
"2022_090_03","Audubon","Inner",2022,7,30,6,0,0,0,0,319,0,0,0.0919897404720951,0.0362414201183432,"sand",NA,32.01,17.88,1.94591014905531
"2022_091_03","Audubon","Inner",2022,8,31,5,0,1,0,30,125,3,0,0.728414201965496,0.38429506246282,"sand",NA,26,21.43,1.79175946922805
"2022_093_03","Audubon","Inner",2022,8,32,9,0,3,1,1,293,0,0,0.230556436499148,0.0881494763870174,"sand",NA,31.77,19.76,2.30258509299405
"2022_096_03","Audubon","Inner",2022,8,33,30,0,6,0,27,440,0,0,0.518932195909251,0.23431428291344,"sand",NA,30.14,19.73,3.43398720448515
"2022_099_03","Audubon","Inner",2022,9,36,43,0,8,0,0,470,0,0,0.558828649251316,0.265602026885108,"sand",NA,24.22,18.24,3.78418963391826
"2022_100_03","Audubon","Inner",2022,9,37,14,0,12,0,4,626,1,0,0.261997454796391,0.0968128930346943,"sand",NA,22.4,18.37,2.70805020110221
