"loc_id","site_name","bay_location","year","month","week","green.crab","tomcod","winter.flounder","sandlance","mummichog","atlantic.silverside","alewife","atlantic.herring","shannon","simpson","substrate","do_mg.l","salinity_ppt","temp_degc","log.crab"
"2017_040_11","Cushing Island","Outer",2017,6,25,3,1,1,0,0,0,0,0,1.27703425946614,0.693877551020408,NA,12.7,30.16,12.6,1.38629436111989
"2017_042_11","Cushing Island","Outer",2017,7,27,0,0,0,0,0,0,0,613,0,0,NA,12.3,30.21,16.3,0
"2017_044_11","Cushing Island","Outer",2017,7,29,4,2,1,0,0,0,3,0,1.51710639706103,0.763888888888889,NA,13.8,29.79,18.9,1.6094379124341
"2017_046_11","Cushing Island","Outer",2017,8,31,4,0,0,0,0,0,0,0,0.682908104700472,0.489795918367347,NA,10,29.57,17,1.6094379124341
"2017_048_11","Cushing Island","Outer",2017,8,34,10,1,2,0,0,8,0,0,1.29053891220659,0.67296786389414,NA,11.3,29.75,16.3,2.39789527279837
"2018_050_11","Cushing Island","Outer",2018,6,24,0,1,0,0,0,0,0,0,0,0,NA,10.3,29.97,13.6,0
"2020_053_11","Cushing Island","Outer",2020,6,26,6,1,0,0,0,0,0,0,0.848685557726417,0.493827160493827,NA,NA,NA,15.8,1.94591014905531
"2020_057_11","Cushing Island","Outer",2020,7,28,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,19.3,0
"2020_059_11","Cushing Island","Outer",2020,7,30,4,0,3,54,0,15,0,0,0.845642473950964,0.451869806094183,NA,NA,NA,22,1.6094379124341
"2020_060_11","Cushing Island","Outer",2020,8,32,3,0,2,0,0,25,0,0,0.562729820034514,0.291111111111111,NA,NA,NA,20.4,1.38629436111989
"2020_062_11","Cushing Island","Outer",2020,8,34,5,1,0,0,0,60,0,0,0.488509715536452,0.215397923875433,NA,NA,NA,18.6,1.79175946922805
"2020_065_11","Cushing Island","Outer",2020,9,36,0,0,0,0,0,0,0,1125,0,0,NA,NA,NA,18.5,0
"2021_066_11","Cushing Island","Outer",2021,6,23,0,1,3,0,0,0,0,0,0.950270539233235,0.56,NA,NA,NA,NA,0
"2021_071_11","Cushing Island","Outer",2021,7,28,9,0,2,0,0,0,0,0,1.11506598409643,0.615916955017301,NA,12,26.84,17.2,2.30258509299405
"2021_073_11","Cushing Island","Outer",2021,7,30,3,0,0,1,0,0,0,0,0.562335144618808,0.375,NA,11.8,28.39,18.5,1.38629436111989
"2021_075_11","Cushing Island","Outer",2021,8,32,5,0,1,259,0,0,0,0,0.118349986203766,0.0444001423994304,NA,17.3,28.14,19.3,1.79175946922805
"2021_078_11","Cushing Island","Outer",2021,8,34,15,0,5,0,0,34,0,0,0.942529541311505,0.534876033057851,NA,12.3,27.32,20.1,2.77258872223978
"2022_079_11","Cushing Island","Outer",2022,6,22,1,0,0,0,0,0,0,0,0.693147180559945,0.5,"sand",NA,32.76,12.06,0.693147180559945
"2022_081_11","Cushing Island","Outer",2022,6,25,15,0,1,0,0,0,0,0,1.1075861665291,0.61734693877551,"sand",NA,33.4,13.2,2.77258872223978
"2022_084_11","Cushing Island","Outer",2022,6,26,10,1,0,0,0,0,0,0,0.304636097349238,0.165289256198347,"sand",NA,32.95,15.4,2.39789527279837
"2022_087_11","Cushing Island","Outer",2022,7,29,35,0,1,0,0,0,6,0,0.518913928581039,0.284580498866213,"sand",NA,33.68,15.68,3.58351893845611
"2022_091_11","Cushing Island","Outer",2022,8,31,19,0,3,0,0,0,0,0,1.14669175768309,0.615916955017301,"sand",NA,33.68,16.45,2.99573227355399
"2022_095_11","Cushing Island","Outer",2022,8,33,14,0,7,1,0,5,0,0,1.12489748747947,0.628257887517147,"sand",NA,33.66,17.99,2.70805020110221
"2022_098_11","Cushing Island","Outer",2022,8,35,12,0,1,1,0,1,0,0,0.72012488127181,0.346666666666667,"sand",NA,33.59,17.78,2.56494935746154
"2022_100_11","Cushing Island","Outer",2022,9,37,14,0,1,0,0,1,0,0,0.46341355882643,0.2265625,"sand",NA,33.85,16.46,2.70805020110221
"2022_101_11","Cushing Island","Outer",2022,9,39,4,0,0,1,0,0,0,0,0.500402423538188,0.32,"sand",NA,34.14,14.38,1.6094379124341
