"loc_id","site_name","bay_location","year","month","week","green.crab","tomcod","winter.flounder","sandlance","mummichog","atlantic.silverside","alewife","atlantic.herring","shannon","simpson","substrate","do_mg.l","salinity_ppt","temp_degc","log.crab"
"2021_069_05","The Brothers - North","Mid",2021,6,26,5,0,1,0,9,4,0,0,1.18826065270981,0.659279778393352,NA,17.3,28.89,22.7,1.79175946922805
"2021_071_05","The Brothers - North","Mid",2021,7,28,0,0,1,0,0,72,0,17,0.543314254573469,0.324197530864197,NA,10.3,28.46,18,0
"2021_073_05","The Brothers - North","Mid",2021,7,30,28,0,4,0,2,149,0,0,0.618081422411276,0.320474952741021,NA,8.5,28.28,20.5,3.36729582998647
"2021_075_05","The Brothers - North","Mid",2021,8,32,1,0,0,1,0,166,0,0,0.0728331885271507,0.0235969387755102,NA,12.3,27.23,20.2,0.693147180559945
"2021_077_05","The Brothers - North","Mid",2021,8,33,3,0,0,0,2,214,1,0,0.15271391707145,0.0535123966942148,NA,7.3,28.4,21.6,1.38629436111989
"2022_079_05","The Brothers - North","Mid",2022,6,22,5,1,0,0,1,1,0,0,1.30309240376172,0.641975308641975,"gravel",NA,32.99,13.68,1.79175946922805
"2022_082_05","The Brothers - North","Mid",2022,6,25,1,0,0,0,0,0,0,0,1.03972077083992,0.625,"gravel",NA,30.93,14.78,0.693147180559945
"2022_085_05","The Brothers - North","Mid",2022,7,27,5,0,0,0,0,0,0,0,0.686961576597323,0.493827160493827,"gravel",NA,33.78,15.02,1.79175946922805
"2022_088_05","The Brothers - North","Mid",2022,7,29,4,0,1,0,0,0,0,0,0.500402423538188,0.32,"gravel",NA,33.59,19.72,1.6094379124341
"2022_089_05","The Brothers - North","Mid",2022,7,30,2,0,0,0,0,0,0,0,0,0,"gravel",NA,33.95,16.23,1.09861228866811
"2022_095_05","The Brothers - North","Mid",2022,8,33,6,0,2,2,0,0,0,0,0.950270539233235,0.56,"gravel",NA,33.97,18.76,1.94591014905531
"2022_098_05","The Brothers - North","Mid",2022,8,35,7,0,1,0,0,97,0,1,0.348643471864753,0.158063367746529,"gravel",NA,33.39,19.86,2.07944154167984
