"loc_id","site_name","bay_location","year","month","week","green.crab","tomcod","winter.flounder","sandlance","mummichog","atlantic.silverside","alewife","atlantic.herring","shannon","simpson","substrate","do_mg.l","salinity_ppt","temp_degc","log.crab"
"2020_064_04","Mussel Cove","Mid",2020,9,36,0,0,0,0,0,1813,0,0,0,0,NA,NA,NA,19.6,0
"2021_066_04","Mussel Cove","Mid",2021,6,23,1,0,0,0,0,6,0,15,0.755982915544612,0.458677685950413,NA,NA,NA,NA,0.693147180559945
"2021_069_04","Mussel Cove","Mid",2021,6,26,2,0,0,0,0,0,0,0,0,0,NA,10.1,29.35,23.8,1.09861228866811
"2021_071_04","Mussel Cove","Mid",2021,7,28,2,0,0,0,0,0,0,0,0.636514168294813,0.444444444444444,NA,9.9,26.66,17.8,1.09861228866811
"2021_073_04","Mussel Cove","Mid",2021,7,30,5,0,2,0,0,5,0,0,1.02818385933293,0.625,NA,7.2,27.88,23.4,1.79175946922805
"2021_075_04","Mussel Cove","Mid",2021,8,32,1,0,1,0,1,7,0,0,0.940447988655326,0.48,NA,15.4,28.07,21,0.693147180559945
"2021_077_04","Mussel Cove","Mid",2021,8,33,1,0,0,0,17,1000,6,0,0.135696220697912,0.0478743604997026,NA,0.9,27.78,22.1,0.693147180559945
"2022_080_04","Mussel Cove","Mid",2022,6,24,1,0,0,0,0,0,0,653,0.0114408905741566,0.00305342797557251,"mud",NA,32.91,16.2,0.693147180559945
"2022_082_04","Mussel Cove","Mid",2022,6,25,4,0,0,0,0,0,0,0,0,0,"mud",NA,33.16,15.9,1.6094379124341
"2022_086_04","Mussel Cove","Mid",2022,7,28,3,0,1,0,0,0,0,239,0.0931823249140654,0.0324814984165693,"mud",NA,33.78,15.6,1.38629436111989
"2022_089_04","Mussel Cove","Mid",2022,7,30,3,0,0,0,1,120,0,0,0.160645710767538,0.062825182101977,"mud",NA,33.61,17.32,1.38629436111989
"2022_093_04","Mussel Cove","Mid",2022,8,32,5,0,0,0,12,281,0,0,0.253322575624837,0.108936534390343,"mud",NA,33.84,20.78,1.79175946922805
"2022_097_04","Mussel Cove","Mid",2022,8,34,4,0,3,0,101,288,0,0,0.663482886025684,0.405864197530864,"mud",NA,33.86,20.99,1.6094379124341
