loc_id,year,month,week,date,site_name,substrate,weather,stage,TideHT.m,temp_degc,salinity_ppt,do_mg.l,notes,species_name,catch
2014_002_11,2014,6,25,6/19/2014,Cushing Island,sand,sunny,rising,-0.124666667,16.1,33.03,14,Ran the seine in a circular area from the boat (not the beach),silver,0
2014_002_11,2014,6,25,6/19/2014,Cushing Island,sand,sunny,rising,-0.124666667,16.1,33.03,14,Ran the seine in a circular area from the boat (not the beach),herring,0
2014_002_12,2014,6,25,6/19/2014,Alewife Cove,sand/gravel,sunny,falling,-0.109333333,14.7,31.89,10.3,lots of seaweed at this site,silver,0
2014_002_12,2014,6,25,6/19/2014,Alewife Cove,sand/gravel,sunny,falling,-0.109333333,14.7,31.89,10.3,lots of seaweed at this site,herring,0
2014_003_01,2014,6,26,6/27/2014,Presumpscot Moorings,mud,sunny,rising,2.311,21,0.15,9.2,NA,silver,0
2014_003_01,2014,6,26,6/27/2014,Presumpscot Moorings,mud,sunny,rising,2.311,21,0.15,9.2,NA,herring,0
2014_003_03,2014,6,26,6/27/2014,Audubon,sand,sunny,rising,1.952666667,19.8,7.4,8,NA,silver,1
2014_003_03,2014,6,26,6/27/2014,Audubon,sand,sunny,rising,1.952666667,19.8,7.4,8,NA,herring,58
2014_003_04,2014,6,26,6/27/2014,Mussel Cove,mud,sunny,rising,2.6495,17.3,31.62,9,NA,silver,1
2014_003_04,2014,6,26,6/27/2014,Mussel Cove,mud,sunny,rising,2.6495,17.3,31.62,9,NA,herring,8
2014_003_06,2014,6,26,6/27/2014,Mackworth Island - North,sand/gravel,sunny,falling,2.743833333,16.3,33.1,10.7,NA,silver,0
2014_003_06,2014,6,26,6/27/2014,Mackworth Island - North,sand/gravel,sunny,falling,2.743833333,16.3,33.1,10.7,NA,herring,0
2014_003_09,2014,6,26,6/27/2014,Great Diamond Island,sand/gravel,sunny,rising,2.76975,18.4,30.28,9.8,NA,silver,0
2014_003_09,2014,6,26,6/27/2014,Great Diamond Island,sand/gravel,sunny,rising,2.76975,18.4,30.28,9.8,NA,herring,2079
2014_003_12,2014,6,26,6/27/2014,Alewife Cove,sand/gravel,sunny,rising,1.230666667,14.5,28.54,9,no catch,silver,0
2014_003_12,2014,6,26,6/27/2014,Alewife Cove,sand/gravel,sunny,rising,1.230666667,14.5,28.54,9,no catch,herring,0
2014_004_02,2014,7,27,7/1/2014,Skitterygusset,mud,sunny,rising,0.985333333,23.4,0.86,8.9,NA,silver,1
2014_004_02,2014,7,27,7/1/2014,Skitterygusset,mud,sunny,rising,0.985333333,23.4,0.86,8.9,NA,herring,0
2014_004_05,2014,7,27,7/1/2014,The Brothers - North,sand/gravel,sunny,rising,0.265,21.1,33.05,9.8,NA,silver,0
2014_004_05,2014,7,27,7/1/2014,The Brothers - North,sand/gravel,sunny,rising,0.265,21.1,33.05,9.8,NA,herring,0
2014_004_07,2014,7,27,7/1/2014,Mackworth Island - Beach,sand,sunny,rising,0.4935,22.3,16.9,8.2,NA,silver,1
2014_004_07,2014,7,27,7/1/2014,Mackworth Island - Beach,sand,sunny,rising,0.4935,22.3,16.9,8.2,NA,herring,0
2014_004_08,2014,7,27,7/1/2014,Back Cove,mud,sunny,rising,1.520666667,20.3,29.77,8.1,NA,silver,3
2014_004_08,2014,7,27,7/1/2014,Back Cove,mud,sunny,rising,1.520666667,20.3,29.77,8.1,NA,herring,0
2014_004_10,2014,7,27,7/1/2014,SMCC,sand/gravel,sunny,falling,0.235666667,16.5,29.02,9.3,NA,silver,0
2014_004_10,2014,7,27,7/1/2014,SMCC,sand/gravel,sunny,falling,0.235666667,16.5,29.02,9.3,NA,herring,0
2014_004_11,2014,7,27,7/1/2014,Cushing Island,sand,sunny,falling,0.169,15.5,31.05,10.1,NA,silver,0
2014_004_11,2014,7,27,7/1/2014,Cushing Island,sand,sunny,falling,0.169,15.5,31.05,10.1,NA,herring,3
2014_005_01,2014,7,28,7/8/2014,Presumpscot Moorings,mud,sunny,falling,1.911333333,25.5,0.68,7.8,NA,silver,0
2014_005_01,2014,7,28,7/8/2014,Presumpscot Moorings,mud,sunny,falling,1.911333333,25.5,0.68,7.8,NA,herring,0
2014_005_03,2014,7,28,7/8/2014,Audubon,sand,sunny,falling,2.737333333,24.1,6.66,8.1,NA,silver,1
2014_005_03,2014,7,28,7/8/2014,Audubon,sand,sunny,falling,2.737333333,24.1,6.66,8.1,NA,herring,0
2014_005_06,2014,7,28,7/8/2014,Mackworth Island - North,sand/gravel,sunny,falling,2.428333333,16.2,31.93,9.3,NA,silver,1
2014_005_06,2014,7,28,7/8/2014,Mackworth Island - North,sand/gravel,sunny,falling,2.428333333,16.2,31.93,9.3,NA,herring,0
2014_005_09,2014,7,28,7/8/2014,Great Diamond Island,sand/gravel,sunny,falling,2.656333333,16,30.34,8.2,NA,silver,0
2014_005_09,2014,7,28,7/8/2014,Great Diamond Island,sand/gravel,sunny,falling,2.656333333,16,30.34,8.2,NA,herring,24914
2014_005_10,2014,7,28,7/8/2014,SMCC,sand/gravel,sunny,falling,1.5375,14.6,32.19,8.5,NA,silver,0
2014_005_10,2014,7,28,7/8/2014,SMCC,sand/gravel,sunny,falling,1.5375,14.6,32.19,8.5,NA,herring,0
2014_006_02,2014,7,29,7/17/2014,Skitterygusset,mud,sunny,rising,2.447666667,25.2,3.36,9,NA,silver,0
2014_006_02,2014,7,29,7/17/2014,Skitterygusset,mud,sunny,rising,2.447666667,25.2,3.36,9,NA,herring,0
2014_006_04,2014,7,29,7/17/2014,Mussel Cove,mud,sunny,rising,3.235,19.4,33.3,9.4,NA,silver,2
2014_006_04,2014,7,29,7/17/2014,Mussel Cove,mud,sunny,rising,3.235,19.4,33.3,9.4,NA,herring,29
2014_006_07,2014,7,29,7/17/2014,Mackworth Island - Beach,sand,sunny,rising,3.021,18.1,32.32,9.7,NA,silver,0
2014_006_07,2014,7,29,7/17/2014,Mackworth Island - Beach,sand,sunny,rising,3.021,18.1,32.32,9.7,NA,herring,10
2014_006_08,2014,7,29,7/17/2014,Back Cove,mud,sunny,rising,1.658666667,15.6,32,8.8,NA,silver,0
2014_006_08,2014,7,29,7/17/2014,Back Cove,mud,sunny,rising,1.658666667,15.6,32,8.8,NA,herring,5
2014_006_11,2014,7,29,7/17/2014,Cushing Island,sand,sunny,rising,0.735,17.2,31.83,8.7,NA,silver,0
2014_006_11,2014,7,29,7/17/2014,Cushing Island,sand,sunny,rising,0.735,17.2,31.83,8.7,NA,herring,0
2014_006_12,2014,7,29,7/17/2014,Alewife Cove,sand/gravel,overcast,rising,-0.039333333,13.9,30.6,10,NA,silver,0
2014_006_12,2014,7,29,7/17/2014,Alewife Cove,sand/gravel,overcast,rising,-0.039333333,13.9,30.6,10,NA,herring,0
2014_007_01,2014,7,30,7/22/2014,Presumpscot Moorings,mud,sunny,falling,2.224666667,24.6,0.36,7.8,NA,silver,2
2014_007_01,2014,7,30,7/22/2014,Presumpscot Moorings,mud,sunny,falling,2.224666667,24.6,0.36,7.8,NA,herring,0
2014_007_03,2014,7,30,7/22/2014,Audubon,sand,sunny,falling,1.972666667,22.9,7.25,8.5,NA,silver,26
2014_007_03,2014,7,30,7/22/2014,Audubon,sand,sunny,falling,1.972666667,22.9,7.25,8.5,NA,herring,0
2014_007_05,2014,7,30,7/22/2014,The Brothers - North,sand/gravel,sunny,falling,1.565333333,18,33.42,9.9,NA,silver,9
2014_007_05,2014,7,30,7/22/2014,The Brothers - North,sand/gravel,sunny,falling,1.565333333,18,33.42,9.9,NA,herring,0
2014_007_06,2014,7,30,7/22/2014,Mackworth Island - North,sand/gravel,sunny,falling,2.525,16,33.48,9.6,NA,silver,0
2014_007_06,2014,7,30,7/22/2014,Mackworth Island - North,sand/gravel,sunny,falling,2.525,16,33.48,9.6,NA,herring,135
2014_007_09,2014,7,30,7/22/2014,Great Diamond Island,sand/gravel,sunny,falling,2.633333333,16.1,31.06,9,NA,silver,0
2014_007_09,2014,7,30,7/22/2014,Great Diamond Island,sand/gravel,sunny,falling,2.633333333,16.1,31.06,9,NA,herring,0
2014_007_10,2014,7,30,7/22/2014,SMCC,sand/gravel,sunny,rising,2.6445,17.4,28.64,8.4,NA,silver,6
2014_007_10,2014,7,30,7/22/2014,SMCC,sand/gravel,sunny,rising,2.6445,17.4,28.64,8.4,NA,herring,0
2014_008_02,2014,8,31,8/1/2014,Skitterygusset,mud,sunny,rising,1.026833333,25.3,2.61,7.3,NA,silver,93
2014_008_02,2014,8,31,8/1/2014,Skitterygusset,mud,sunny,rising,1.026833333,25.3,2.61,7.3,NA,herring,0
2014_008_04,2014,8,31,8/1/2014,Mussel Cove,mud,sunny,rising,2.0275,22.1,33.62,9.1,NA,silver,0
2014_008_04,2014,8,31,8/1/2014,Mussel Cove,mud,sunny,rising,2.0275,22.1,33.62,9.1,NA,herring,0
2014_008_07,2014,8,31,8/1/2014,Mackworth Island - Beach,sand,overcast,rising,0.598,23.1,16.5,8.3,NA,silver,3
2014_008_07,2014,8,31,8/1/2014,Mackworth Island - Beach,sand,overcast,rising,0.598,23.1,16.5,8.3,NA,herring,0
2014_008_08,2014,8,31,8/1/2014,Back Cove,mud,sunny,rising,1.54,18.3,31.2,7.5,NA,silver,0
2014_008_08,2014,8,31,8/1/2014,Back Cove,mud,sunny,rising,1.54,18.3,31.2,7.5,NA,herring,1
2014_008_11,2014,8,31,8/1/2014,Cushing Island,sand,sunny,rising,0.328,18.4,33.33,10.7,NA,silver,0
2014_008_11,2014,8,31,8/1/2014,Cushing Island,sand,sunny,rising,0.328,18.4,33.33,10.7,NA,herring,0
2014_008_12,2014,8,31,8/1/2014,Alewife Cove,sand/gravel,partly cloudy,falling,0.170833333,15.5,33.65,9.5,NA,silver,0
2014_008_12,2014,8,31,8/1/2014,Alewife Cove,sand/gravel,partly cloudy,falling,0.170833333,15.5,33.65,9.5,NA,herring,0
2014_009_01,2014,8,32,8/7/2014,Presumpscot Moorings,mud,overcast,falling,2.599,23.4,0.49,7.4,NA,silver,0
2014_009_01,2014,8,32,8/7/2014,Presumpscot Moorings,mud,overcast,falling,2.599,23.4,0.49,7.4,NA,herring,0
2014_009_03,2014,8,32,8/7/2014,Audubon,sand,overcast,falling,2.459833333,21.3,11.95,7.6,NA,silver,429
2014_009_03,2014,8,32,8/7/2014,Audubon,sand,overcast,falling,2.459833333,21.3,11.95,7.6,NA,herring,0
2014_009_05,2014,8,32,8/7/2014,The Brothers - North,sand/gravel,overcast,falling,1.877833333,20.8,31.07,9.2,NA,silver,118
2014_009_05,2014,8,32,8/7/2014,The Brothers - North,sand/gravel,overcast,falling,1.877833333,20.8,31.07,9.2,NA,herring,0
2014_009_06,2014,8,32,8/7/2014,Mackworth Island - North,sand/gravel,overcast,falling,2.14,20.1,30.96,9.1,NA,silver,3
2014_009_06,2014,8,32,8/7/2014,Mackworth Island - North,sand/gravel,overcast,falling,2.14,20.1,30.96,9.1,NA,herring,3
2014_009_09,2014,8,32,8/7/2014,Great Diamond Island,sand/gravel,sunny,falling,1.474,18.3,32.07,9.2,NA,silver,0
2014_009_09,2014,8,32,8/7/2014,Great Diamond Island,sand/gravel,sunny,falling,1.474,18.3,32.07,9.2,NA,herring,3186
2014_009_10,2014,8,32,8/7/2014,SMCC,sand/gravel,rain,falling,0.8495,19.2,29.07,8.9,NA,silver,0
2014_009_10,2014,8,32,8/7/2014,SMCC,sand/gravel,rain,falling,0.8495,19.2,29.07,8.9,NA,herring,0
2014_010_02,2014,8,33,8/12/2014,Skitterygusset,mud,overcast,rising,2.045333333,20.9,14.7,6.8,NA,silver,68
2014_010_02,2014,8,33,8/12/2014,Skitterygusset,mud,overcast,rising,2.045333333,20.9,14.7,6.8,NA,herring,1
2014_010_04,2014,8,33,8/12/2014,Mussel Cove,mud,overcast,rising,3.0935,18.8,33.24,8.2,Seine on the marsh edge,silver,21
2014_010_04,2014,8,33,8/12/2014,Mussel Cove,mud,overcast,rising,3.0935,18.8,33.24,8.2,Seine on the marsh edge,herring,0
2014_010_07,2014,8,33,8/12/2014,Mackworth Island - Beach,sand,overcast,rising,1.197,18.4,25.61,7.7,NA,silver,20
2014_010_07,2014,8,33,8/12/2014,Mackworth Island - Beach,sand,overcast,rising,1.197,18.4,25.61,7.7,NA,herring,23
2014_010_08,2014,8,33,8/12/2014,Back Cove,mud,overcast,rising,2.696166667,16.8,31.43,7.6,NA,silver,213
2014_010_08,2014,8,33,8/12/2014,Back Cove,mud,overcast,rising,2.696166667,16.8,31.43,7.6,NA,herring,1
2014_010_11,2014,8,33,8/12/2014,Cushing Island,sand,overcast,rising,0.771666667,16.6,31.77,8.2,NA,silver,2
2014_010_11,2014,8,33,8/12/2014,Cushing Island,sand,overcast,rising,0.771666667,16.6,31.77,8.2,NA,herring,0
2014_010_12,2014,8,33,8/12/2014,Alewife Cove,sand/gravel,overcast,rising,0.07,15.5,32.7,7.8,"Extremely foggy, Rock crab also present in seine (haven't seen many before).",silver,0
2014_010_12,2014,8,33,8/12/2014,Alewife Cove,sand/gravel,overcast,rising,0.07,15.5,32.7,7.8,"Extremely foggy, Rock crab also present in seine (haven't seen many before).",herring,0
2014_011_01,2014,8,34,8/21/2014,Presumpscot Moorings,mud,sunny,falling,2.514666667,21.8,0.15,8.5,NA,silver,0
2014_011_01,2014,8,34,8/21/2014,Presumpscot Moorings,mud,sunny,falling,2.514666667,21.8,0.15,8.5,NA,herring,0
2014_011_03,2014,8,34,8/21/2014,Audubon,sand,overcast,falling,2.586,20.6,5.8,7.9,NA,silver,52
2014_011_03,2014,8,34,8/21/2014,Audubon,sand,overcast,falling,2.586,20.6,5.8,7.9,NA,herring,0
2014_011_05,2014,8,34,8/21/2014,The Brothers - North,sand/gravel,overcast,falling,2.179333333,18.6,32.55,9.7,NA,silver,1105
2014_011_05,2014,8,34,8/21/2014,The Brothers - North,sand/gravel,overcast,falling,2.179333333,18.6,32.55,9.7,NA,herring,0
2014_011_06,2014,8,34,8/21/2014,Mackworth Island - North,sand/gravel,sunny,falling,2.429666667,17.6,32.63,8.7,NA,silver,18
2014_011_06,2014,8,34,8/21/2014,Mackworth Island - North,sand/gravel,sunny,falling,2.429666667,17.6,32.63,8.7,NA,herring,0
2014_011_09,2014,8,34,8/21/2014,Great Diamond Island,sand/gravel,overcast,falling,1.846,17.4,31.54,8.9,NA,silver,0
2014_011_09,2014,8,34,8/21/2014,Great Diamond Island,sand/gravel,overcast,falling,1.846,17.4,31.54,8.9,NA,herring,0
2014_011_10,2014,8,34,8/21/2014,SMCC,sand/gravel,overcast,rising,2.522333333,17.4,27.56,8.3,NA,silver,15
2014_011_10,2014,8,34,8/21/2014,SMCC,sand/gravel,overcast,rising,2.522333333,17.4,27.56,8.3,NA,herring,0
2014_012_02,2014,8,35,8/28/2014,Skitterygusset,mud,partly cloudy,falling,2.935,23.3,8.2,8.2,NA,silver,26
2014_012_02,2014,8,35,8/28/2014,Skitterygusset,mud,partly cloudy,falling,2.935,23.3,8.2,8.2,NA,herring,0
2014_012_04,2014,8,35,8/28/2014,Mussel Cove,mud,partly cloudy,rising,2.8495,21.6,33.01,8.2,NA,silver,26
2014_012_04,2014,8,35,8/28/2014,Mussel Cove,mud,partly cloudy,rising,2.8495,21.6,33.01,8.2,NA,herring,0
2014_012_07,2014,8,35,8/28/2014,Mackworth Island - Beach,sand,sunny,rising,1.559,21.4,19.22,9.1,NA,silver,26
2014_012_07,2014,8,35,8/28/2014,Mackworth Island - Beach,sand,sunny,rising,1.559,21.4,19.22,9.1,NA,herring,0
2014_012_08,2014,8,35,8/28/2014,Back Cove,mud,partly cloudy,rising,2.976,19.5,33.01,8.2,NA,silver,52
2014_012_08,2014,8,35,8/28/2014,Back Cove,mud,partly cloudy,rising,2.976,19.5,33.01,8.2,NA,herring,0
2014_012_11,2014,8,35,8/28/2014,Cushing Island,sand,sunny,rising,1.066,17.6,30.53,8.6,NA,silver,1
2014_012_11,2014,8,35,8/28/2014,Cushing Island,sand,sunny,rising,1.066,17.6,30.53,8.6,NA,herring,0
2014_012_12,2014,8,35,8/28/2014,Alewife Cove,sand/gravel,sunny,rising,0.573,16.1,33.44,8.7,too much algae for effective seining,silver,2
2014_012_12,2014,8,35,8/28/2014,Alewife Cove,sand/gravel,sunny,rising,0.573,16.1,33.44,8.7,too much algae for effective seining,herring,0
2015_013_01,2015,6,24,6/12/2015,Presumpscot Moorings,mud,overcast,rising,2.8535,19.1,3.66,14,NA,silver,57
2015_013_01,2015,6,24,6/12/2015,Presumpscot Moorings,mud,overcast,rising,2.8535,19.1,3.66,14,NA,herring,0
2015_013_03,2015,6,24,6/12/2015,Audubon,sand,overcast,rising,2.921625,13.3,39.5,11.4,NA,silver,0
2015_013_03,2015,6,24,6/12/2015,Audubon,sand,overcast,rising,2.921625,13.3,39.5,11.4,NA,herring,0
2015_013_05,2015,6,24,6/12/2015,The Brothers - North,sand/gravel,overcast,falling,2.591,12.9,33.76,10.4,NA,silver,0
2015_013_05,2015,6,24,6/12/2015,The Brothers - North,sand/gravel,overcast,falling,2.591,12.9,33.76,10.4,NA,herring,0
2015_013_07,2015,6,24,6/12/2015,Mackworth Island - Beach,sand,overcast,falling,2.841333333,13.4,33.22,9.2,NA,silver,9
2015_013_07,2015,6,24,6/12/2015,Mackworth Island - Beach,sand,overcast,falling,2.841333333,13.4,33.22,9.2,NA,herring,0
2015_013_09,2015,6,24,6/12/2015,Great Diamond Island,sand/gravel,partly cloudy,falling,2.234,12.5,33.44,10.5,NA,silver,0
2015_013_09,2015,6,24,6/12/2015,Great Diamond Island,sand/gravel,partly cloudy,falling,2.234,12.5,33.44,10.5,NA,herring,0
2015_013_10,2015,6,24,6/12/2015,SMCC,sand/gravel,sunny,falling,1.751666667,12.2,33.76,10.8,NA,silver,0
2015_013_10,2015,6,24,6/12/2015,SMCC,sand/gravel,sunny,falling,1.751666667,12.2,33.76,10.8,NA,herring,0
2015_013_11,2015,6,24,6/12/2015,Cushing Island,sand,overcast,falling,1.08,13.7,33.77,10.7,NA,silver,0
2015_013_11,2015,6,24,6/12/2015,Cushing Island,sand,overcast,falling,1.08,13.7,33.77,10.7,NA,herring,0
2015_014_02,2015,6,25,6/17/2015,Skitterygusset,mud,sunny,rising,2.817333333,15.2,28.29,9.9,NA,silver,0
2015_014_02,2015,6,25,6/17/2015,Skitterygusset,mud,sunny,rising,2.817333333,15.2,28.29,9.9,NA,herring,0
2015_014_04,2015,6,25,6/17/2015,Mussel Cove,mud,sunny,falling,2.691333333,19,34.46,12,NA,silver,172
2015_014_04,2015,6,25,6/17/2015,Mussel Cove,mud,sunny,falling,2.691333333,19,34.46,12,NA,herring,0
2015_014_06,2015,6,25,6/17/2015,Mackworth Island - North,sand/gravel,sunny,falling,2.819,15.2,33.65,11.8,NA,silver,0
2015_014_06,2015,6,25,6/17/2015,Mackworth Island - North,sand/gravel,sunny,falling,2.819,15.2,33.65,11.8,NA,herring,0
2015_014_08,2015,6,25,6/17/2015,Back Cove,mud,sunny,rising,2.690666667,14.8,33.2,11.4,NA,silver,0
2015_014_08,2015,6,25,6/17/2015,Back Cove,mud,sunny,rising,2.690666667,14.8,33.2,11.4,NA,herring,0
2015_014_12,2015,6,25,6/17/2015,Alewife Cove,sand/gravel,sunny,rising,2.128,12.8,33.08,13.2,no catch,silver,0
2015_014_12,2015,6,25,6/17/2015,Alewife Cove,sand/gravel,sunny,rising,2.128,12.8,33.08,13.2,no catch,herring,0
2015_015_01,2015,6,27,6/30/2015,Presumpscot Moorings,mud,sunny,rising,2.511,18.5,0.47,10.6,NA,silver,0
2015_015_01,2015,6,27,6/30/2015,Presumpscot Moorings,mud,sunny,rising,2.511,18.5,0.47,10.6,NA,herring,0
2015_015_03,2015,6,27,6/30/2015,Audubon,sand,sunny,rising,2.688833333,18.2,8.24,9.1,NA,silver,4
2015_015_03,2015,6,27,6/30/2015,Audubon,sand,sunny,rising,2.688833333,18.2,8.24,9.1,NA,herring,0
2015_015_05,2015,6,27,6/30/2015,The Brothers - North,sand/gravel,sunny,rising,1.982,16.5,30.5,9.5,NA,silver,2
2015_015_05,2015,6,27,6/30/2015,The Brothers - North,sand/gravel,sunny,rising,1.982,16.5,30.5,9.5,NA,herring,1
2015_015_07,2015,6,27,6/30/2015,Mackworth Island - Beach,sand,sunny,rising,2.2565,16.2,28.24,9,NA,silver,2
2015_015_07,2015,6,27,6/30/2015,Mackworth Island - Beach,sand,sunny,rising,2.2565,16.2,28.24,9,NA,herring,0
2015_015_09,2015,6,27,6/30/2015,Great Diamond Island,sand/gravel,sunny,falling,2.744,17.5,30.7,9.3,NA,silver,0
2015_015_09,2015,6,27,6/30/2015,Great Diamond Island,sand/gravel,sunny,falling,2.744,17.5,30.7,9.3,NA,herring,11
2015_015_10,2015,6,27,6/30/2015,SMCC,sand/gravel,sunny,falling,2.641666667,16.3,30.26,10.8,NA,silver,0
2015_015_10,2015,6,27,6/30/2015,SMCC,sand/gravel,sunny,falling,2.641666667,16.3,30.26,10.8,NA,herring,0
2015_016_02,2015,7,28,7/9/2015,Skitterygusset,mud,sunny,falling,2.400833333,16.4,30.48,7,NA,silver,6
2015_016_02,2015,7,28,7/9/2015,Skitterygusset,mud,sunny,falling,2.400833333,16.4,30.48,7,NA,herring,0
2015_016_06,2015,7,28,7/9/2015,Mackworth Island - North,sand/gravel,overcast,falling,1.343,16.8,33,9.6,NA,silver,4
2015_016_06,2015,7,28,7/9/2015,Mackworth Island - North,sand/gravel,overcast,falling,1.343,16.8,33,9.6,NA,herring,6
2015_016_08,2015,7,28,7/9/2015,Back Cove,mud,overcast,falling,2.029,15.7,32.45,7.2,no catch,silver,0
2015_016_08,2015,7,28,7/9/2015,Back Cove,mud,overcast,falling,2.029,15.7,32.45,7.2,no catch,herring,0
2015_016_11,2015,7,28,7/9/2015,Cushing Island,sand,overcast,falling,0.032,13.3,33.76,11.2,NA,silver,0
2015_016_11,2015,7,28,7/9/2015,Cushing Island,sand,overcast,falling,0.032,13.3,33.76,11.2,NA,herring,0
2015_017_01,2015,7,29,7/14/2015,Presumpscot Moorings,mud,overcast,rising,2.922,24.6,1.46,8.2,NA,silver,4
2015_017_01,2015,7,29,7/14/2015,Presumpscot Moorings,mud,overcast,rising,2.922,24.6,1.46,8.2,NA,herring,0
2015_017_03,2015,7,29,7/14/2015,Audubon,sand,overcast,falling,2.882333333,18.6,18.99,8.7,NA,silver,2
2015_017_03,2015,7,29,7/14/2015,Audubon,sand,overcast,falling,2.882333333,18.6,18.99,8.7,NA,herring,0
2015_017_04,2015,7,29,7/14/2015,Mussel Cove,mud,overcast,rising,2.353333333,18.4,33.3,8.5,NA,silver,20
2015_017_04,2015,7,29,7/14/2015,Mussel Cove,mud,overcast,rising,2.353333333,18.4,33.3,8.5,NA,herring,0
2015_017_05,2015,7,29,7/14/2015,The Brothers - North,sand/gravel,sunny,rising,2.608,18.2,33.68,10.1,no catch,silver,0
2015_017_05,2015,7,29,7/14/2015,The Brothers - North,sand/gravel,sunny,rising,2.608,18.2,33.68,10.1,no catch,herring,0
2015_017_07,2015,7,29,7/14/2015,Mackworth Island - Beach,sand,sunny,rising,2.802666667,17,31.79,9.3,NA,silver,1
2015_017_07,2015,7,29,7/14/2015,Mackworth Island - Beach,sand,sunny,rising,2.802666667,17,31.79,9.3,NA,herring,0
2015_017_09,2015,7,29,7/14/2015,Great Diamond Island,sand/gravel,sunny,falling,2.693666667,16,33.41,9.7,NA,silver,0
2015_017_09,2015,7,29,7/14/2015,Great Diamond Island,sand/gravel,sunny,falling,2.693666667,16,33.41,9.7,NA,herring,0
2015_018_02,2015,7,30,7/21/2015,Skitterygusset,mud,overcast,rising,2.532666667,22.1,18.28,9.3,NA,silver,64
2015_018_02,2015,7,30,7/21/2015,Skitterygusset,mud,overcast,rising,2.532666667,22.1,18.28,9.3,NA,herring,0
2015_018_04,2015,7,30,7/21/2015,Mussel Cove,mud,overcast,rising,1.652666667,19.5,33.26,9.9,NA,silver,10
2015_018_04,2015,7,30,7/21/2015,Mussel Cove,mud,overcast,rising,1.652666667,19.5,33.26,9.9,NA,herring,0
2015_018_06,2015,7,30,7/21/2015,Mackworth Island - North,sand/gravel,overcast,rising,2.218,17.9,33.06,11.7,NA,silver,1
2015_018_06,2015,7,30,7/21/2015,Mackworth Island - North,sand/gravel,overcast,rising,2.218,17.9,33.06,11.7,NA,herring,124
2015_018_08,2015,7,30,7/21/2015,Back Cove,mud,overcast,rising,2.787,17.1,32.04,10.1,NA,silver,43
2015_018_08,2015,7,30,7/21/2015,Back Cove,mud,overcast,rising,2.787,17.1,32.04,10.1,NA,herring,0
2015_018_10,2015,7,30,7/21/2015,SMCC,sand/gravel,overcast,rising,1.253,17,31.67,11.2,NA,silver,0
2015_018_10,2015,7,30,7/21/2015,SMCC,sand/gravel,overcast,rising,1.253,17,31.67,11.2,NA,herring,25
2015_018_11,2015,7,30,7/21/2015,Cushing Island,sand,overcast,rising,0.415666667,14.8,32.62,10.1,NA,silver,0
2015_018_11,2015,7,30,7/21/2015,Cushing Island,sand,overcast,rising,0.415666667,14.8,32.62,10.1,NA,herring,0
2015_018_12,2015,7,30,7/21/2015,Alewife Cove,sand/gravel,overcast,rising,0.715,15.5,33.65,11.5,NA,silver,0
2015_018_12,2015,7,30,7/21/2015,Alewife Cove,sand/gravel,overcast,rising,0.715,15.5,33.65,11.5,NA,herring,1
2015_019_01,2015,7,31,7/29/2015,Presumpscot Moorings,mud,partly cloudy,falling,2.34,23.9,2.75,8.4,NA,silver,16
