#,Date-Time (EDT),Temperature   (°C),Started,Host Connected,End of File
141,06/02/2025 20:11:20,21.28,,,
142,06/02/2025 20:16:20,21.28,,,
143,06/02/2025 20:21:20,21.28,,,
144,06/02/2025 20:26:20,21.28,,,
145,06/02/2025 20:31:20,21.28,,,
146,06/02/2025 20:36:20,21.28,,,
147,06/02/2025 20:41:20,21.28,,,
148,06/02/2025 20:46:20,21.23,,,
149,06/02/2025 20:51:20,21.23,,,
150,06/02/2025 20:56:20,21.23,,,
151,06/02/2025 21:01:20,21.23,,,
152,06/02/2025 21:06:20,21.23,,,
153,06/02/2025 21:11:20,21.19,,,
154,06/02/2025 21:16:20,21.19,,,
155,06/02/2025 21:21:20,21.19,,,
156,06/02/2025 21:26:20,21.19,,,
157,06/02/2025 21:31:20,21.19,,,
158,06/02/2025 21:36:20,21.15,,,
159,06/02/2025 21:41:20,21.19,,,
160,06/02/2025 21:46:20,21.15,,,
161,06/02/2025 21:51:20,21.15,,,
162,06/02/2025 21:56:20,21.15,,,
163,06/02/2025 22:01:20,21.10,,,
164,06/02/2025 22:06:20,21.06,,,
165,06/02/2025 22:11:20,21.10,,,
166,06/02/2025 22:16:20,21.06,,,
167,06/02/2025 22:21:20,21.10,,,
168,06/02/2025 22:26:20,21.10,,,
169,06/02/2025 22:31:20,21.10,,,
170,06/02/2025 22:36:20,21.10,,,
171,06/02/2025 22:41:20,21.10,,,
172,06/02/2025 22:46:20,21.10,,,
173,06/02/2025 22:51:20,21.06,,,
174,06/02/2025 22:56:20,21.15,,,
175,06/02/2025 23:01:20,21.06,,,
176,06/02/2025 23:06:20,21.15,,,
177,06/02/2025 23:11:20,21.06,,,
178,06/02/2025 23:16:20,21.10,,,
179,06/02/2025 23:21:20,21.06,,,
180,06/02/2025 23:26:20,21.02,,,
181,06/02/2025 23:31:20,21.06,,,
182,06/02/2025 23:36:20,21.10,,,
183,06/02/2025 23:41:20,21.02,,,
184,06/02/2025 23:46:20,21.02,,,
185,06/02/2025 23:51:20,21.06,,,
186,06/02/2025 23:56:20,21.02,,,
187,06/03/2025 00:01:20,21.02,,,
188,06/03/2025 00:06:20,21.02,,,
189,06/03/2025 00:11:20,21.02,,,
190,06/03/2025 00:16:20,21.02,,,
191,06/03/2025 00:21:20,21.06,,,
192,06/03/2025 00:26:20,20.98,,,
193,06/03/2025 00:31:20,20.98,,,
194,06/03/2025 00:36:20,21.02,,,
195,06/03/2025 00:41:20,21.02,,,
196,06/03/2025 00:46:20,20.98,,,
197,06/03/2025 00:51:20,21.02,,,
198,06/03/2025 00:56:20,21.02,,,
199,06/03/2025 01:01:20,20.98,,,
200,06/03/2025 01:06:20,20.98,,,
201,06/03/2025 01:11:20,20.98,,,
202,06/03/2025 01:16:20,21.02,,,
203,06/03/2025 01:21:20,20.98,,,
204,06/03/2025 01:26:20,20.98,,,
205,06/03/2025 01:31:20,20.98,,,
206,06/03/2025 01:36:20,20.93,,,
207,06/03/2025 01:41:20,20.98,,,
208,06/03/2025 01:46:20,20.93,,,
209,06/03/2025 01:51:20,20.93,,,
210,06/03/2025 01:56:20,20.93,,,
211,06/03/2025 02:01:20,20.93,,,
212,06/03/2025 02:06:20,20.98,,,
213,06/03/2025 02:11:20,20.93,,,
214,06/03/2025 02:16:20,20.93,,,
215,06/03/2025 02:21:20,20.93,,,
216,06/03/2025 02:26:20,20.89,,,
217,06/03/2025 02:31:20,20.93,,,
218,06/03/2025 02:36:20,20.93,,,
219,06/03/2025 02:41:20,20.89,,,
220,06/03/2025 02:46:20,20.89,,,
221,06/03/2025 02:51:20,20.93,,,
222,06/03/2025 02:56:20,20.89,,,
223,06/03/2025 03:01:20,20.93,,,
224,06/03/2025 03:06:20,20.89,,,
225,06/03/2025 03:11:20,20.93,,,
226,06/03/2025 03:16:20,20.93,,,
227,06/03/2025 03:21:20,20.89,,,
228,06/03/2025 03:26:20,20.89,,,
229,06/03/2025 03:31:20,20.89,,,
230,06/03/2025 03:36:20,20.85,,,
231,06/03/2025 03:41:20,20.89,,,
232,06/03/2025 03:46:20,20.89,,,
233,06/03/2025 03:51:20,20.89,,,
234,06/03/2025 03:56:20,20.89,,,
235,06/03/2025 04:01:20,20.85,,,
236,06/03/2025 04:06:20,20.85,,,
237,06/03/2025 04:11:20,20.89,,,
238,06/03/2025 04:16:20,20.85,,,
239,06/03/2025 04:21:20,20.89,,,
240,06/03/2025 04:26:20,20.85,,,
241,06/03/2025 04:31:20,20.89,,,
242,06/03/2025 04:36:20,20.85,,,
243,06/03/2025 04:41:20,20.85,,,
244,06/03/2025 04:46:20,20.85,,,
245,06/03/2025 04:51:20,20.76,,,
246,06/03/2025 04:56:20,20.85,,,
247,06/03/2025 05:01:20,20.80,,,
248,06/03/2025 05:06:20,20.80,,,
249,06/03/2025 05:11:20,20.80,,,
250,06/03/2025 05:16:20,20.85,,,
251,06/03/2025 05:21:20,20.80,,,
252,06/03/2025 05:26:20,20.85,,,
253,06/03/2025 05:31:20,20.80,,,
254,06/03/2025 05:36:20,20.85,,,
255,06/03/2025 05:41:20,20.80,,,
256,06/03/2025 05:46:20,20.80,,,
257,06/03/2025 05:51:20,20.80,,,
258,06/03/2025 05:56:20,20.80,,,
259,06/03/2025 06:01:20,20.76,,,
260,06/03/2025 06:06:20,20.76,,,
261,06/03/2025 06:11:20,20.80,,,
262,06/03/2025 06:16:20,20.76,,,
263,06/03/2025 06:21:20,20.76,,,
264,06/03/2025 06:26:20,20.80,,,
265,06/03/2025 06:31:20,20.80,,,
266,06/03/2025 06:36:20,20.80,,,
267,06/03/2025 06:41:20,20.85,,,
268,06/03/2025 06:46:20,20.89,,,
269,06/03/2025 06:51:20,20.89,,,
270,06/03/2025 06:56:20,20.89,,,
271,06/03/2025 07:01:20,20.93,,,
272,06/03/2025 07:06:20,20.98,,,
273,06/03/2025 07:11:20,21.06,,,
274,06/03/2025 07:16:20,21.19,,,
275,06/03/2025 07:21:20,21.19,,,
276,06/03/2025 07:26:20,21.23,,,
277,06/03/2025 07:31:20,21.23,,,
278,06/03/2025 07:36:20,21.23,,,
279,06/03/2025 07:41:20,21.23,,,
280,06/03/2025 07:46:20,21.23,,,
281,06/03/2025 07:51:20,21.19,,,
282,06/03/2025 07:56:20,21.23,,,
283,06/03/2025 08:01:20,21.28,,,
284,06/03/2025 08:06:20,20.89,,,
285,06/03/2025 08:11:20,21.19,,,
286,06/03/2025 08:16:20,19.95,,,
287,06/03/2025 08:21:20,19.00,,,
288,06/03/2025 08:26:20,22.35,,,
289,06/03/2025 08:31:20,25.14,,,
290,06/03/2025 08:36:20,28.10,,,
291,06/03/2025 08:41:20,30.07,,,
292,06/03/2025 08:46:20,31.01,,,
293,06/03/2025 08:51:20,23.81,,,
294,06/03/2025 08:56:20,21.06,,,
295,06/03/2025 09:01:20,19.77,,,
296,06/03/2025 09:06:20,19.22,,,
297,06/03/2025 09:11:20,20.20,,,
298,06/03/2025 09:16:20,20.20,,,
299,06/03/2025 09:21:20,22.13,,,
300,06/03/2025 09:26:20,26.34,,,
301,06/03/2025 09:31:20,28.05,,,
302,06/03/2025 09:36:20,33.89,,,
303,06/03/2025 09:41:20,36.93,,,
304,06/03/2025 09:46:20,37.96,,,
305,06/03/2025 09:51:20,38.61,,,
306,06/03/2025 09:56:20,39.25,,,
307,06/03/2025 10:01:20,40.97,,,
308,06/03/2025 10:06:20,40.88,,,
309,06/03/2025 10:11:20,40.24,,,
310,06/03/2025 10:16:20,40.84,,,
311,06/03/2025 10:21:20,41.83,,,
312,06/03/2025 10:26:20,42.00,,,
313,06/03/2025 10:31:20,40.32,,,
314,06/03/2025 10:36:20,40.11,,,
315,06/03/2025 10:41:20,39.72,,,
316,06/03/2025 10:46:20,39.77,,,
317,06/03/2025 10:51:20,42.43,,,
318,06/03/2025 10:56:20,43.20,,,
319,06/03/2025 11:01:20,43.03,,,
320,06/03/2025 11:06:20,45.73,,,
321,06/03/2025 11:11:20,47.49,,,
322,06/03/2025 11:16:20,47.96,,,
323,06/03/2025 11:21:20,45.09,,,
324,06/03/2025 11:26:20,48.60,,,
325,06/03/2025 11:31:20,50.06,,,
326,06/03/2025 11:36:20,49.50,,,
327,06/03/2025 11:41:20,49.50,,,
328,06/03/2025 11:46:20,49.89,,,
329,06/03/2025 11:51:20,49.38,,,
330,06/03/2025 11:56:20,50.36,,,
331,06/03/2025 12:01:20,51.69,,,
332,06/03/2025 12:06:20,52.04,,,
333,06/03/2025 12:11:20,50.66,,,
334,06/03/2025 12:16:20,51.52,,,
335,06/03/2025 12:21:20,51.05,,,
336,06/03/2025 12:26:20,50.53,,,
337,06/03/2025 12:31:20,49.76,,,
338,06/03/2025 12:36:20,50.28,,,
339,06/03/2025 12:41:20,51.05,,,
340,06/03/2025 12:46:20,50.88,,,
341,06/03/2025 12:51:20,52.04,,,
342,06/03/2025 12:56:20,52.34,,,
343,06/03/2025 13:01:20,53.11,,,
344,06/03/2025 13:06:20,49.25,,,
345,06/03/2025 13:11:20,48.73,,,
346,06/03/2025 13:16:20,51.35,,,
347,06/03/2025 13:21:20,52.16,,,
348,06/03/2025 13:26:20,51.26,,,
349,06/03/2025 13:31:20,52.21,,,
350,06/03/2025 13:36:20,52.89,,,
351,06/03/2025 13:41:20,53.49,,,
352,06/03/2025 13:46:20,49.25,,,
353,06/03/2025 13:51:20,47.36,,,
354,06/03/2025 13:56:20,45.86,,,
355,06/03/2025 14:01:20,45.99,,,
356,06/03/2025 14:06:20,44.53,,,
357,06/03/2025 14:11:20,43.11,,,
358,06/03/2025 14:16:20,43.88,,,
359,06/03/2025 14:21:20,43.41,,,
360,06/03/2025 14:26:20,43.07,,,
361,06/03/2025 14:31:20,42.08,,,
362,06/03/2025 14:36:20,41.40,,,
363,06/03/2025 14:41:20,40.28,,,
364,06/03/2025 14:46:20,39.38,,,
365,06/03/2025 14:51:20,40.45,,,
366,06/03/2025 14:56:20,39.59,,,
367,06/03/2025 15:01:20,37.71,,,
368,06/03/2025 15:06:20,42.13,,,
369,06/03/2025 15:11:20,42.81,,,
370,06/03/2025 15:16:20,42.38,,,
371,06/03/2025 15:21:20,33.16,,,
372,06/03/2025 15:26:20,28.27,,,
373,06/03/2025 15:31:20,26.12,,,
374,06/03/2025 15:36:20,25.91,,,
375,06/03/2025 15:41:20,25.31,,,
376,06/03/2025 15:46:20,24.06,,,
377,06/03/2025 15:51:20,23.12,,,
378,06/03/2025 15:56:20,22.39,,,
379,06/03/2025 16:01:20,21.92,,,
380,06/03/2025 16:06:20,21.70,,,
381,06/03/2025 16:11:20,21.40,,,
382,06/03/2025 16:16:20,20.89,,,
383,06/03/2025 16:21:20,20.29,,,
384,06/03/2025 16:26:20,20.29,,,
385,06/03/2025 16:31:20,20.16,,,
386,06/03/2025 16:36:20,20.07,,,
387,06/03/2025 16:41:20,19.99,,,
388,06/03/2025 16:46:20,19.99,,,
389,06/03/2025 16:51:20,19.82,,,
390,06/03/2025 16:56:20,19.65,,,
391,06/03/2025 17:01:20,19.35,,,
392,06/03/2025 17:06:20,19.60,,,
393,06/03/2025 17:11:20,19.60,,,
394,06/03/2025 17:16:20,19.35,,,
395,06/03/2025 17:21:20,19.56,,,
396,06/03/2025 17:26:20,19.13,,,
397,06/03/2025 17:31:20,18.57,,,
398,06/03/2025 17:36:20,18.32,,,
399,06/03/2025 17:41:20,18.02,,,
400,06/03/2025 17:46:20,17.76,,,
401,06/03/2025 17:51:20,17.59,,,
402,06/03/2025 17:56:20,17.59,,,
403,06/03/2025 18:01:20,17.67,,,
404,06/03/2025 18:06:20,17.46,,,
405,06/03/2025 18:11:20,17.41,,,
406,06/03/2025 18:16:20,17.37,,,
407,06/03/2025 18:21:20,17.54,,,
408,06/03/2025 18:26:20,17.63,,,
409,06/03/2025 18:31:20,17.80,,,
410,06/03/2025 18:36:20,17.80,,,
411,06/03/2025 18:41:20,17.54,,,
412,06/03/2025 18:46:20,17.50,,,
413,06/03/2025 18:51:20,17.37,,,
414,06/03/2025 18:56:20,17.33,,,
415,06/03/2025 19:01:20,17.20,,,
416,06/03/2025 19:06:20,16.77,,,
417,06/03/2025 19:11:20,16.34,,,
418,06/03/2025 19:16:20,16.13,,,
419,06/03/2025 19:21:20,15.83,,,
420,06/03/2025 19:26:20,15.70,,,
421,06/03/2025 19:31:20,15.53,,,
422,06/03/2025 19:36:20,15.40,,,
423,06/03/2025 19:41:20,15.31,,,
424,06/03/2025 19:46:20,15.23,,,
425,06/03/2025 19:51:20,15.14,,,
426,06/03/2025 19:56:20,15.10,,,
427,06/03/2025 20:01:20,14.97,,,
428,06/03/2025 20:06:20,14.84,,,
429,06/03/2025 20:11:20,14.71,,,
430,06/03/2025 20:16:20,14.71,,,
431,06/03/2025 20:21:20,14.63,,,
432,06/03/2025 20:26:20,14.54,,,
433,06/03/2025 20:31:20,14.54,,,
434,06/03/2025 20:36:20,14.45,,,
435,06/03/2025 20:41:20,14.41,,,
436,06/03/2025 20:46:20,14.41,,,
437,06/03/2025 20:51:20,14.41,,,
438,06/03/2025 20:56:20,14.33,,,
439,06/03/2025 21:01:20,14.20,,,
440,06/03/2025 21:06:20,14.15,,,
441,06/03/2025 21:11:20,14.20,,,
442,06/03/2025 21:16:20,14.28,,,
443,06/03/2025 21:21:20,14.37,,,
444,06/03/2025 21:26:20,14.24,,,
445,06/03/2025 21:31:20,14.28,,,
446,06/03/2025 21:36:20,14.28,,,
447,06/03/2025 21:41:20,14.28,,,
448,06/03/2025 21:46:20,14.33,,,
449,06/03/2025 21:51:20,14.37,,,
450,06/03/2025 21:56:20,14.37,,,
451,06/03/2025 22:01:20,14.37,,,
452,06/03/2025 22:06:20,14.28,,,
453,06/03/2025 22:11:20,14.28,,,
454,06/03/2025 22:16:20,14.28,,,
455,06/03/2025 22:21:20,14.28,,,
456,06/03/2025 22:26:20,14.33,,,
457,06/03/2025 22:31:20,14.15,,,
458,06/03/2025 22:36:20,14.15,,,
459,06/03/2025 22:41:20,14.11,,,
460,06/03/2025 22:46:20,13.98,,,
461,06/03/2025 22:51:20,13.94,,,
462,06/03/2025 22:56:20,13.90,,,
463,06/03/2025 23:01:20,13.81,,,
464,06/03/2025 23:06:20,13.77,,,
465,06/03/2025 23:11:20,13.73,,,
466,06/03/2025 23:16:20,13.64,,,
467,06/03/2025 23:21:20,13.73,,,
468,06/03/2025 23:26:20,13.55,,,
469,06/03/2025 23:31:20,13.47,,,
470,06/03/2025 23:36:20,13.43,,,
471,06/03/2025 23:41:20,13.30,,,
472,06/03/2025 23:46:20,13.30,,,
473,06/03/2025 23:51:20,13.38,,,
474,06/03/2025 23:56:20,13.34,,,
475,06/04/2025 00:01:20,13.25,,,
476,06/04/2025 00:06:20,13.21,,,
477,06/04/2025 00:11:20,13.17,,,
478,06/04/2025 00:16:20,13.17,,,
479,06/04/2025 00:21:20,13.12,,,
480,06/04/2025 00:26:20,13.12,,,
481,06/04/2025 00:31:20,13.08,,,
482,06/04/2025 00:36:20,13.04,,,
483,06/04/2025 00:41:20,13.00,,,
484,06/04/2025 00:46:20,12.95,,,
485,06/04/2025 00:51:20,12.95,,,
486,06/04/2025 00:56:20,12.95,,,
487,06/04/2025 01:01:20,12.87,,,
488,06/04/2025 01:06:20,12.82,,,
489,06/04/2025 01:11:20,12.82,,,
490,06/04/2025 01:16:20,12.70,,,
491,06/04/2025 01:21:20,12.57,,,
492,06/04/2025 01:26:20,12.61,,,
493,06/04/2025 01:31:20,12.57,,,
494,06/04/2025 01:36:20,12.61,,,
495,06/04/2025 01:41:20,12.57,,,
496,06/04/2025 01:46:20,12.52,,,
497,06/04/2025 01:51:20,12.52,,,
498,06/04/2025 01:56:20,12.48,,,
499,06/04/2025 02:01:20,12.35,,,
500,06/04/2025 02:06:20,12.44,,,
501,06/04/2025 02:11:20,12.35,,,
502,06/04/2025 02:16:20,12.35,,,
503,06/04/2025 02:21:20,12.40,,,
504,06/04/2025 02:26:20,12.40,,,
505,06/04/2025 02:31:20,12.27,,,
506,06/04/2025 02:36:20,12.22,,,
507,06/04/2025 02:41:20,12.31,,,
508,06/04/2025 02:46:20,12.31,,,
509,06/04/2025 02:51:20,12.18,,,
510,06/04/2025 02:56:20,12.14,,,
511,06/04/2025 03:01:20,12.10,,,
512,06/04/2025 03:06:20,12.10,,,
513,06/04/2025 03:11:20,12.05,,,
514,06/04/2025 03:16:20,12.14,,,
515,06/04/2025 03:21:20,12.10,,,
516,06/04/2025 03:26:20,12.14,,,
517,06/04/2025 03:31:20,12.18,,,
518,06/04/2025 03:36:20,12.10,,,
519,06/04/2025 03:41:20,12.18,,,
520,06/04/2025 03:46:20,12.14,,,
521,06/04/2025 03:51:20,12.22,,,
522,06/04/2025 03:56:20,12.22,,,
523,06/04/2025 04:01:20,12.31,,,
524,06/04/2025 04:06:20,12.27,,,
525,06/04/2025 04:11:20,12.22,,,
526,06/04/2025 04:16:20,12.22,,,
527,06/04/2025 04:21:20,12.27,,,
528,06/04/2025 04:26:20,12.18,,,
529,06/04/2025 04:31:20,12.10,,,
530,06/04/2025 04:36:20,12.10,,,
531,06/04/2025 04:41:20,12.01,,,
532,06/04/2025 04:46:20,12.01,,,
533,06/04/2025 04:51:20,11.97,,,
534,06/04/2025 04:56:20,12.10,,,
535,06/04/2025 05:01:20,12.10,,,
536,06/04/2025 05:06:20,12.05,,,
537,06/04/2025 05:11:20,12.10,,,
538,06/04/2025 05:16:20,12.10,,,
539,06/04/2025 05:21:20,12.10,,,
540,06/04/2025 05:26:20,12.10,,,
541,06/04/2025 05:31:20,12.10,,,
542,06/04/2025 05:36:20,12.01,,,
543,06/04/2025 05:41:20,12.18,,,
544,06/04/2025 05:46:20,12.31,,,
545,06/04/2025 05:51:20,12.48,,,
546,06/04/2025 05:56:20,12.48,,,
547,06/04/2025 06:01:20,12.61,,,
548,06/04/2025 06:06:20,12.57,,,
549,06/04/2025 06:11:20,12.65,,,
550,06/04/2025 06:16:20,12.78,,,
551,06/04/2025 06:21:20,12.82,,,
552,06/04/2025 06:26:20,12.91,,,
553,06/04/2025 06:31:20,13.12,,,
554,06/04/2025 06:36:20,13.38,,,
555,06/04/2025 06:41:20,13.60,,,
556,06/04/2025 06:46:20,13.73,,,
557,06/04/2025 06:51:20,13.90,,,
558,06/04/2025 06:56:20,14.03,,,
559,06/04/2025 07:01:20,14.28,,,
560,06/04/2025 07:06:20,14.45,,,
561,06/04/2025 07:11:20,14.67,,,
562,06/04/2025 07:16:20,14.80,,,
563,06/04/2025 07:21:20,15.10,,,
564,06/04/2025 07:26:20,15.27,,,
565,06/04/2025 07:31:20,15.57,,,
566,06/04/2025 07:36:20,15.87,,,
567,06/04/2025 07:41:20,16.08,,,
568,06/04/2025 07:46:20,16.26,,,
569,06/04/2025 07:51:20,16.47,,,
570,06/04/2025 07:56:20,16.51,,,
571,06/04/2025 08:01:20,16.94,,,
572,06/04/2025 08:06:20,17.07,,,
573,06/04/2025 08:11:20,17.37,,,
574,06/04/2025 08:16:20,18.02,,,
575,06/04/2025 08:21:20,18.19,,,
576,06/04/2025 08:26:20,18.23,,,
577,06/04/2025 08:31:20,17.89,,,
578,06/04/2025 08:36:20,18.19,,,
579,06/04/2025 08:41:20,18.49,,,
580,06/04/2025 08:46:20,19.52,,,
581,06/04/2025 08:51:20,20.07,,,
582,06/04/2025 08:56:20,20.42,,,
583,06/04/2025 09:01:20,20.37,,,
584,06/04/2025 09:06:20,20.72,,,
585,06/04/2025 09:11:20,21.49,,,
586,06/04/2025 09:16:20,21.36,,,
587,06/04/2025 09:21:20,20.68,,,
588,06/04/2025 09:26:20,20.46,,,
589,06/04/2025 09:31:20,20.37,,,
590,06/04/2025 09:36:20,20.46,,,
591,06/04/2025 09:41:20,21.02,,,
592,06/04/2025 09:46:20,21.15,,,
593,06/04/2025 09:51:20,21.19,,,
594,06/04/2025 09:56:20,21.36,,,
595,06/04/2025 10:01:20,21.58,,,
596,06/04/2025 10:06:20,21.66,,,
597,06/04/2025 10:11:20,21.79,,,
598,06/04/2025 10:16:20,21.92,,,
599,06/04/2025 10:21:20,22.05,,,
600,06/04/2025 10:26:20,22.18,,,
601,06/04/2025 10:31:20,22.26,,,
602,06/04/2025 10:36:20,22.39,,,
603,06/04/2025 10:41:20,22.69,,,
604,06/04/2025 10:46:20,23.03,,,
605,06/04/2025 10:51:20,23.42,,,
606,06/04/2025 10:56:20,23.29,,,
607,06/04/2025 11:01:20,23.25,,,
608,06/04/2025 11:06:20,23.51,,,
609,06/04/2025 11:11:20,23.46,,,
610,06/04/2025 11:16:20,23.94,,,
611,06/04/2025 11:21:20,24.58,,,
612,06/04/2025 11:26:20,24.84,,,
613,06/04/2025 11:31:20,24.75,,,
614,06/04/2025 11:36:20,25.01,,,
615,06/04/2025 11:41:20,24.88,,,
616,06/04/2025 11:46:20,24.88,,,
617,06/04/2025 11:51:20,25.52,,,
618,06/04/2025 11:56:20,25.61,,,
619,06/04/2025 12:01:20,25.82,,,
620,06/04/2025 12:06:20,25.91,,,
621,06/04/2025 12:11:20,26.34,,,
622,06/04/2025 12:16:20,26.42,,,
623,06/04/2025 12:21:20,26.64,,,
624,06/04/2025 12:26:20,26.60,,,
625,06/04/2025 12:31:20,26.64,,,
626,06/04/2025 12:36:20,26.64,,,
627,06/04/2025 12:41:20,26.21,,,
628,06/04/2025 12:46:20,25.78,,,
629,06/04/2025 12:51:20,25.61,,,
630,06/04/2025 12:56:20,25.69,,,
631,06/04/2025 13:01:20,25.78,,,
632,06/04/2025 13:06:20,25.99,,,
633,06/04/2025 13:11:20,26.12,,,
