#,Date-Time (EDT),Temperature   (°C),Started,Host Connected,End of File
167,06/02/2025 22:16:15,21.10,,,
168,06/02/2025 22:21:15,21.10,,,
169,06/02/2025 22:26:15,21.15,,,
170,06/02/2025 22:31:15,21.10,,,
171,06/02/2025 22:36:15,21.15,,,
172,06/02/2025 22:41:15,21.06,,,
173,06/02/2025 22:46:15,21.10,,,
174,06/02/2025 22:51:15,21.10,,,
175,06/02/2025 22:56:15,21.15,,,
176,06/02/2025 23:01:15,21.10,,,
177,06/02/2025 23:06:15,21.06,,,
178,06/02/2025 23:11:15,21.06,,,
179,06/02/2025 23:16:15,21.10,,,
180,06/02/2025 23:21:15,21.10,,,
181,06/02/2025 23:26:15,21.10,,,
182,06/02/2025 23:31:15,21.06,,,
183,06/02/2025 23:36:15,21.06,,,
184,06/02/2025 23:41:15,21.06,,,
185,06/02/2025 23:46:15,21.02,,,
186,06/02/2025 23:51:15,21.06,,,
187,06/02/2025 23:56:15,21.06,,,
188,06/03/2025 00:01:15,21.06,,,
189,06/03/2025 00:06:15,21.06,,,
190,06/03/2025 00:11:15,21.06,,,
191,06/03/2025 00:16:15,21.02,,,
192,06/03/2025 00:21:15,21.02,,,
193,06/03/2025 00:26:15,21.02,,,
194,06/03/2025 00:31:15,21.02,,,
195,06/03/2025 00:36:15,21.06,,,
196,06/03/2025 00:41:15,21.06,,,
197,06/03/2025 00:46:15,20.98,,,
198,06/03/2025 00:51:15,21.02,,,
199,06/03/2025 00:56:15,21.02,,,
200,06/03/2025 01:01:15,20.98,,,
201,06/03/2025 01:06:15,21.02,,,
202,06/03/2025 01:11:15,20.98,,,
203,06/03/2025 01:16:15,20.98,,,
204,06/03/2025 01:21:15,21.02,,,
205,06/03/2025 01:26:15,21.02,,,
206,06/03/2025 01:31:15,20.93,,,
207,06/03/2025 01:36:15,20.98,,,
208,06/03/2025 01:41:15,21.02,,,
209,06/03/2025 01:46:15,20.98,,,
210,06/03/2025 01:51:15,20.93,,,
211,06/03/2025 01:56:15,20.98,,,
212,06/03/2025 02:01:15,20.93,,,
213,06/03/2025 02:06:15,20.93,,,
214,06/03/2025 02:11:15,20.93,,,
215,06/03/2025 02:16:15,20.98,,,
216,06/03/2025 02:21:15,20.98,,,
217,06/03/2025 02:26:15,20.93,,,
218,06/03/2025 02:31:15,20.93,,,
219,06/03/2025 02:36:15,20.93,,,
220,06/03/2025 02:41:15,20.93,,,
221,06/03/2025 02:46:15,20.93,,,
222,06/03/2025 02:51:15,20.89,,,
223,06/03/2025 02:56:15,20.93,,,
224,06/03/2025 03:01:15,20.89,,,
225,06/03/2025 03:06:15,20.89,,,
226,06/03/2025 03:11:15,20.85,,,
227,06/03/2025 03:16:15,20.93,,,
228,06/03/2025 03:21:15,20.93,,,
229,06/03/2025 03:26:15,20.85,,,
230,06/03/2025 03:31:15,20.89,,,
231,06/03/2025 03:36:15,20.85,,,
232,06/03/2025 03:41:15,20.89,,,
233,06/03/2025 03:46:15,20.89,,,
234,06/03/2025 03:51:15,20.89,,,
235,06/03/2025 03:56:15,20.89,,,
236,06/03/2025 04:01:15,20.89,,,
237,06/03/2025 04:06:15,20.89,,,
238,06/03/2025 04:11:15,20.89,,,
239,06/03/2025 04:16:15,20.85,,,
240,06/03/2025 04:21:15,20.89,,,
241,06/03/2025 04:26:15,20.89,,,
242,06/03/2025 04:31:15,20.89,,,
243,06/03/2025 04:36:15,20.89,,,
244,06/03/2025 04:41:15,20.85,,,
245,06/03/2025 04:46:15,20.85,,,
246,06/03/2025 04:51:15,20.85,,,
247,06/03/2025 04:56:15,20.80,,,
248,06/03/2025 05:01:15,20.80,,,
249,06/03/2025 05:06:15,20.80,,,
250,06/03/2025 05:11:15,20.85,,,
251,06/03/2025 05:16:15,20.80,,,
252,06/03/2025 05:21:15,20.80,,,
253,06/03/2025 05:26:15,20.85,,,
254,06/03/2025 05:31:15,20.80,,,
255,06/03/2025 05:36:15,20.85,,,
256,06/03/2025 05:41:15,20.80,,,
257,06/03/2025 05:46:15,20.80,,,
258,06/03/2025 05:51:15,20.80,,,
259,06/03/2025 05:56:15,20.80,,,
260,06/03/2025 06:01:15,20.80,,,
261,06/03/2025 06:06:15,20.80,,,
262,06/03/2025 06:11:15,20.76,,,
263,06/03/2025 06:16:15,20.76,,,
264,06/03/2025 06:21:15,20.76,,,
265,06/03/2025 06:26:15,20.80,,,
266,06/03/2025 06:31:15,20.80,,,
267,06/03/2025 06:36:15,20.85,,,
268,06/03/2025 06:41:15,20.85,,,
269,06/03/2025 06:46:15,20.93,,,
270,06/03/2025 06:51:15,20.93,,,
271,06/03/2025 06:56:15,20.93,,,
272,06/03/2025 07:01:15,20.98,,,
273,06/03/2025 07:06:15,21.02,,,
274,06/03/2025 07:11:15,21.10,,,
275,06/03/2025 07:16:15,21.19,,,
276,06/03/2025 07:21:15,21.23,,,
277,06/03/2025 07:26:15,21.28,,,
278,06/03/2025 07:31:15,21.28,,,
279,06/03/2025 07:36:15,21.28,,,
280,06/03/2025 07:41:15,21.23,,,
281,06/03/2025 07:46:15,21.23,,,
282,06/03/2025 07:51:15,21.32,,,
283,06/03/2025 07:56:15,21.28,,,
284,06/03/2025 08:01:15,21.32,,,
285,06/03/2025 08:06:15,20.85,,,
286,06/03/2025 08:11:15,19.99,,,
287,06/03/2025 08:16:15,19.26,,,
288,06/03/2025 08:21:15,18.53,,,
289,06/03/2025 08:26:15,23.21,,,
290,06/03/2025 08:31:15,27.37,,,
291,06/03/2025 08:36:15,27.71,,,
292,06/03/2025 08:41:15,25.39,,,
293,06/03/2025 08:46:15,23.03,,,
294,06/03/2025 08:51:15,20.50,,,
295,06/03/2025 08:56:15,19.47,,,
296,06/03/2025 09:01:15,18.66,,,
297,06/03/2025 09:06:15,18.32,,,
298,06/03/2025 09:11:15,18.36,,,
299,06/03/2025 09:16:15,19.60,,,
300,06/03/2025 09:21:15,20.50,,,
301,06/03/2025 09:26:15,21.79,,,
302,06/03/2025 09:31:15,22.86,,,
303,06/03/2025 09:36:15,27.07,,,
304,06/03/2025 09:41:15,30.63,,,
305,06/03/2025 09:46:15,32.69,,,
306,06/03/2025 09:51:15,34.62,,,
307,06/03/2025 09:56:15,35.82,,,
308,06/03/2025 10:01:15,37.28,,,
309,06/03/2025 10:06:15,38.01,,,
310,06/03/2025 10:11:15,38.14,,,
311,06/03/2025 10:16:15,38.74,,,
312,06/03/2025 10:21:15,39.51,,,
313,06/03/2025 10:26:15,39.59,,,
314,06/03/2025 10:31:15,38.74,,,
315,06/03/2025 10:36:15,37.92,,,
316,06/03/2025 10:41:15,37.79,,,
317,06/03/2025 10:46:15,37.58,,,
318,06/03/2025 10:51:15,36.81,,,
319,06/03/2025 10:56:15,36.03,,,
320,06/03/2025 11:01:15,35.90,,,
321,06/03/2025 11:06:15,35.78,,,
322,06/03/2025 11:11:15,36.46,,,
323,06/03/2025 11:16:15,37.41,,,
324,06/03/2025 11:21:15,38.09,,,
325,06/03/2025 11:26:15,38.74,,,
326,06/03/2025 11:31:15,39.08,,,
327,06/03/2025 11:36:15,38.44,,,
328,06/03/2025 11:41:15,39.38,,,
329,06/03/2025 11:46:15,40.19,,,
330,06/03/2025 11:51:15,40.71,,,
331,06/03/2025 11:56:15,42.17,,,
332,06/03/2025 12:01:15,43.76,,,
333,06/03/2025 12:06:15,44.61,,,
334,06/03/2025 12:11:15,45.04,,,
335,06/03/2025 12:16:15,45.00,,,
336,06/03/2025 12:21:15,44.96,,,
337,06/03/2025 12:26:15,44.31,,,
338,06/03/2025 12:31:15,44.06,,,
339,06/03/2025 12:36:15,44.23,,,
340,06/03/2025 12:41:15,44.79,,,
341,06/03/2025 12:46:15,44.23,,,
342,06/03/2025 12:51:15,45.39,,,
343,06/03/2025 12:56:15,44.01,,,
344,06/03/2025 13:01:15,43.88,,,
345,06/03/2025 13:06:15,44.01,,,
346,06/03/2025 13:11:15,44.48,,,
347,06/03/2025 13:16:15,44.27,,,
348,06/03/2025 13:21:15,42.77,,,
349,06/03/2025 13:26:15,41.95,,,
350,06/03/2025 13:31:15,42.38,,,
351,06/03/2025 13:36:15,40.45,,,
352,06/03/2025 13:41:15,39.94,,,
353,06/03/2025 13:46:15,39.77,,,
354,06/03/2025 13:51:15,39.68,,,
355,06/03/2025 13:56:15,39.12,,,
356,06/03/2025 14:01:15,39.12,,,
357,06/03/2025 14:06:15,38.56,,,
358,06/03/2025 14:11:15,37.84,,,
359,06/03/2025 14:16:15,38.26,,,
360,06/03/2025 14:21:15,38.35,,,
361,06/03/2025 14:26:15,38.82,,,
362,06/03/2025 14:31:15,38.74,,,
363,06/03/2025 14:36:15,37.88,,,
364,06/03/2025 14:41:15,32.99,,,
365,06/03/2025 14:46:15,30.11,,,
366,06/03/2025 14:51:15,28.40,,,
367,06/03/2025 14:56:15,27.20,,,
368,06/03/2025 15:01:15,26.55,,,
369,06/03/2025 15:06:15,34.62,,,
370,06/03/2025 15:11:15,29.47,,,
371,06/03/2025 15:16:15,28.01,,,
372,06/03/2025 15:21:15,25.09,,,
373,06/03/2025 15:26:15,23.64,,,
374,06/03/2025 15:31:15,22.91,,,
375,06/03/2025 15:36:15,23.29,,,
376,06/03/2025 15:41:15,23.03,,,
377,06/03/2025 15:46:15,22.22,,,
378,06/03/2025 15:51:15,21.58,,,
379,06/03/2025 15:56:15,21.06,,,
380,06/03/2025 16:01:15,20.68,,,
381,06/03/2025 16:06:15,20.63,,,
382,06/03/2025 16:11:15,20.37,,,
383,06/03/2025 16:16:15,20.03,,,
384,06/03/2025 16:21:15,19.56,,,
385,06/03/2025 16:26:15,19.56,,,
386,06/03/2025 16:31:15,19.39,,,
387,06/03/2025 16:36:15,19.43,,,
388,06/03/2025 16:41:15,19.35,,,
389,06/03/2025 16:46:15,19.30,,,
390,06/03/2025 16:51:15,19.30,,,
391,06/03/2025 16:56:15,19.22,,,
392,06/03/2025 17:01:15,18.87,,,
393,06/03/2025 17:06:15,19.17,,,
394,06/03/2025 17:11:15,19.22,,,
395,06/03/2025 17:16:15,19.05,,,
396,06/03/2025 17:21:15,19.22,,,
397,06/03/2025 17:26:15,18.83,,,
398,06/03/2025 17:31:15,18.27,,,
399,06/03/2025 17:36:15,18.10,,,
400,06/03/2025 17:41:15,17.84,,,
401,06/03/2025 17:46:15,17.59,,,
402,06/03/2025 17:51:15,17.50,,,
403,06/03/2025 17:56:15,17.46,,,
404,06/03/2025 18:01:15,17.54,,,
405,06/03/2025 18:06:15,17.41,,,
406,06/03/2025 18:11:15,17.29,,,
407,06/03/2025 18:16:15,17.24,,,
408,06/03/2025 18:21:15,17.46,,,
409,06/03/2025 18:26:15,17.46,,,
410,06/03/2025 18:31:15,17.59,,,
411,06/03/2025 18:36:15,17.59,,,
412,06/03/2025 18:41:15,17.46,,,
413,06/03/2025 18:46:15,17.37,,,
414,06/03/2025 18:51:15,17.33,,,
415,06/03/2025 18:56:15,17.33,,,
416,06/03/2025 19:01:15,17.11,,,
417,06/03/2025 19:06:15,16.77,,,
418,06/03/2025 19:11:15,16.39,,,
419,06/03/2025 19:16:15,16.13,,,
420,06/03/2025 19:21:15,15.87,,,
421,06/03/2025 19:26:15,15.74,,,
422,06/03/2025 19:31:15,15.57,,,
423,06/03/2025 19:36:15,15.48,,,
424,06/03/2025 19:41:15,15.44,,,
425,06/03/2025 19:46:15,15.36,,,
426,06/03/2025 19:51:15,15.36,,,
427,06/03/2025 19:56:15,15.23,,,
428,06/03/2025 20:01:15,15.14,,,
429,06/03/2025 20:06:15,15.01,,,
430,06/03/2025 20:11:15,14.88,,,
431,06/03/2025 20:16:15,14.84,,,
432,06/03/2025 20:21:15,14.84,,,
433,06/03/2025 20:26:15,14.75,,,
434,06/03/2025 20:31:15,14.75,,,
435,06/03/2025 20:36:15,14.67,,,
436,06/03/2025 20:41:15,14.67,,,
437,06/03/2025 20:46:15,14.58,,,
438,06/03/2025 20:51:15,14.58,,,
439,06/03/2025 20:56:15,14.50,,,
440,06/03/2025 21:01:15,14.45,,,
441,06/03/2025 21:06:15,14.41,,,
442,06/03/2025 21:11:15,14.50,,,
443,06/03/2025 21:16:15,14.50,,,
444,06/03/2025 21:21:15,14.58,,,
445,06/03/2025 21:26:15,14.54,,,
446,06/03/2025 21:31:15,14.58,,,
447,06/03/2025 21:36:15,14.50,,,
448,06/03/2025 21:41:15,14.50,,,
449,06/03/2025 21:46:15,14.50,,,
450,06/03/2025 21:51:15,14.54,,,
451,06/03/2025 21:56:15,14.50,,,
452,06/03/2025 22:01:15,14.50,,,
453,06/03/2025 22:06:15,14.45,,,
454,06/03/2025 22:11:15,14.45,,,
455,06/03/2025 22:16:15,14.45,,,
456,06/03/2025 22:21:15,14.45,,,
457,06/03/2025 22:26:15,14.45,,,
458,06/03/2025 22:31:15,14.41,,,
459,06/03/2025 22:36:15,14.37,,,
460,06/03/2025 22:41:15,14.24,,,
461,06/03/2025 22:46:15,14.20,,,
462,06/03/2025 22:51:15,14.11,,,
463,06/03/2025 22:56:15,14.11,,,
464,06/03/2025 23:01:15,14.07,,,
465,06/03/2025 23:06:15,14.03,,,
466,06/03/2025 23:11:15,14.03,,,
467,06/03/2025 23:16:15,13.98,,,
468,06/03/2025 23:21:15,13.98,,,
469,06/03/2025 23:26:15,13.85,,,
470,06/03/2025 23:31:15,13.77,,,
471,06/03/2025 23:36:15,13.73,,,
472,06/03/2025 23:41:15,13.60,,,
473,06/03/2025 23:46:15,13.64,,,
474,06/03/2025 23:51:15,13.68,,,
475,06/03/2025 23:56:15,13.64,,,
476,06/04/2025 00:01:15,13.60,,,
477,06/04/2025 00:06:15,13.51,,,
478,06/04/2025 00:11:15,13.47,,,
479,06/04/2025 00:16:15,13.47,,,
480,06/04/2025 00:21:15,13.47,,,
481,06/04/2025 00:26:15,13.38,,,
482,06/04/2025 00:31:15,13.38,,,
483,06/04/2025 00:36:15,13.34,,,
484,06/04/2025 00:41:15,13.30,,,
485,06/04/2025 00:46:15,13.34,,,
486,06/04/2025 00:51:15,13.30,,,
487,06/04/2025 00:56:15,13.25,,,
488,06/04/2025 01:01:15,13.25,,,
489,06/04/2025 01:06:15,13.21,,,
490,06/04/2025 01:11:15,13.25,,,
491,06/04/2025 01:16:15,13.12,,,
492,06/04/2025 01:21:15,12.95,,,
493,06/04/2025 01:26:15,13.00,,,
494,06/04/2025 01:31:15,12.95,,,
495,06/04/2025 01:36:15,13.04,,,
496,06/04/2025 01:41:15,13.00,,,
497,06/04/2025 01:46:15,13.00,,,
498,06/04/2025 01:51:15,12.95,,,
499,06/04/2025 01:56:15,12.91,,,
500,06/04/2025 02:01:15,12.87,,,
501,06/04/2025 02:06:15,12.87,,,
502,06/04/2025 02:11:15,12.82,,,
503,06/04/2025 02:16:15,12.82,,,
504,06/04/2025 02:21:15,12.82,,,
505,06/04/2025 02:26:15,12.78,,,
506,06/04/2025 02:31:15,12.74,,,
507,06/04/2025 02:36:15,12.65,,,
508,06/04/2025 02:41:15,12.70,,,
509,06/04/2025 02:46:15,12.70,,,
510,06/04/2025 02:51:15,12.65,,,
511,06/04/2025 02:56:15,12.57,,,
512,06/04/2025 03:01:15,12.61,,,
513,06/04/2025 03:06:15,12.57,,,
514,06/04/2025 03:11:15,12.48,,,
515,06/04/2025 03:16:15,12.61,,,
516,06/04/2025 03:21:15,12.52,,,
517,06/04/2025 03:26:15,12.48,,,
518,06/04/2025 03:31:15,12.57,,,
519,06/04/2025 03:36:15,12.52,,,
520,06/04/2025 03:41:15,12.61,,,
521,06/04/2025 03:46:15,12.57,,,
522,06/04/2025 03:51:15,12.57,,,
523,06/04/2025 03:56:15,12.65,,,
524,06/04/2025 04:01:15,12.65,,,
525,06/04/2025 04:06:15,12.61,,,
526,06/04/2025 04:11:15,12.61,,,
527,06/04/2025 04:16:15,12.57,,,
528,06/04/2025 04:21:15,12.61,,,
529,06/04/2025 04:26:15,12.57,,,
530,06/04/2025 04:31:15,12.48,,,
531,06/04/2025 04:36:15,12.48,,,
532,06/04/2025 04:41:15,12.44,,,
533,06/04/2025 04:46:15,12.35,,,
534,06/04/2025 04:51:15,12.40,,,
535,06/04/2025 04:56:15,12.44,,,
536,06/04/2025 05:01:15,12.52,,,
537,06/04/2025 05:06:15,12.44,,,
538,06/04/2025 05:11:15,12.48,,,
539,06/04/2025 05:16:15,12.52,,,
540,06/04/2025 05:21:15,12.44,,,
541,06/04/2025 05:26:15,12.57,,,
542,06/04/2025 05:31:15,12.52,,,
543,06/04/2025 05:36:15,12.44,,,
544,06/04/2025 05:41:15,12.57,,,
545,06/04/2025 05:46:15,12.70,,,
546,06/04/2025 05:51:15,12.82,,,
547,06/04/2025 05:56:15,12.78,,,
548,06/04/2025 06:01:15,12.95,,,
549,06/04/2025 06:06:15,12.95,,,
550,06/04/2025 06:11:15,12.95,,,
551,06/04/2025 06:16:15,13.04,,,
552,06/04/2025 06:21:15,13.12,,,
553,06/04/2025 06:26:15,13.17,,,
554,06/04/2025 06:31:15,13.43,,,
555,06/04/2025 06:36:15,13.64,,,
556,06/04/2025 06:41:15,13.77,,,
557,06/04/2025 06:46:15,13.85,,,
558,06/04/2025 06:51:15,14.07,,,
559,06/04/2025 06:56:15,14.20,,,
560,06/04/2025 07:01:15,14.41,,,
561,06/04/2025 07:06:15,14.54,,,
562,06/04/2025 07:11:15,14.75,,,
563,06/04/2025 07:16:15,14.84,,,
564,06/04/2025 07:21:15,14.97,,,
565,06/04/2025 07:26:15,15.18,,,
566,06/04/2025 07:31:15,15.48,,,
567,06/04/2025 07:36:15,15.74,,,
568,06/04/2025 07:41:15,15.96,,,
569,06/04/2025 07:46:15,16.17,,,
570,06/04/2025 07:51:15,16.34,,,
571,06/04/2025 07:56:15,16.34,,,
572,06/04/2025 08:01:15,16.77,,,
573,06/04/2025 08:06:15,16.69,,,
574,06/04/2025 08:11:15,17.03,,,
575,06/04/2025 08:16:15,17.33,,,
576,06/04/2025 08:21:15,17.59,,,
577,06/04/2025 08:26:15,17.59,,,
578,06/04/2025 08:31:15,17.29,,,
579,06/04/2025 08:36:15,17.50,,,
580,06/04/2025 08:41:15,17.63,,,
581,06/04/2025 08:46:15,18.02,,,
582,06/04/2025 08:51:15,18.36,,,
583,06/04/2025 08:56:15,18.79,,,
584,06/04/2025 09:01:15,19.17,,,
585,06/04/2025 09:06:15,19.47,,,
586,06/04/2025 09:11:15,20.03,,,
587,06/04/2025 09:16:15,20.42,,,
588,06/04/2025 09:21:15,21.40,,,
589,06/04/2025 09:26:15,21.53,,,
590,06/04/2025 09:31:15,22.22,,,
591,06/04/2025 09:36:15,24.32,,,
592,06/04/2025 09:41:15,25.52,,,
593,06/04/2025 09:46:15,25.09,,,
594,06/04/2025 09:51:15,25.44,,,
595,06/04/2025 09:56:15,25.52,,,
596,06/04/2025 10:01:15,25.91,,,
597,06/04/2025 10:06:15,26.04,,,
598,06/04/2025 10:11:15,26.25,,,
599,06/04/2025 10:16:15,26.42,,,
600,06/04/2025 10:21:15,26.64,,,
601,06/04/2025 10:26:15,26.68,,,
602,06/04/2025 10:31:15,26.85,,,
603,06/04/2025 10:36:15,26.90,,,
604,06/04/2025 10:41:15,27.58,,,
605,06/04/2025 10:46:15,28.35,,,
606,06/04/2025 10:51:15,29.00,,,
607,06/04/2025 10:56:15,31.23,,,
608,06/04/2025 11:01:15,29.81,,,
609,06/04/2025 11:06:15,29.98,,,
610,06/04/2025 11:11:15,30.89,,,
611,06/04/2025 11:16:15,30.97,,,
612,06/04/2025 11:21:15,31.70,,,
613,06/04/2025 11:26:15,31.74,,,
614,06/04/2025 11:31:15,34.70,,,
615,06/04/2025 11:36:15,37.23,,,
616,06/04/2025 11:41:15,40.84,,,
617,06/04/2025 11:46:15,41.48,,,
618,06/04/2025 11:51:15,40.62,,,
619,06/04/2025 11:56:15,38.56,,,
620,06/04/2025 12:01:15,39.08,,,
621,06/04/2025 12:06:15,40.28,,,
622,06/04/2025 12:11:15,39.98,,,
623,06/04/2025 12:16:15,40.19,,,
624,06/04/2025 12:21:15,40.11,,,
625,06/04/2025 12:26:15,40.80,,,
626,06/04/2025 12:31:15,39.42,,,
627,06/04/2025 12:36:15,38.26,,,
628,06/04/2025 12:41:15,36.12,,,
629,06/04/2025 12:46:15,39.55,,,
630,06/04/2025 12:51:15,41.40,,,
631,06/04/2025 12:56:15,41.31,,,
632,06/04/2025 13:01:15,42.21,,,
633,06/04/2025 13:06:15,40.84,,,
