"species_name","year","Group","lambda","wk","mu","ll","ul"
"atlantic herring",2022,"1",1,27,75.5102848268484,64.9033688440254,86.1172008096715
"atlantic herring",2022,"1",1,28,63.1958665259824,52.7550734693382,73.6366595826266
"atlantic herring",2022,"1",0.904236006091863,30,63.8033282618854,57.1716607048944,70.4349958188763
"atlantic herring",2022,"2",0.0957639939081365,30,71.7046611744703,69.6769345722779,73.7323877766628
"atlantic herring",2023,"1",1,22,55.8948234653196,50.733764967037,61.0558819636022
"atlantic herring",2023,"1",1,24,51.9292385676149,47.8690848162345,55.9893923189954
"atlantic herring",2023,"1",1,25,58.0622330286642,48.9517994495199,67.1726666078085
"atlantic herring",2023,"1",1,27,57.3748591301104,43.1308444564663,71.6188738037546
"atlantic herring",2023,"1",1,31,63.4378538931464,54.8201566437443,72.0555511425485
"atlantic herring",2023,"1",1,33,71.1903594109438,43.6785717275078,98.7021470943799
"atlantic silverside",2014,"1",1,25,109.562991852949,82.2959621450597,136.830021560838
"atlantic silverside",2014,"1",0.604630756616044,30,52.6536720951191,46.8113286377183,58.4960155525199
"atlantic silverside",2014,"2",0.395369243383956,30,100.409565971456,79.7292508526956,121.089881090215
"atlantic silverside",2014,"1",1,31,57.1121338970413,45.185772539188,69.0384952548945
"atlantic silverside",2014,"1",1,32,62.8621825530486,51.3101924192124,74.4141726868849
"atlantic silverside",2014,"1",1,33,60.0808625717868,29.8834827695507,90.2782423740228
"atlantic silverside",2014,"1",1,34,62.917954518737,31.8015110648124,94.0343979726616
"atlantic silverside",2014,"1",0.384988715740206,35,58.5850135579507,51.6647876349489,65.5052394809525
"atlantic silverside",2014,"2",0.615011284259794,35,78.6956681209962,53.5585769912652,103.832759250727
"atlantic silverside",2015,"1",0.255383068217995,24,91.2805272410449,74.3247632578831,108.236291224207
"atlantic silverside",2015,"2",0.744616931782005,24,109.507978009731,95.7268447608176,123.289111258644
"atlantic silverside",2015,"1",0.364168681575771,25,96.2937411434551,85.7314704738572,106.856011813053
"atlantic silverside",2015,"2",0.635831318424229,25,111.433280460385,94.2959600542197,128.57060086655
"atlantic silverside",2015,"1",1,27,109.051560295187,84.9624400479526,133.140680542421
"atlantic silverside",2015,"1",0.398453587744506,28,50.1133814665486,47.7958644065853,52.4308985265119
"atlantic silverside",2015,"2",0.601546412255494,28,33.6704324994698,12.6244406490261,54.7164243499136
"atlantic silverside",2015,"1",1,29,110.811096850132,94.6597471583544,126.96244654191
"atlantic silverside",2015,"1",0.377032211876183,30,51.4346234175988,43.3089708829537,59.5602759522439
"atlantic silverside",2015,"2",0.622967788123817,30,108.498542017917,83.6658140706504,133.331269965183
"atlantic silverside",2015,"1",1,31,63.0669587917549,48.1073383452851,78.0265792382248
"atlantic silverside",2015,"1",0.674977062298599,32,59.8145222213939,43.6018551968259,76.0271892459618
"atlantic silverside",2015,"2",0.325022937701401,32,111.073912998075,93.8304180899673,128.317407906182
"atlantic silverside",2015,"1",0.720288737961276,33,69.0882740166165,46.2820598468376,91.8944881863954
"atlantic silverside",2015,"2",0.279711262038724,33,121.934645971515,105.204694016901,138.664597926128
"atlantic silverside",2015,"1",0.26616467641762,34,63.2756898737205,51.3996322240037,75.1517475234374
"atlantic silverside",2015,"2",0.73383532358238,34,44.0756395756905,-21.2481713691763,109.399450520557
"atlantic silverside",2015,"1",0.482944844109416,35,52.3527276465299,42.6013073278291,62.1041479652306
"atlantic silverside",2015,"2",0.517055155890584,35,98.6674953945755,63.9091362406734,133.425854548478
"atlantic silverside",2015,"1",0.445345661991707,36,72.2263984871282,50.8831710706939,93.5696259035626
"atlantic silverside",2015,"2",0.554654338008293,36,54.8544347358465,3.98447781692145,105.724391654772
"atlantic silverside",2015,"1",0.319885639588808,37,68.6228547295525,55.7270498708735,81.5186595882316
"atlantic silverside",2015,"2",0.680114360411192,37,94.6513956314448,70.7455449012729,118.557246361617
"atlantic silverside",2015,"1",1,38,69.6914120741735,36.5690298762944,102.813794272053
"atlantic silverside",2015,"1",0.454866082230864,39,70.3450794661401,46.5947631369285,94.0953957953517
"atlantic silverside",2015,"2",0.545133917769136,39,106.800796292567,78.299290309957,135.302302275178
"atlantic silverside",2016,"1",0.449992358026505,24,87.7623853785836,70.5823785418203,104.942392215347
"atlantic silverside",2016,"2",0.550007641973495,24,114.988417772321,93.2545424434557,136.722293101186
"atlantic silverside",2016,"1",1,25,112.976359640155,89.7350761544157,136.217643125895
"atlantic silverside",2016,"1",1,26,108.912711312342,81.7189337435387,136.106488881145
"atlantic silverside",2016,"1",0.151467184151533,29,47.5243446000485,27.3624586278192,67.6862305722778
"atlantic silverside",2016,"2",0.848532815848468,29,106.48803246984,80.9395365774802,132.0365283622
"atlantic silverside",2016,"1",0.601668843686601,30,39.643163017024,23.9392356052684,55.3470904287796
"atlantic silverside",2016,"2",0.398331156313399,30,86.4894065469108,35.7364089238414,137.24240416998
"atlantic silverside",2016,"1",0.500545527750257,31,63.801073998293,37.088815288872,90.5133327077141
"atlantic silverside",2016,"2",0.499454472249743,31,118.258348531266,102.486073363443,134.03062369909
"atlantic silverside",2016,"1",0.51321458224772,32,57.1915771813978,26.7656309077675,87.617523455028
"atlantic silverside",2016,"2",0.48678541775228,32,113.58868765649,89.1030827949104,138.07429251807
"atlantic silverside",2016,"1",0.15695953607719,33,45.7917313447024,40.2766883292057,51.3067743601992
"atlantic silverside",2016,"2",0.84304046392281,33,59.587221891279,48.0241267897638,71.1503169927943
"atlantic silverside",2016,"1",0.681960941656801,35,73.4778709890194,42.3389324574243,104.616809520614
"atlantic silverside",2016,"2",0.318039058343199,35,123.889787090266,101.619033195751,146.160540984781
"atlantic silverside",2016,"1",0.80304090494645,36,78.975799601979,49.1587608924311,108.792838311527
"atlantic silverside",2016,"2",0.19695909505355,36,119.878588058882,103.467332347828,136.289843769937
"atlantic silverside",2017,"1",1,25,92.8511305876002,69.5973879239208,116.10487325128
"atlantic silverside",2017,"1",1,26,110.428622957065,96.2084160065915,124.648829907538
"atlantic silverside",2017,"1",0.1666666666464,28,27.7999999999273,26.3033370452889,29.2966629545658
"atlantic silverside",2017,"2",0.833333333353599,28,111.43999999798,86.4787179664874,136.401282029474
"atlantic silverside",2017,"1",1,29,95.2457031150879,57.3619999640215,133.129406266154
"atlantic silverside",2017,"1",1,31,53.8174722621357,34.3963878538537,73.2385566704176
"atlantic silverside",2017,"1",0.381345433237327,32,33.4386110125223,24.9894658391011,41.8877561859435
"atlantic silverside",2017,"2",0.618654566762673,32,59.2889148188671,43.3473808966038,75.2304487411305
"atlantic silverside",2017,"1",0.319999989593872,34,36.999999712545,24.1937514302462,49.8062479948437
"atlantic silverside",2017,"2",0.680000010406128,34,117.823528310185,93.1731642897169,142.473892330653
"atlantic silverside",2017,"1",0.76746099304784,37,77.330959376286,53.3407307246311,101.321188027941
"atlantic silverside",2017,"2",0.23253900695216,37,127.191656558032,109.612447044581,144.770866071483
"atlantic silverside",2018,"1",1,24,116.129283660715,97.6374282116612,134.62113910977
"atlantic silverside",2018,"1",1,26,106.669726286063,86.5078811324069,126.831571439719
"atlantic silverside",2018,"1",1,28,115.187705500041,95.4549565435128,134.92045445657
"atlantic silverside",2018,"1",0.500178287140044,30,52.8058886027942,42.841499534742,62.7702776708464
"atlantic silverside",2018,"2",0.499821712859956,30,103.187130564771,14.8489737965968,191.525287332945
"atlantic silverside",2018,"1",0.163779222626734,32,55.1356366573544,50.5281435515381,59.7431297631708
"atlantic silverside",2018,"2",0.696988376331759,32,66.7918530637716,45.6340929538727,87.9496131736705
"atlantic silverside",2018,"3",0.139232401041507,32,121.454931074754,111.643744661155,131.266117488353
"atlantic silverside",2018,"1",0.960471475537379,34,71.4499277624986,49.9833669086509,92.9164886163463
"atlantic silverside",2018,"2",0.0395285244626211,34,114.374345771903,104.779692565282,123.968998978525
"atlantic silverside",2018,"1",1,36,63.5066397157052,33.1741625402809,93.8391168911294
"atlantic silverside",2019,"1",1,24,110.089040526113,91.5378101586109,128.640270893616
"atlantic silverside",2019,"1",1,27,107.093234678634,89.688549191011,124.497920166257
"atlantic silverside",2020,"1",0.25933914279458,26,43.0664060415428,7.3129807390901,78.8198313439956
"atlantic silverside",2020,"2",0.74066085720542,26,102.805132470014,81.0704184303183,124.53984650971
"atlantic silverside",2020,"1",1,28,107.975312333993,82.5299199355628,133.420704732424
"atlantic silverside",2020,"1",0.843141815154265,30,44.9113391324108,20.2883587987742,69.5343194660474
"atlantic silverside",2020,"2",0.130672545326599,30,95.0869313237583,80.4661139990754,109.707748648441
"atlantic silverside",2020,"3",0.026185639519136,30,120.504568239433,117.504582151602,123.504554327263
"atlantic silverside",2020,"1",0.716664536045494,32,64.4787002234413,39.110986379556,89.8464140673265
"atlantic silverside",2020,"2",0.283335463954506,32,116.547274976735,95.8348800510707,137.2596699024
"atlantic silverside",2020,"1",1,34,78.9803458898948,33.6141908445438,124.346500935246
"atlantic silverside",2020,"1",0.945452991128166,36,78.2681999424131,48.9933527901776,107.543047094649
"atlantic silverside",2020,"2",0.0545470088718339,36,124.970720800821,113.441689529286,136.499752072355
"atlantic silverside",2021,"1",0.240813092310029,23,109.68563292401,108.74074176379,110.630524084229
"atlantic silverside",2021,"2",0.759186907689971,23,98.7837736291814,69.9390744352629,127.6284728231
"atlantic silverside",2021,"1",0.164613003876379,24,88.583052550647,84.4085110533667,92.7575940479272
"atlantic silverside",2021,"2",0.835386996123621,24,101.260855903367,77.6074955360492,124.914216270686
"atlantic silverside",2021,"1",1,26,109.57391697117,78.579433451389,140.568400490952
"atlantic silverside",2021,"1",0.423808917636387,27,114.618840178486,104.560850750196,124.676829606775
"atlantic silverside",2021,"2",0.576191082363613,27,72.8560790298384,7.58459563873745,138.127562420939
"atlantic silverside",2021,"1",1,28,89.9737538264973,60.5889892798077,119.358518373187
"atlantic silverside",2021,"1",1,29,58.3721240649135,43.0613268021805,73.6829213276466
"atlantic silverside",2021,"1",0.078920956936279,30,120.498915401429,119.465356722952,121.532474079906
"atlantic silverside",2021,"2",0.921079043063721,30,110.864653463845,93.631897982775,128.097408944916
"atlantic silverside",2021,"1",0.69806320681844,31,63.2735908239953,43.4165225884905,83.1306590595001
"atlantic silverside",2021,"2",0.30193679318156,31,110.631268846226,78.9205783747746,142.341959317677
"atlantic silverside",2021,"1",0.480744943640665,32,117.739689301076,103.607969438588,131.871409163564
"atlantic silverside",2021,"2",0.519255056359335,32,70.0952895968598,4.73740270586761,135.453176487852
"atlantic silverside",2021,"1",0.58828803885374,33,78.4127662395313,59.9944059081238,96.8311265709388
"atlantic silverside",2021,"2",0.41171196114626,33,93.8518092040946,47.907890613656,139.795727794533
"atlantic silverside",2021,"1",0.499132632367419,34,36.1758478027813,20.5305965010753,51.8210991044874
"atlantic silverside",2021,"2",0.500867367632581,34,111.69314681281,74.5678367449803,148.818456880639
"atlantic silverside",2022,"1",0.334354633962282,24,106.303099215474,105.38390445342,107.222293977528
"atlantic silverside",2022,"2",0.665645366037718,24,114.110427466806,102.648265450475,125.572589483138
"atlantic silverside",2022,"1",1,26,108.576076705276,85.9038802958303,131.248273114722
"atlantic silverside",2022,"1",1,27,112.743187842358,90.1438286814713,135.342547003245
"atlantic silverside",2022,"1",0.272789634635813,28,103.071630258796,97.2324240261833,108.910836491409
"atlantic silverside",2022,"2",0.727210365364187,28,114.317893107306,99.2923909265317,129.34339528808
"atlantic silverside",2022,"1",1,30,51.3818466378798,33.7725895846554,68.9911036911041
"atlantic silverside",2022,"1",0.263936088686973,31,52.3444177774043,48.0421769737929,56.6466585810156
"atlantic silverside",2022,"2",0.736063911313027,31,66.8752254495578,47.3105078945099,86.4399430046058
"atlantic silverside",2022,"1",0.714695165075223,32,69.1462001108279,45.5545140289836,92.7378861926722
"atlantic silverside",2022,"2",0.285304834924777,32,121.963064295241,101.328614055454,142.597514535028
"atlantic silverside",2022,"1",1,33,88.2347054253341,59.5657663069182,116.90364454375
"atlantic silverside",2022,"1",0.132248119346841,34,58.0546899039544,55.3345442233777,60.7748355845312
"atlantic silverside",2022,"2",0.867751880653159,34,87.4547888122043,51.3531818873947,123.556395737014
"atlantic silverside",2022,"1",1,35,102.932382221125,82.5749605920331,123.289803850217
"atlantic silverside",2022,"1",0.0415639747099721,36,73.6966858998453,72.5851974673773,74.8081743323134
"atlantic silverside",2022,"2",0.958436025290028,36,92.7673390561396,47.9786066358961,137.556071476383
"atlantic silverside",2022,"1",1,37,107.942974939129,74.2441008088692,141.641849069388
"atlantic silverside",2022,"1",1,39,97.2422922497982,70.4407910723969,124.043793427199
"atlantic silverside",2023,"1",1,22,120.877802658891,96.9459326347568,144.809672683025
"atlantic silverside",2023,"1",1,24,117.272116901742,93.4690225317388,141.075211271746
"atlantic silverside",2023,"1",0.722981830119799,25,87.7203636470621,60.7124225654168,114.728304728708
"atlantic silverside",2023,"2",0.277018169880202,25,109.000352871017,70.9849318834399,147.015773858594
"atlantic silverside",2023,"1",0.656649590111596,27,58.3504574134025,54.5188939038892,62.1820209229157
"atlantic silverside",2023,"2",0.343350409888404,27,79.5564368367493,53.5595697371369,105.553303936362
"atlantic silverside",2023,"1",1,28,70.0530149338853,41.0353285607615,99.0707013070092
"atlantic silverside",2023,"1",0.363783012546443,29,36.5303710612927,20.8830027012071,52.1777394213783
"atlantic silverside",2023,"2",0.636216987453557,29,77.6986678968522,28.9267166937869,126.470619099917
"atlantic silverside",2023,"1",1,30,56.0348728982011,46.3912221372081,65.678523659194
"atlantic silverside",2023,"1",1,31,57.1906144700716,43.1946581807418,71.1865707594014
"atlantic silverside",2023,"1",0.130903353161402,32,57.4577864779509,53.1382400909019,61.7773328649998
"atlantic silverside",2023,"2",0.869096646838598,32,69.559250339724,35.1827153131505,103.935785366298
"atlantic silverside",2023,"1",1,33,59.3504732855745,29.7403363549039,88.9606102162451
"atlantic silverside",2023,"1",1,34,69.4441937182576,27.033922488476,111.854464948039
"atlantic silverside",2023,"1",1,35,82.0697404770928,52.1135067376918,112.025974216494
"mummichog",2014,"1",1,25,55.8771404107458,31.8211451270143,79.9331356944772
"mummichog",2014,"1",1,27,56.1305232546108,36.3981069310012,75.8629395782204
"mummichog",2014,"1",0.199359009754426,30,33.1980070991701,31.699071544672,34.6969426536683
"mummichog",2014,"2",0.680679522754721,30,37.6437018742573,35.5793573283496,39.708046420165
"mummichog",2014,"3",0.119961467490852,30,42.6668772677339,41.7242147701591,43.6095397653087
"mummichog",2014,"1",1,31,36.7799859284139,25.9093176614016,47.6506541954262
"mummichog",2015,"1",1,24,55.553406271417,37.4325995464493,73.6742129963848
"mummichog",2015,"1",1,30,56.0270902692973,47.7207043264922,64.3334762121024
"mummichog",2015,"1",0.925927013612708,31,34.0000236643995,25.8807976723887,42.1192496564102
"mummichog",2015,"2",0.0740729863872921,31,55.0000125539429,53.0000125541005,57.0000125537853
"mummichog",2015,"1",0.49999372417664,32,39.1539031128046,32.4578557839381,45.849950441671
"mummichog",2015,"2",0.50000627582336,32,63.615020628109,54.4133309151887,72.8167103410293
"mummichog",2015,"1",0.847612329671099,33,41.483957601006,30.8016261031154,52.1662890988967
"mummichog",2015,"2",0.152387670328901,33,68.7834760049602,60.2058908817639,77.3610611281566
"mummichog",2015,"1",0.553584820162903,34,32.475390762948,6.73534132752692,58.215440198369
"mummichog",2015,"2",0.446415179837097,34,75.7077806486673,61.1855063502409,90.2300549470937
"mummichog",2015,"1",1,35,35.3095068422116,23.5198098206605,47.0992038637626
"mummichog",2015,"1",0.823717188395441,37,43.4873690781165,32.2916718720564,54.6830662841766
"mummichog",2015,"2",0.176282811604559,37,55.8496924631557,39.5562169951847,72.1431679311266
"mummichog",2015,"1",0.402911336257373,39,40.7843162229374,34.8348075609428,46.733824884932
"mummichog",2015,"2",0.597088663742627,39,52.2721742911671,35.4617793730765,69.0825692092578
"mummichog",2016,"1",1,24,52.9002687151328,40.8467924396933,64.9537449905722
"mummichog",2016,"1",0.592298631368862,25,50.0796974995313,44.4767427479582,55.6826522511043
"mummichog",2016,"2",0.407701368631138,25,59.5931493689925,54.364987394041,64.821311343944
"mummichog",2016,"1",1,28,54.8715884808134,36.2462240097306,73.4969529518961
"mummichog",2016,"1",0.638431053809087,30,34.8620481344855,27.1853950706148,42.5387011983562
"mummichog",2016,"2",0.361568946190913,30,66.9941151298495,50.9441568735728,83.0440733861262
"mummichog",2016,"1",0.573758680325678,32,34.899092820079,25.4770055178838,44.3211801222742
"mummichog",2016,"2",0.426241319674322,32,69.9554812926515,50.6491298692915,89.2618327160114
"mummichog",2016,"1",1,33,38.8121858858768,24.720292697448,52.9040790743056
"mummichog",2016,"1",0.637351064579342,35,44.105302363006,38.3493011968967,49.8613035291154
"mummichog",2016,"2",0.362648935420658,35,73.375196506713,56.0214406987733,90.7289523146527
"mummichog",2016,"1",0.702539041811864,36,48.5295835520358,33.0313621554964,64.0278049485752
"mummichog",2016,"2",0.297460958188136,36,82.375438163237,70.9698677695561,93.781008556918
"mummichog",2017,"1",0.285298639579767,26,36.9990616936918,34.5491040344171,39.4490193529666
"mummichog",2017,"2",0.714701360420233,26,53.0910107791099,44.4149792767924,61.7670422814275
"mummichog",2017,"1",0.554833205354409,30,29.9428271724913,28.7497573762093,31.1358969687732
"mummichog",2017,"2",0.445166794645591,30,33.7215335391878,29.2150552489663,38.2280118294093
"mummichog",2017,"1",0.712708721524535,32,36.1853572367286,29.8548505080976,42.5158639653595
"mummichog",2017,"2",0.287291278475465,32,43.7123680232435,31.8572502693527,55.5674857771344
"mummichog",2017,"1",1,37,44.9190517795074,30.9649579467328,58.873145612282
"mummichog",2018,"1",1,24,53.0170535953061,42.2202286651968,63.8138785254153
"mummichog",2018,"1",1,32,41.1864128508364,30.8178301363326,51.5549955653402
