"date","site_name","bay_location","week","month","year","green.crab","tomcod","winter.flounder","sandlance","mummichog","atlantic.silverside","atlantic.herring","do_mg.l","salinity_ppt","temp_degc","TideHT.m","numeric.tide","shannon","simpson","substrate","weather","set_time"
2014-07-17,"Mackworth Island - Beach","Mid",29,7,2014,58,0,1,0,0,0,10,9.7,32.32,18.1,3.021,0.935046597006495,0.956703815519892,0.577536,"sand/shell","sunny",2014-07-17 14:50:00
2014-07-17,"Mussel Cove","Mid",29,7,2014,0,0,0,0,0,2,29,9.4,33.3,19.4,3.235,0.995481502400452,0.453350961713525,0.220385674931129,"mud","sunny",2014-07-17 15:42:00
2014-07-17,"Skitterygusset","Inner",29,7,2014,3,0,0,0,0,0,0,9,3.36,25.2,2.44766666666667,0.77313376635602,0.34128189610835,0.179033849783764,"mud","sunny",2014-07-17 13:50:00
2014-07-22,"Audubon","Inner",30,7,2014,0,0,0,0,31,26,0,8.5,7.25,22.9,1.97266666666667,0.708261863922241,1.18189319957689,0.634754045825989,"sand/mud","sunny",2014-07-22 10:40:00
2014-07-22,"Great Diamond Island","Outer",30,7,2014,3,0,0,0,0,0,0,9,31.06,16.1,2.63333333333333,0.991566609491138,0,0,"sand/gravel","sunny",2014-07-22 08:50:00
2014-07-22,"Mackworth Island - North","Mid",30,7,2014,4,0,1,0,0,0,135,9.6,33.48,16,2.525,0.945111492281304,0.520457957644461,0.249503022434987,"sand/mud/gravel","sunny",2014-07-22 09:24:00
2014-07-22,"Presumpscot Moorings","Inner",30,7,2014,1,0,0,0,0,2,0,7.8,0.36,24.6,2.22466666666667,0.816323613493425,0.628052563300838,0.309135802469136,"mud/gravel","sunny",2014-07-22 10:10:00
2014-07-22,"SMCC","Outer",30,7,2014,1,0,6,0,0,6,0,8.4,28.64,17.4,2.6445,0.997934910174235,1.22277931619347,0.6796875,"sand/gravel","sunny",2014-07-22 08:15:00
2014-07-22,"The Brothers - North","Mid",30,7,2014,0,0,0,0,0,9,0,9.9,33.42,18,1.56533333333333,0.533590623213265,0.474139313057837,0.297520661157025,"gravel/shell","sunny",2014-07-22 11:20:00
2014-08-01,"Alewife Cove","Outer",31,8,2014,2,0,6,923,0,0,0,9.5,33.65,15.5,0.170833333333333,0.00287992429619663,0.0626132496398608,0.019172852695758,"sand/gravel","partly cloudy",2014-08-01 09:30:00
2014-08-01,"Back Cove","Mid",31,8,2014,29,0,3,0,12,0,1,7.5,31.2,18.3,1.54,0.53104512148091,1.21111233681413,0.63801652892562,"mud/gravel","sunny",2014-08-01 12:30:00
2014-08-01,"Cushing Island","Outer",31,8,2014,21,0,0,0,0,0,0,10.7,33.33,18.4,0.328,0.063632857693791,0.791932795243018,0.430439952437574,"sand/mud","sunny",2014-08-01 10:20:00
2014-08-01,"Mackworth Island - Beach","Mid",31,8,2014,53,0,7,0,0,3,0,8.3,16.5,23.1,0.598,0.167759352101813,0.606653718865078,0.2998046875,"sand/shell","mostly cloudy",2014-08-01 11:00:00
2014-08-01,"Mussel Cove","Mid",31,8,2014,8,0,0,0,0,0,0,9.1,33.62,22.1,2.0275,0.719051291939838,0,0,"mud","sunny",2014-08-01 13:15:00
2014-08-01,"Skitterygusset","Inner",31,8,2014,5,0,4,0,198,93,0,7.3,2.61,25.3,1.02683333333333,0.333140506491837,0.854462200385868,0.49131555772475,"mud","sunny",2014-08-01 11:43:00
2014-08-07,"Audubon","Inner",32,8,2014,3,0,0,0,0,429,0,7.6,11.95,21.3,2.45983333333333,0.855460106729142,0.0983837755689243,0.0317523777459808,"sand/mud","mostly cloudy",2014-08-07 09:55:00
2014-08-07,"Great Diamond Island","Outer",32,8,2014,0,0,0,0,0,0,3186,9.2,32.07,18.3,1.474,0.470519328387349,0,0,"sand/gravel","sunny",2014-08-07 11:30:00
2014-08-07,"Mackworth Island - North","Mid",32,8,2014,15,0,2,0,1,3,3,9.1,30.96,20.1,2.14,0.730573994533385,1.3863881669823,0.692520775623269,"sand/mud/gravel","mostly cloudy",2014-08-07 10:30:00
2014-08-07,"Presumpscot Moorings","Inner",32,8,2014,0,0,0,0,0,0,0,7.4,0.49,23.4,2.599,0.909800859039438,0,0,"mud/gravel","mostly cloudy",2014-08-07 09:35:00
2014-08-07,"SMCC","Outer",32,8,2014,4,1,6,5,0,0,0,8.9,29.07,19.2,0.8495,0.226669269816478,1.25115598336363,0.6953125,"sand/gravel","rain",2014-08-07 12:27:00
2014-08-07,"The Brothers - North","Mid",32,8,2014,4,0,0,0,0,118,0,9.2,31.07,20.8,1.87783333333333,0.628205128205128,0.298331113321063,0.121315192743764,"gravel/shell","mostly cloudy",2014-08-07 10:55:00
2014-08-12,"Alewife Cove","Outer",33,8,2014,0,0,1,382,0,0,0,7.8,32.7,15.5,0.07,0.1437773769647,0.0361876763176443,0.0103759765625,"sand/gravel","foggy",2014-08-12 08:15:00
2014-08-12,"Back Cove","Mid",33,8,2014,1,0,0,0,1,213,1,7.6,31.43,16.8,2.69616666666667,0.820450055827536,0.0884486331651485,0.0275205761316871,"mud/gravel","foggy",2014-08-12 11:05:00
2014-08-12,"Cushing Island","Outer",33,8,2014,11,0,3,0,0,2,0,8.2,31.77,16.6,0.771666666666667,0.324572704629391,1.13629076369746,0.60387811634349,"sand/mud","foggy",2014-08-12 09:05:00
2014-08-12,"Mackworth Island - Beach","Mid",33,8,2014,58,0,4,2,0,20,23,7.7,25.61,18.4,1.197,0.434166451945375,0.527273151449241,0.223626104171361,"sand/shell","foggy",2014-08-12 09:30:00
2014-08-12,"Mussel Cove","Mid",33,8,2014,0,0,0,0,0,21,0,8.2,33.24,18.8,3.0935,0.922829167740273,0,0,"mud","foggy",2014-08-12 11:45:00
2014-08-12,"Skitterygusset","Inner",33,8,2014,11,0,0,0,1,68,1,6.8,14.7,20.9,2.04533333333333,0.652752726960405,0.585946418572091,0.293872694824509,"mud","foggy",2014-08-12 10:20:00
2014-08-21,"Audubon","Inner",34,8,2014,4,0,0,0,0,52,0,7.9,5.8,20.6,NA,NA,0.257318640543832,0.13265306122449,"sand/mud","mostly cloudy",NA
2014-08-21,"Great Diamond Island","Outer",34,8,2014,2,0,0,0,0,0,0,8.9,31.54,17.4,NA,NA,0.636514168294813,0.444444444444444,"sand/gravel","mostly cloudy",NA
2014-08-21,"Mackworth Island - North","Mid",34,8,2014,5,0,0,0,1,18,0,8.7,32.63,17.6,NA,NA,0.571112857926828,0.293848397967909,"sand/mud/gravel","sunny",NA
2014-08-21,"Presumpscot Moorings","Inner",34,8,2014,0,0,0,0,0,0,0,8.5,0.15,21.8,NA,NA,0.636514168294813,0.444444444444444,"mud/gravel","sunny",NA
2014-08-21,"SMCC","Outer",34,8,2014,6,0,0,239,0,15,0,8.3,27.56,17.4,NA,NA,0.328965866617326,0.151153846153846,"sand/gravel","mostly cloudy",NA
2014-08-21,"The Brothers - North","Mid",34,8,2014,0,0,0,0,0,1105,0,9.7,32.55,18.6,NA,NA,0.0132165453753779,0.00360684124757538,"gravel/shell","mostly cloudy",NA
2014-08-28,"Alewife Cove","Outer",35,8,2014,0,0,0,3,0,2,0,8.7,33.44,16.1,NA,NA,0.673011667009257,0.48,"sand/gravel","sunny",NA
2014-08-28,"Back Cove","Mid",35,8,2014,0,0,0,0,0,52,0,8.2,33.01,19.5,NA,NA,0,0,"mud/gravel","partly cloudy",NA
2014-08-28,"Cushing Island","Outer",35,8,2014,26,0,1,1,0,1,0,8.6,30.53,17.6,NA,NA,1.22114121097275,0.637877211238293,"sand/mud","sunny",NA
2014-08-28,"Mackworth Island - Beach","Mid",35,8,2014,13,0,5,0,0,26,0,9.1,19.22,21.4,NA,NA,1.00439490759856,0.569876543209877,"sand/shell","sunny",NA
2014-08-28,"Mussel Cove","Mid",35,8,2014,2,0,0,0,0,26,0,8.2,33.01,21.6,NA,NA,0.257318640543832,0.13265306122449,"mud","partly cloudy",NA
2014-08-28,"Skitterygusset","Inner",35,8,2014,26,0,1,0,0,26,0,8.2,8.2,23.3,NA,NA,0.773668895115951,0.518333926664293,"mud","partly cloudy",NA
2015-06-12,"Audubon","Inner",24,6,2015,0,2,0,0,0,0,0,11.4,39.5,13.3,2.921625,0.995333975963409,0,0,"sand/mud","mostly cloudy",2015-06-12 08:05:00
2015-06-12,"Cushing Island","Outer",24,6,2015,10,5,0,0,0,0,0,10.7,33.77,13.7,1.08,0.375714766229398,1.13555069716037,0.626038781163435,"sand/mud","mostly cloudy",2015-06-12 11:30:00
2015-06-12,"Great Diamond Island","Outer",24,6,2015,0,4,0,0,0,0,0,10.5,33.44,12.5,2.234,0.763874873864783,0,0,"sand/gravel","partly cloudy",2015-06-12 10:00:00
2015-06-12,"Mackworth Island - Beach","Mid",24,6,2015,20,0,0,0,0,9,0,9.2,33.22,13.4,2.84133333333333,0.968157865231528,0.619376289741447,0.428061831153389,"sand/shell","mostly cloudy",2015-06-12 08:40:00
2015-06-12,"Presumpscot Moorings","Inner",24,6,2015,0,2,0,0,10,57,0,14,3.66,19.1,2.8535,0.976437165775401,0.607551419797506,0.315510204081633,"mud/gravel","mostly cloudy",2015-06-12 07:21:00
2015-06-12,"SMCC","Outer",24,6,2015,7,1,1,0,1,0,0,10.8,33.76,12.2,1.75166666666667,0.601636954815562,0.940447988655326,0.48,"sand/gravel","sunny",2015-06-12 10:40:00
2015-06-12,"The Brothers - North","Mid",24,6,2015,0,0,0,0,0,0,0,10.4,33.76,12.9,2.591,0.883955600403633,0,0,"gravel/shell","mostly cloudy",2015-06-12 09:20:00
2015-06-17,"Back Cove","Mid",25,6,2015,0,1,0,0,0,0,0,11.4,33.2,14.8,2.69066666666667,0.955217574989438,0,0,"mud/gravel","sunny",2015-06-17 11:40:00
2015-06-17,"Mackworth Island - North","Mid",25,6,2015,4,2,1,0,0,0,0,11.8,33.65,15.2,2.819,0.991323210412147,1.2130075659799,0.65625,"sand/mud/gravel","sunny",2015-06-17 13:00:00
2015-06-17,"Mussel Cove","Mid",25,6,2015,0,0,0,0,0,172,0,12,34.46,19,2.69133333333333,0.945167510243432,0.0627602166108864,0.0227242700488837,"mud","sunny",2015-06-17 13:35:00
2015-06-17,"Skitterygusset","Inner",25,6,2015,2,0,0,0,1,0,0,9.9,28.29,15.2,2.81733333333333,0.994027146584408,0.636514168294813,0.444444444444444,"mud","sunny",2015-06-17 12:20:00
2015-06-30,"Audubon","Inner",27,6,2015,1,0,0,0,6,4,0,9.1,8.24,18.2,2.68883333333333,0.978062044246694,1.20630291220509,0.567263640149938,"sand/mud","sunny",2015-06-30 09:55:00
2015-06-30,"Great Diamond Island","Outer",27,6,2015,0,0,0,3,0,0,11,9.3,30.7,17.5,2.744,0.994486018117369,0.893888536244996,0.519031141868512,"sand/gravel","sunny",2015-06-30 10:50:00
2015-06-30,"Mackworth Island - Beach","Mid",27,6,2015,32,1,0,0,0,2,0,9,28.24,16.2,2.2565,0.817760474601409,0.464356625936356,0.205246913580247,"sand/shell","sunny",2015-06-30 08:45:00
2015-06-30,"Presumpscot Moorings","Inner",27,6,2015,0,0,0,0,0,0,0,10.6,0.47,18.5,2.511,0.912124582869856,0.376770161256437,0.21875,"mud/gravel","sunny",2015-06-30 09:20:00
2015-06-30,"SMCC","Outer",27,6,2015,5,0,1,13,0,0,0,10.8,30.26,16.3,2.64166666666667,0.954181436260995,1.00748312485245,0.54875283446712,"sand/gravel","sunny",2015-06-30 11:25:00
2015-06-30,"The Brothers - North","Mid",27,6,2015,0,0,0,0,0,2,1,9.5,30.5,16.5,1.982,0.715980719317761,1.03972077083992,0.625,"gravel/shell","sunny",2015-06-30 08:15:00
2015-07-09,"Cushing Island","Outer",28,7,2015,14,0,1,0,0,0,0,11.2,33.76,13.3,0.032,0.0354933246499512,0.244930026794635,0.124444444444444,"sand/mud","mostly cloudy",2015-07-09 11:00:00
2015-07-09,"Mackworth Island - North","Mid",28,7,2015,4,0,0,0,2,4,6,9.6,33,16.8,1.343,0.462390100944318,1.32088834314932,0.71875,"sand/mud/gravel","mostly cloudy",2015-07-09 08:50:00
2015-07-09,"Skitterygusset","Inner",28,7,2015,4,0,0,0,0,6,0,7,30.48,16.4,2.40083333333333,0.806849017692391,0.673011667009257,0.48,"mud","sunny",2015-07-09 07:25:00
2015-07-14,"Audubon","Inner",29,7,2015,4,0,0,0,1,2,0,8.7,18.99,18.6,2.88233333333333,0.981150793650794,1.27302833658963,0.691358024691358,"sand/mud","mostly cloudy",2015-07-14 11:05:00
2015-07-14,"Great Diamond Island","Outer",29,7,2015,0,0,0,1,0,0,0,9.7,33.41,16,2.69366666666667,0.910962301587302,0,0,"sand/gravel","sunny",2015-07-14 11:50:00
2015-07-14,"Mackworth Island - Beach","Mid",29,7,2015,15,0,1,0,0,1,0,9.3,31.79,17,2.80266666666667,0.958416945373467,0.443757284260148,0.214532871972318,"sand/shell","sunny",2015-07-14 09:52:00
2015-07-14,"Mussel Cove","Mid",29,7,2015,2,0,4,0,0,20,0,8.5,33.3,18.4,2.35333333333333,0.808138238573021,0.94484317886523,0.461734693877551,"mud","foggy",2015-07-14 08:50:00
2015-07-14,"Presumpscot Moorings","Inner",29,7,2015,1,0,0,0,0,4,0,8.2,1.46,24.6,2.922,0.998327759197325,0.867563228481461,0.5,"mud/gravel","mostly cloudy",2015-07-14 10:30:00
2015-07-21,"Alewife Cove","Outer",30,7,2015,0,0,3,1,0,0,1,11.5,33.65,15.5,0.715,0.137018295056442,0.113666900739257,0.0380733739807099,"sand/gravel","foggy",2015-07-21 11:03:00
2015-07-21,"Back Cove","Mid",30,7,2015,0,0,0,0,0,43,0,10.1,32.04,17.1,2.787,0.943557804593227,0,0,"mud/gravel","foggy",2015-07-21 14:45:00
2015-07-21,"Cushing Island","Outer",30,7,2015,3,10,0,4,0,0,0,10.1,32.62,14.8,0.415666666666667,0.0205008433891268,1.42972443210611,0.714876033057851,"sand/mud","foggy",2015-07-21 10:05:00
2015-07-21,"Mackworth Island - North","Mid",30,7,2015,3,0,0,0,0,1,124,11.7,33.06,17.9,2.218,0.722070844686648,0.360957540199953,0.142013811539318,"sand/mud/gravel","foggy",2015-07-21 13:30:00
2015-07-21,"Mussel Cove","Mid",30,7,2015,8,0,8,0,226,10,0,9.9,33.26,19.5,1.65266666666667,0.502011158686908,0.609446431821277,0.26182277318641,"mud","foggy",2015-07-21 12:35:00
2015-07-21,"Skitterygusset","Inner",30,7,2015,3,0,0,0,1,64,0,9.3,18.28,22.1,2.53266666666667,0.844556896328013,0.399004467749026,0.161632653061225,"mud","foggy",2015-07-21 14:05:00
2015-07-21,"SMCC","Outer",30,7,2015,4,0,0,0,0,0,25,11.2,31.67,17,1.253,0.346438302841573,0.614523739088228,0.328824141519251,"sand/gravel","foggy",2015-07-21 12:00:00
2015-07-29,"Audubon","Inner",31,7,2015,6,0,0,0,45,117,0,9.7,17.8,23,2.00966666666667,0.710755624918715,0.723816841151055,0.441964285714286,"sand/mud","sunny",2015-07-29 12:17:00
2015-07-29,"Great Diamond Island","Outer",31,7,2015,8,0,3,0,0,0,0,9.8,33.31,17.2,1.494,0.509559110417479,0.585952618303551,0.396694214876033,"sand/gravel","sunny",2015-07-29 13:00:00
2015-07-29,"Mackworth Island - Beach","Mid",31,7,2015,96,0,16,0,4,0,0,9.2,31.17,19.3,2.597,0.939914163090129,0.545969299888879,0.294887039239001,"sand/shell","sunny",2015-07-29 11:00:00
2015-07-29,"Presumpscot Moorings","Inner",31,7,2015,1,0,0,0,0,16,0,8.4,2.75,23.9,2.34,0.839641045649629,0.708346577706171,0.345,"mud/gravel","partly cloudy",2015-07-29 11:42:00
2015-07-29,"SMCC","Outer",31,7,2015,13,0,26,65,0,0,0,10.4,33.32,17,1.141,0.371829886851346,1.06283872039111,0.57801652892562,"sand/gravel","sunny",2015-07-29 13:30:00
2015-07-29,"The Brothers - North","Mid",31,7,2015,0,0,1,0,0,0,0,9.3,32.17,19.1,2.686,0.974639094810769,0,0,"gravel/shell","sunny",2015-07-29 10:36:00
2015-08-05,"Alewife Cove","Outer",32,8,2015,0,1,0,11,0,0,0,9.5,34.23,15.3,0.239333333333333,0.140015229392728,0.286835983056161,0.152777777777778,"sand/gravel","mostly sunny",2015-08-05 11:07:00
2015-08-05,"Cushing Island","Outer",32,8,2015,5,0,0,0,0,0,0,10,32.79,16.6,0.652,0.257852655625357,0.693147180559945,0.5,"sand/mud","mostly sunny",2015-08-05 11:42:00
2015-08-05,"Mackworth Island - North","Mid",32,8,2015,5,0,3,0,1,0,0,9.9,33.8,17.4,2.409,0.759565962307253,0.936888307539016,0.567901234567901,"sand/mud/gravel","partly cloudy",2015-08-05 13:40:00
2015-08-05,"Mussel Cove","Mid",32,8,2015,15,0,5,0,241,15,0,9.4,33.72,19.3,1.5085,0.50242718446602,0.507630008592206,0.231306448225163,"mud","mostly sunny",2015-08-05 12:41:00
2015-08-05,"Skitterygusset","Inner",32,8,2015,5,0,0,0,0,58,0,8.2,24.23,19.7,2.75616666666667,0.85869979059585,0.744472214527987,0.472901234567901,"mud","partly cloudy",2015-08-05 14:07:00
2015-08-13,"Audubon","Inner",33,8,2015,15,0,0,0,981,47,0,8.5,7.8,22.3,1.688,0.557034220532319,0.360720943277,0.150547891681832,"sand/mud","sunny",2015-08-13 14:00:00
2015-08-13,"Great Diamond Island","Outer",33,8,2015,0,0,0,1,0,23,0,10,33.27,16.4,2.811,0.987243090007087,0.431071102348777,0.210059171597633,"sand/gravel","sunny",2015-08-13 10:45:00
2015-08-13,"Mackworth Island - Beach","Mid",33,8,2015,36,0,2,0,8,595,0,8.6,33.44,17.6,2.666,0.928897338403042,0.303555908124058,0.135056135474748,"sand/shell","sunny",2015-08-13 12:08:00
2015-08-13,"Presumpscot Moorings","Inner",33,8,2015,3,0,0,0,62,63,0,9,1.8,23.4,2.2205,0.759505703422053,0.78800169750191,0.5225830078125,"mud/gravel","sunny",2015-08-13 13:13:00
2015-08-13,"SMCC","Outer",33,8,2015,3,0,3,0,0,0,0,8.5,32.52,16.7,2.57116666666667,0.902256083156154,0.693147180559945,0.5,"sand/gravel","sunny",2015-08-13 09:59:00
2015-08-19,"Alewife Cove","Outer",34,8,2015,1,0,3,11,0,0,0,8,34.42,17,0.2095,0.0158942933741862,0.729871209983116,0.417777777777778,"sand/gravel","foggy",2015-08-19 08:21:00
2015-08-19,"Back Cove","Mid",34,8,2015,0,0,2,0,2,1,0,8.1,32.32,19.5,1.92133333333333,0.663518448558116,1.32966134885476,0.722222222222222,"mud/gravel","sunny",2015-08-19 12:32:00
2015-08-19,"Cushing Island","Outer",34,8,2015,3,1,1,0,0,0,0,10.1,32.72,18.2,0.173933333333333,0.00333780570813541,0.950270539233235,0.56,"sand/mud","foggy",2015-08-19 09:05:00
2015-08-19,"Mackworth Island - North","Mid",34,8,2015,16,0,10,0,0,1,0,9.3,32.21,20.8,0.897333333333333,0.276665407379423,1.22818913340601,0.65916955017301,"sand/mud/gravel","sunny",2015-08-19 11:02:00
2015-08-19,"Mussel Cove","Mid",34,8,2015,0,0,0,0,12,16,0,8.9,14.7,23.2,0.422833333333333,0.0974058682785543,0.682908104700472,0.489795918367347,"mud","sunny",2015-08-19 10:07:00
2015-08-19,"Skitterygusset","Inner",34,8,2015,2,0,0,0,384,40,0,8.5,8.72,24.4,1.355,0.44956554590102,0.340851992468045,0.178624170689237,"mud","sunny",2015-08-19 11:43:00
2015-08-25,"Audubon","Inner",35,8,2015,17,0,2,0,640,288,0,7.2,28.22,20.5,2.0735,0.752690687880206,0.727038753978097,0.452766541453985,"sand/mud","rain",2015-08-25 09:45:00
2015-08-25,"Great Diamond Island","Outer",35,8,2015,7,0,2,0,1,0,0,0,33.37,19.1,0.865333333333333,0.18733426922477,1.03356205420682,0.545454545454545,"sand/gravel","rain",2015-08-25 11:55:00
2015-08-25,"Mackworth Island - Beach","Mid",35,8,2015,41,0,1,1,15,92,0,7.8,22.7,21.2,1.638,0.548900327562003,0.951423581830113,0.539022222222222,"sand/shell","rain",2015-08-25 10:30:00
2015-08-25,"Presumpscot Moorings","Inner",35,8,2015,2,0,0,0,40,0,0,7.7,2.23,24,2.253,0.836686944314459,0.191444081957717,0.090702947845805,"mud/gravel","rain",2015-08-25 09:20:00
2015-08-25,"SMCC","Outer",35,8,2015,3,0,0,0,0,0,0,8.1,32.7,18.8,2.4385,0.923490875058493,0,0,"sand/gravel","rain",2015-08-25 08:45:00
2015-08-25,"The Brothers - North","Mid",35,8,2015,2,0,0,0,7,0,0,8.8,33.8,20.2,1.275,0.379036031820309,0.529706199057654,0.345679012345679,"gravel/shell","rain",2015-08-25 11:05:00
2015-09-01,"Alewife Cove","Outer",36,9,2015,0,0,0,0,0,0,0,8.5,34.46,16.5,NA,NA,0,0,"sand/gravel","sunny",NA
2015-09-01,"Cushing Island","Outer",36,9,2015,2,0,0,0,0,15,0,9.7,34.09,17.7,NA,NA,0.556646903582107,0.290123456790123,"sand/mud","sunny",NA
2015-09-01,"Mackworth Island - North","Mid",36,9,2015,22,0,8,0,4,0,0,9.1,34.33,18.1,NA,NA,0.978672525723665,0.538775510204082,"sand/mud/gravel","sunny",NA
2015-09-01,"Mussel Cove","Mid",36,9,2015,1,0,0,0,0,1174,0,9.8,34.48,19.9,NA,NA,0.00686689172246277,0.00170067904028981,"mud","sunny",NA
2015-09-01,"Skitterygusset","Inner",36,9,2015,1,0,0,0,0,210,0,8.8,27.89,19.9,NA,NA,0.0300923446103394,0.00943375036499638,"mud","sunny",NA
2015-09-10,"Audubon","Inner",37,9,2015,1,0,0,0,3,445,0,8,32.42,18.5,2.50333333333333,0.895590403431175,0.0559340404594453,0.0176884043233911,"sand/mud","mostly cloudy",2015-09-10 11:20:00
