"species_name","length_mm","date","week","year","period","Group"
"Herring",57,16248,26,2014,"Cooler than CRP","1"
"Herring",57,16248,26,2014,"Cooler than CRP","1"
"Herring",58,16248,26,2014,"Cooler than CRP","1"
"Herring",58,16248,26,2014,"Cooler than CRP","1"
"Herring",60,16248,26,2014,"Cooler than CRP","1"
"Herring",61,16248,26,2014,"Cooler than CRP","1"
"Herring",61,16248,26,2014,"Cooler than CRP","1"
"Herring",47,16252,27,2014,"Cooler than CRP","1"
"Herring",51,16252,27,2014,"Cooler than CRP","1"
"Herring",55,16252,27,2014,"Cooler than CRP","1"
"Herring",50,16259,28,2014,"Cooler than CRP","1"
"Herring",50,16259,28,2014,"Cooler than CRP","1"
"Herring",51,16259,28,2014,"Cooler than CRP","1"
"Herring",51,16259,28,2014,"Cooler than CRP","1"
"Herring",51,16259,28,2014,"Cooler than CRP","1"
"Herring",51,16259,28,2014,"Cooler than CRP","1"
"Herring",51,16259,28,2014,"Cooler than CRP","1"
"Herring",51,16259,28,2014,"Cooler than CRP","1"
"Herring",51,16259,28,2014,"Cooler than CRP","1"
"Herring",51,16259,28,2014,"Cooler than CRP","1"
"Herring",51,16259,28,2014,"Cooler than CRP","1"
"Herring",51,16259,28,2014,"Cooler than CRP","1"
"Herring",52,16259,28,2014,"Cooler than CRP","1"
"Herring",52,16259,28,2014,"Cooler than CRP","1"
"Herring",52,16259,28,2014,"Cooler than CRP","1"
"Herring",52,16259,28,2014,"Cooler than CRP","1"
"Herring",52,16259,28,2014,"Cooler than CRP","1"
"Herring",53,16259,28,2014,"Cooler than CRP","1"
"Herring",53,16259,28,2014,"Cooler than CRP","1"
"Herring",53,16259,28,2014,"Cooler than CRP","1"
"Herring",53,16259,28,2014,"Cooler than CRP","1"
"Herring",51,16268,29,2014,"Cooler than CRP","1"
"Herring",52,16268,29,2014,"Cooler than CRP","1"
"Herring",52,16268,29,2014,"Cooler than CRP","1"
"Herring",53,16268,29,2014,"Cooler than CRP","1"
"Herring",53,16268,29,2014,"Cooler than CRP","1"
"Herring",53,16268,29,2014,"Cooler than CRP","1"
"Herring",53,16268,29,2014,"Cooler than CRP","1"
"Herring",54,16268,29,2014,"Cooler than CRP","1"
"Herring",54,16268,29,2014,"Cooler than CRP","1"
"Herring",54,16268,29,2014,"Cooler than CRP","1"
"Herring",54,16268,29,2014,"Cooler than CRP","1"
"Herring",54,16268,29,2014,"Cooler than CRP","1"
"Herring",54,16268,29,2014,"Cooler than CRP","1"
"Herring",55,16268,29,2014,"Cooler than CRP","1"
"Herring",55,16268,29,2014,"Cooler than CRP","1"
"Herring",56,16268,29,2014,"Cooler than CRP","1"
"Herring",56,16268,29,2014,"Cooler than CRP","1"
"Herring",56,16268,29,2014,"Cooler than CRP","1"
"Herring",56,16268,29,2014,"Cooler than CRP","1"
"Herring",57,16268,29,2014,"Cooler than CRP","1"
"Herring",57,16268,29,2014,"Cooler than CRP","1"
"Herring",58,16268,29,2014,"Cooler than CRP","1"
"Herring",58,16268,29,2014,"Cooler than CRP","1"
"Herring",59,16268,29,2014,"Cooler than CRP","1"
"Herring",59,16268,29,2014,"Cooler than CRP","1"
"Herring",60,16268,29,2014,"Cooler than CRP","1"
"Herring",60,16268,29,2014,"Cooler than CRP","1"
"Herring",60,16268,29,2014,"Cooler than CRP","1"
"Herring",61,16268,29,2014,"Cooler than CRP","1"
"Herring",61,16268,29,2014,"Cooler than CRP","1"
"Herring",61,16268,29,2014,"Cooler than CRP","1"
"Herring",61,16268,29,2014,"Cooler than CRP","1"
"Herring",62,16268,29,2014,"Cooler than CRP","1"
"Herring",62,16268,29,2014,"Cooler than CRP","1"
"Herring",62,16268,29,2014,"Cooler than CRP","1"
"Herring",63,16268,29,2014,"Cooler than CRP","1"
"Herring",63,16268,29,2014,"Cooler than CRP","1"
"Herring",69,16268,29,2014,"Cooler than CRP","1"
"Herring",54,16273,30,2014,"Cooler than CRP","1"
"Herring",55,16273,30,2014,"Cooler than CRP","1"
"Herring",56,16273,30,2014,"Cooler than CRP","1"
"Herring",56,16273,30,2014,"Cooler than CRP","1"
"Herring",57,16273,30,2014,"Cooler than CRP","1"
"Herring",58,16273,30,2014,"Cooler than CRP","1"
"Herring",58,16273,30,2014,"Cooler than CRP","1"
"Herring",58,16273,30,2014,"Cooler than CRP","1"
"Herring",59,16273,30,2014,"Cooler than CRP","1"
"Herring",61,16273,30,2014,"Cooler than CRP","1"
"Herring",61,16273,30,2014,"Cooler than CRP","1"
"Herring",62,16273,30,2014,"Cooler than CRP","1"
"Herring",62,16273,30,2014,"Cooler than CRP","1"
"Herring",62,16273,30,2014,"Cooler than CRP","1"
"Herring",62,16273,30,2014,"Cooler than CRP","1"
"Herring",62,16273,30,2014,"Cooler than CRP","1"
"Herring",63,16273,30,2014,"Cooler than CRP","1"
"Herring",64,16273,30,2014,"Cooler than CRP","1"
"Herring",64,16273,30,2014,"Cooler than CRP","1"
"Herring",65,16273,30,2014,"Cooler than CRP","1"
"Herring",69,16273,30,2014,"Cooler than CRP","1"
"Herring",66,16289,32,2014,"Cooler than CRP","1"
"Herring",66,16289,32,2014,"Cooler than CRP","1"
"Herring",70,16289,32,2014,"Cooler than CRP","1"
"Herring",72,16289,32,2014,"Cooler than CRP","1"
"Herring",72,16289,32,2014,"Cooler than CRP","1"
"Herring",72,16289,32,2014,"Cooler than CRP","1"
"Herring",72,16289,32,2014,"Cooler than CRP","1"
"Herring",72,16289,32,2014,"Cooler than CRP","1"
"Herring",73,16289,32,2014,"Cooler than CRP","1"
"Herring",74,16289,32,2014,"Cooler than CRP","1"
"Herring",74,16289,32,2014,"Cooler than CRP","1"
"Herring",74,16289,32,2014,"Cooler than CRP","1"
"Herring",74,16289,32,2014,"Cooler than CRP","1"
"Herring",74,16289,32,2014,"Cooler than CRP","1"
"Herring",75,16289,32,2014,"Cooler than CRP","1"
"Herring",75,16289,32,2014,"Cooler than CRP","1"
"Herring",77,16289,32,2014,"Cooler than CRP","1"
"Herring",77,16289,32,2014,"Cooler than CRP","1"
"Herring",77,16289,32,2014,"Cooler than CRP","1"
"Herring",63,16294,33,2014,"Cooler than CRP","1"
"Herring",63,16294,33,2014,"Cooler than CRP","1"
"Herring",64,16294,33,2014,"Cooler than CRP","1"
"Herring",66,16294,33,2014,"Cooler than CRP","1"
"Herring",66,16294,33,2014,"Cooler than CRP","1"
"Herring",66,16294,33,2014,"Cooler than CRP","1"
"Herring",67,16294,33,2014,"Cooler than CRP","1"
"Herring",67,16294,33,2014,"Cooler than CRP","1"
"Herring",68,16294,33,2014,"Cooler than CRP","1"
"Herring",68,16294,33,2014,"Cooler than CRP","1"
"Herring",68,16294,33,2014,"Cooler than CRP","1"
"Herring",69,16294,33,2014,"Cooler than CRP","1"
"Herring",69,16294,33,2014,"Cooler than CRP","1"
"Herring",69,16294,33,2014,"Cooler than CRP","1"
"Herring",69,16294,33,2014,"Cooler than CRP","1"
"Herring",70,16294,33,2014,"Cooler than CRP","1"
"Herring",71,16294,33,2014,"Cooler than CRP","1"
"Herring",71,16294,33,2014,"Cooler than CRP","1"
"Herring",73,16294,33,2014,"Cooler than CRP","1"
"Herring",76,16294,33,2014,"Cooler than CRP","1"
"Herring",49,16616,27,2015,"Cooler than CRP","1"
"Herring",50,16616,27,2015,"Cooler than CRP","1"
"Herring",55,16616,27,2015,"Cooler than CRP","1"
"Herring",55,16616,27,2015,"Cooler than CRP","1"
"Herring",55,16616,27,2015,"Cooler than CRP","1"
"Herring",56,16616,27,2015,"Cooler than CRP","1"
"Herring",56,16616,27,2015,"Cooler than CRP","1"
"Herring",58,16616,27,2015,"Cooler than CRP","1"
"Herring",60,16616,27,2015,"Cooler than CRP","1"
"Herring",63,16616,27,2015,"Cooler than CRP","1"
"Herring",65,16616,27,2015,"Cooler than CRP","1"
"Herring",66,16625,28,2015,"Cooler than CRP","1"
"Herring",68,16625,28,2015,"Cooler than CRP","1"
"Herring",70,16625,28,2015,"Cooler than CRP","1"
"Herring",70,16625,28,2015,"Cooler than CRP","1"
"Herring",62,16637,30,2015,"Cooler than CRP","1"
"Herring",64,16637,30,2015,"Cooler than CRP","1"
"Herring",65,16637,30,2015,"Cooler than CRP","1"
"Herring",66,16637,30,2015,"Cooler than CRP","1"
"Herring",66,16637,30,2015,"Cooler than CRP","1"
"Herring",66,16637,30,2015,"Cooler than CRP","1"
"Herring",66,16637,30,2015,"Cooler than CRP","1"
"Herring",66,16637,30,2015,"Cooler than CRP","1"
"Herring",66,16637,30,2015,"Cooler than CRP","1"
"Herring",66,16637,30,2015,"Cooler than CRP","1"
"Herring",68,16637,30,2015,"Cooler than CRP","1"
"Herring",68,16637,30,2015,"Cooler than CRP","1"
"Herring",69,16637,30,2015,"Cooler than CRP","1"
"Herring",69,16637,30,2015,"Cooler than CRP","1"
"Herring",70,16637,30,2015,"Cooler than CRP","1"
"Herring",70,16637,30,2015,"Cooler than CRP","1"
"Herring",70,16637,30,2015,"Cooler than CRP","1"
"Herring",71,16637,30,2015,"Cooler than CRP","1"
"Herring",71,16637,30,2015,"Cooler than CRP","1"
"Herring",71,16637,30,2015,"Cooler than CRP","1"
"Herring",71,16637,30,2015,"Cooler than CRP","1"
"Herring",72,16637,30,2015,"Cooler than CRP","1"
"Herring",72,16637,30,2015,"Cooler than CRP","1"
"Herring",73,16637,30,2015,"Cooler than CRP","1"
"Herring",73,16637,30,2015,"Cooler than CRP","1"
"Herring",73,16637,30,2015,"Cooler than CRP","1"
"Herring",74,16637,30,2015,"Cooler than CRP","1"
"Herring",74,16637,30,2015,"Cooler than CRP","1"
"Herring",74,16637,30,2015,"Cooler than CRP","1"
"Herring",75,16637,30,2015,"Cooler than CRP","1"
"Herring",75,16637,30,2015,"Cooler than CRP","1"
"Herring",76,16637,30,2015,"Cooler than CRP","1"
"Herring",76,16637,30,2015,"Cooler than CRP","1"
"Herring",76,16637,30,2015,"Cooler than CRP","1"
"Herring",76,16637,30,2015,"Cooler than CRP","1"
"Herring",77,16637,30,2015,"Cooler than CRP","1"
"Herring",78,16637,30,2015,"Cooler than CRP","1"
"Herring",79,16637,30,2015,"Cooler than CRP","1"
"Herring",79,16637,30,2015,"Cooler than CRP","1"
"Herring",80,16637,30,2015,"Cooler than CRP","1"
"Herring",80,16637,30,2015,"Cooler than CRP","1"
"Herring",81,16637,30,2015,"Cooler than CRP","1"
"Herring",81,16637,30,2015,"Cooler than CRP","1"
"Herring",82,16637,30,2015,"Cooler than CRP","1"
"Herring",82,16637,30,2015,"Cooler than CRP","1"
"Herring",84,16637,30,2015,"Cooler than CRP","1"
"Herring",52,16968,24,2016,"Warmer than CRP","1"
"Herring",54,16968,24,2016,"Warmer than CRP","1"
"Herring",56,16968,24,2016,"Warmer than CRP","1"
"Herring",56,16968,24,2016,"Warmer than CRP","1"
"Herring",57,16968,24,2016,"Warmer than CRP","1"
"Herring",57,16968,24,2016,"Warmer than CRP","1"
"Herring",57,16968,24,2016,"Warmer than CRP","1"
"Herring",57,16968,24,2016,"Warmer than CRP","1"
"Herring",57,16968,24,2016,"Warmer than CRP","1"
"Herring",58,16968,24,2016,"Warmer than CRP","1"
"Herring",58,16968,24,2016,"Warmer than CRP","1"
"Herring",59,16968,24,2016,"Warmer than CRP","1"
"Herring",59,16968,24,2016,"Warmer than CRP","1"
"Herring",60,16968,24,2016,"Warmer than CRP","1"
"Herring",61,16968,24,2016,"Warmer than CRP","1"
"Herring",61,16968,24,2016,"Warmer than CRP","1"
"Herring",61,16968,24,2016,"Warmer than CRP","1"
"Herring",62,16968,24,2016,"Warmer than CRP","1"
"Herring",62,16968,24,2016,"Warmer than CRP","1"
"Herring",62,16968,24,2016,"Warmer than CRP","1"
"Herring",62,16968,24,2016,"Warmer than CRP","1"
"Herring",62,16968,24,2016,"Warmer than CRP","1"
"Herring",62,16968,24,2016,"Warmer than CRP","1"
"Herring",62,16968,24,2016,"Warmer than CRP","1"
"Herring",62,16968,24,2016,"Warmer than CRP","1"
"Herring",63,16968,24,2016,"Warmer than CRP","1"
"Herring",64,16968,24,2016,"Warmer than CRP","1"
"Herring",65,16968,24,2016,"Warmer than CRP","1"
"Herring",66,16968,24,2016,"Warmer than CRP","1"
"Herring",66,16968,24,2016,"Warmer than CRP","1"
"Herring",67,16968,24,2016,"Warmer than CRP","1"
"Herring",68,16968,24,2016,"Warmer than CRP","1"
"Herring",68,16968,24,2016,"Warmer than CRP","1"
"Herring",68,16968,24,2016,"Warmer than CRP","1"
"Herring",69,16968,24,2016,"Warmer than CRP","1"
"Herring",69,16968,24,2016,"Warmer than CRP","1"
"Herring",70,16968,24,2016,"Warmer than CRP","1"
"Herring",70,16968,24,2016,"Warmer than CRP","1"
"Herring",71,16968,24,2016,"Warmer than CRP","1"
"Herring",72,16968,24,2016,"Warmer than CRP","1"
"Herring",72,16968,24,2016,"Warmer than CRP","1"
"Herring",72,16968,24,2016,"Warmer than CRP","1"
"Herring",72,16968,24,2016,"Warmer than CRP","1"
"Herring",72,16968,24,2016,"Warmer than CRP","1"
"Herring",73,16968,24,2016,"Warmer than CRP","1"
"Herring",74,16968,24,2016,"Warmer than CRP","1"
"Herring",74,16968,24,2016,"Warmer than CRP","1"
"Herring",75,16968,24,2016,"Warmer than CRP","1"
"Herring",75,16968,24,2016,"Warmer than CRP","1"
"Herring",76,16968,24,2016,"Warmer than CRP","1"
"Herring",77,16968,24,2016,"Warmer than CRP","1"
"Herring",78,16968,24,2016,"Warmer than CRP","1"
"Herring",58,16976,25,2016,"Warmer than CRP","1"
"Herring",59,16976,25,2016,"Warmer than CRP","1"
"Herring",59,16976,25,2016,"Warmer than CRP","1"
"Herring",60,16976,25,2016,"Warmer than CRP","1"
"Herring",60,16976,25,2016,"Warmer than CRP","1"
"Herring",60,16976,25,2016,"Warmer than CRP","1"
"Herring",60,16976,25,2016,"Warmer than CRP","1"
"Herring",60,16976,25,2016,"Warmer than CRP","1"
"Herring",60,16976,25,2016,"Warmer than CRP","1"
"Herring",60,16976,25,2016,"Warmer than CRP","1"
"Herring",60,16976,25,2016,"Warmer than CRP","1"
"Herring",61,16976,25,2016,"Warmer than CRP","1"
"Herring",61,16976,25,2016,"Warmer than CRP","1"
"Herring",61,16976,25,2016,"Warmer than CRP","1"
"Herring",62,16976,25,2016,"Warmer than CRP","1"
"Herring",62,16976,25,2016,"Warmer than CRP","1"
"Herring",62,16976,25,2016,"Warmer than CRP","1"
"Herring",63,16976,25,2016,"Warmer than CRP","1"
"Herring",63,16976,25,2016,"Warmer than CRP","1"
"Herring",64,16976,25,2016,"Warmer than CRP","1"
"Herring",65,16976,25,2016,"Warmer than CRP","1"
"Herring",65,16976,25,2016,"Warmer than CRP","1"
"Herring",66,16976,25,2016,"Warmer than CRP","1"
"Herring",66,16976,25,2016,"Warmer than CRP","1"
"Herring",66,16976,25,2016,"Warmer than CRP","1"
"Herring",68,16976,25,2016,"Warmer than CRP","1"
"Herring",75,16976,25,2016,"Warmer than CRP","1"
"Herring",80,16976,25,2016,"Warmer than CRP","1"
"Herring",62,16982,26,2016,"Warmer than CRP","1"
"Herring",66,16982,26,2016,"Warmer than CRP","1"
"Herring",66,16982,26,2016,"Warmer than CRP","1"
"Herring",66,16982,26,2016,"Warmer than CRP","1"
"Herring",67,16982,26,2016,"Warmer than CRP","1"
"Herring",68,16982,26,2016,"Warmer than CRP","1"
"Herring",69,16982,26,2016,"Warmer than CRP","1"
"Herring",70,16982,26,2016,"Warmer than CRP","1"
"Herring",70,16982,26,2016,"Warmer than CRP","1"
"Herring",71,16982,26,2016,"Warmer than CRP","1"
"Herring",72,16982,26,2016,"Warmer than CRP","1"
"Herring",73,16982,26,2016,"Warmer than CRP","1"
"Herring",73,16982,26,2016,"Warmer than CRP","1"
"Herring",74,16982,26,2016,"Warmer than CRP","1"
"Herring",74,16982,26,2016,"Warmer than CRP","1"
"Herring",75,16982,26,2016,"Warmer than CRP","1"
"Herring",75,16982,26,2016,"Warmer than CRP","1"
"Herring",76,16982,26,2016,"Warmer than CRP","1"
"Herring",77,16982,26,2016,"Warmer than CRP","1"
"Herring",77,16982,26,2016,"Warmer than CRP","1"
"Herring",78,16982,26,2016,"Warmer than CRP","1"
"Herring",81,16982,26,2016,"Warmer than CRP","1"
"Herring",81,16982,26,2016,"Warmer than CRP","1"
"Herring",82,16982,26,2016,"Warmer than CRP","1"
"Herring",55,17339,25,2017,"Cooler than CRP","1"
"Herring",57,17339,25,2017,"Cooler than CRP","1"
"Herring",57,17339,25,2017,"Cooler than CRP","1"
"Herring",57,17339,25,2017,"Cooler than CRP","1"
"Herring",57,17339,25,2017,"Cooler than CRP","1"
"Herring",58,17339,25,2017,"Cooler than CRP","1"
"Herring",58,17339,25,2017,"Cooler than CRP","1"
"Herring",59,17339,25,2017,"Cooler than CRP","1"
"Herring",59,17339,25,2017,"Cooler than CRP","1"
"Herring",60,17339,25,2017,"Cooler than CRP","1"
"Herring",60,17339,25,2017,"Cooler than CRP","1"
"Herring",61,17339,25,2017,"Cooler than CRP","1"
"Herring",62,17339,25,2017,"Cooler than CRP","1"
"Herring",62,17339,25,2017,"Cooler than CRP","1"
"Herring",62,17339,25,2017,"Cooler than CRP","1"
"Herring",63,17339,25,2017,"Cooler than CRP","1"
"Herring",63,17339,25,2017,"Cooler than CRP","1"
"Herring",64,17339,25,2017,"Cooler than CRP","1"
"Herring",64,17339,25,2017,"Cooler than CRP","1"
"Herring",64,17339,25,2017,"Cooler than CRP","1"
"Herring",64,17339,25,2017,"Cooler than CRP","1"
"Herring",64,17339,25,2017,"Cooler than CRP","1"
"Herring",66,17339,25,2017,"Cooler than CRP","1"
"Herring",55,17344,26,2017,"Cooler than CRP","1"
"Herring",55,17344,26,2017,"Cooler than CRP","1"
"Herring",55,17344,26,2017,"Cooler than CRP","1"
"Herring",55,17344,26,2017,"Cooler than CRP","1"
"Herring",56,17344,26,2017,"Cooler than CRP","1"
"Herring",56,17344,26,2017,"Cooler than CRP","1"
"Herring",56,17344,26,2017,"Cooler than CRP","1"
"Herring",56,17344,26,2017,"Cooler than CRP","1"
"Herring",56,17344,26,2017,"Cooler than CRP","1"
"Herring",57,17344,26,2017,"Cooler than CRP","1"
"Herring",57,17344,26,2017,"Cooler than CRP","1"
"Herring",57,17344,26,2017,"Cooler than CRP","1"
"Herring",57,17344,26,2017,"Cooler than CRP","1"
"Herring",57,17344,26,2017,"Cooler than CRP","1"
"Herring",57,17344,26,2017,"Cooler than CRP","1"
"Herring",57,17344,26,2017,"Cooler than CRP","1"
"Herring",58,17344,26,2017,"Cooler than CRP","1"
"Herring",58,17344,26,2017,"Cooler than CRP","1"
"Herring",58,17344,26,2017,"Cooler than CRP","1"
"Herring",59,17344,26,2017,"Cooler than CRP","1"
"Herring",59,17344,26,2017,"Cooler than CRP","1"
"Herring",59,17344,26,2017,"Cooler than CRP","1"
"Herring",60,17344,26,2017,"Cooler than CRP","1"
"Herring",60,17344,26,2017,"Cooler than CRP","1"
"Herring",60,17344,26,2017,"Cooler than CRP","1"
"Herring",60,17344,26,2017,"Cooler than CRP","1"
"Herring",60,17344,26,2017,"Cooler than CRP","1"
"Herring",60,17344,26,2017,"Cooler than CRP","1"
"Herring",60,17344,26,2017,"Cooler than CRP","1"
"Herring",60,17344,26,2017,"Cooler than CRP","1"
"Herring",60,17344,26,2017,"Cooler than CRP","1"
"Herring",61,17344,26,2017,"Cooler than CRP","1"
"Herring",61,17344,26,2017,"Cooler than CRP","1"
"Herring",61,17344,26,2017,"Cooler than CRP","1"
"Herring",61,17344,26,2017,"Cooler than CRP","1"
"Herring",62,17344,26,2017,"Cooler than CRP","1"
"Herring",62,17344,26,2017,"Cooler than CRP","1"
"Herring",62,17344,26,2017,"Cooler than CRP","1"
"Herring",63,17344,26,2017,"Cooler than CRP","1"
"Herring",64,17344,26,2017,"Cooler than CRP","1"
"Herring",64,17344,26,2017,"Cooler than CRP","1"
"Herring",67,17344,26,2017,"Cooler than CRP","1"
"Herring",68,17344,26,2017,"Cooler than CRP","1"
"Herring",54,17353,27,2017,"Cooler than CRP","1"
"Herring",54,17353,27,2017,"Cooler than CRP","1"
"Herring",54,17353,27,2017,"Cooler than CRP","1"
"Herring",54,17353,27,2017,"Cooler than CRP","1"
"Herring",54,17353,27,2017,"Cooler than CRP","1"
"Herring",55,17353,27,2017,"Cooler than CRP","1"
"Herring",55,17353,27,2017,"Cooler than CRP","1"
"Herring",55,17353,27,2017,"Cooler than CRP","1"
"Herring",55,17353,27,2017,"Cooler than CRP","1"
"Herring",56,17353,27,2017,"Cooler than CRP","1"
"Herring",56,17353,27,2017,"Cooler than CRP","1"
"Herring",56,17353,27,2017,"Cooler than CRP","1"
"Herring",56,17353,27,2017,"Cooler than CRP","1"
"Herring",56,17353,27,2017,"Cooler than CRP","1"
"Herring",56,17353,27,2017,"Cooler than CRP","1"
"Herring",56,17353,27,2017,"Cooler than CRP","1"
"Herring",56,17353,27,2017,"Cooler than CRP","1"
"Herring",56,17353,27,2017,"Cooler than CRP","1"
"Herring",57,17353,27,2017,"Cooler than CRP","1"
"Herring",57,17353,27,2017,"Cooler than CRP","1"
"Herring",59,17353,27,2017,"Cooler than CRP","1"
"Herring",59,17353,27,2017,"Cooler than CRP","1"
"Herring",61,17353,27,2017,"Cooler than CRP","1"
"Herring",62,17353,27,2017,"Cooler than CRP","1"
"Herring",63,17353,27,2017,"Cooler than CRP","1"
"Herring",64,17353,27,2017,"Cooler than CRP","1"
"Herring",65,17353,27,2017,"Cooler than CRP","1"
"Herring",65,17353,27,2017,"Cooler than CRP","1"
"Herring",65,17353,27,2017,"Cooler than CRP","1"
"Herring",66,17353,27,2017,"Cooler than CRP","1"
"Herring",66,17353,27,2017,"Cooler than CRP","1"
"Herring",66,17353,27,2017,"Cooler than CRP","1"
"Herring",66,17353,27,2017,"Cooler than CRP","1"
"Herring",66,17353,27,2017,"Cooler than CRP","1"
"Herring",67,17353,27,2017,"Cooler than CRP","1"
"Herring",67,17353,27,2017,"Cooler than CRP","1"
"Herring",68,17353,27,2017,"Cooler than CRP","1"
"Herring",69,17353,27,2017,"Cooler than CRP","1"
"Herring",70,17353,27,2017,"Cooler than CRP","1"
"Herring",70,17353,27,2017,"Cooler than CRP","1"
"Herring",70,17353,27,2017,"Cooler than CRP","1"
"Herring",71,17353,27,2017,"Cooler than CRP","1"
"Herring",71,17353,27,2017,"Cooler than CRP","1"
"Herring",54,17359,28,2017,"Cooler than CRP","1"
"Herring",56,17359,28,2017,"Cooler than CRP","1"
"Herring",59,17359,28,2017,"Cooler than CRP","1"
"Herring",60,17359,28,2017,"Cooler than CRP","1"
"Herring",61,17359,28,2017,"Cooler than CRP","1"
"Herring",61,17359,28,2017,"Cooler than CRP","1"
"Herring",62,17359,28,2017,"Cooler than CRP","1"
"Herring",62,17359,28,2017,"Cooler than CRP","1"
"Herring",63,17359,28,2017,"Cooler than CRP","1"
"Herring",63,17359,28,2017,"Cooler than CRP","1"
"Herring",64,17359,28,2017,"Cooler than CRP","1"
"Herring",64,17359,28,2017,"Cooler than CRP","1"
"Herring",65,17359,28,2017,"Cooler than CRP","1"
"Herring",65,17359,28,2017,"Cooler than CRP","1"
"Herring",65,17359,28,2017,"Cooler than CRP","1"
"Herring",66,17359,28,2017,"Cooler than CRP","1"
"Herring",67,17359,28,2017,"Cooler than CRP","1"
"Herring",67,17359,28,2017,"Cooler than CRP","1"
"Herring",67,17359,28,2017,"Cooler than CRP","1"
"Herring",68,17359,28,2017,"Cooler than CRP","1"
"Herring",68,17359,28,2017,"Cooler than CRP","1"
"Herring",68,17359,28,2017,"Cooler than CRP","1"
"Herring",70,17359,28,2017,"Cooler than CRP","1"
"Herring",74,17359,28,2017,"Cooler than CRP","1"
"Herring",75,17359,28,2017,"Cooler than CRP","1"
"Herring",75,17359,28,2017,"Cooler than CRP","1"
"Herring",58,17365,29,2017,"Cooler than CRP","1"
"Herring",64,17365,29,2017,"Cooler than CRP","1"
"Herring",58,17380,31,2017,"Cooler than CRP","1"
"Herring",59,17380,31,2017,"Cooler than CRP","1"
"Herring",59,17380,31,2017,"Cooler than CRP","1"
"Herring",60,17380,31,2017,"Cooler than CRP","1"
"Herring",61,17380,31,2017,"Cooler than CRP","1"
"Herring",62,17380,31,2017,"Cooler than CRP","1"
"Herring",64,17380,31,2017,"Cooler than CRP","1"
"Herring",64,17380,31,2017,"Cooler than CRP","1"
"Herring",65,17380,31,2017,"Cooler than CRP","1"
"Herring",65,17380,31,2017,"Cooler than CRP","1"
"Herring",65,17380,31,2017,"Cooler than CRP","1"
"Herring",66,17380,31,2017,"Cooler than CRP","1"
"Herring",67,17380,31,2017,"Cooler than CRP","1"
"Herring",68,17380,31,2017,"Cooler than CRP","1"
"Herring",74,17380,31,2017,"Cooler than CRP","1"
"Herring",77,17380,31,2017,"Cooler than CRP","1"
"Herring",72,17424,37,2017,"Cooler than CRP","1"
