loc_id,date,site_name,site_id,bay_location,species_name,catch
2014_005_06,7/8/2014,Mackworth Island - North,06,Mid,atlantic silverside,1
2014_005_06,7/8/2014,Mackworth Island - North,06,Mid,atlantic tomcod,4
2014_005_01,7/8/2014,Presumpscot Moorings,01,Inner,alewife,11
2014_005_01,7/8/2014,Presumpscot Moorings,01,Inner,mummichog,1
2014_005_01,7/8/2014,Presumpscot Moorings,01,Inner,american shad,1
2014_005_10,7/8/2014,SMCC,10,Outer,green crab,6
2014_005_10,7/8/2014,SMCC,10,Outer,winter flounder,4
2014_005_03,7/8/2014,Audubon,03,Inner,alewife,60
2014_005_03,7/8/2014,Audubon,03,Inner,green crab,6
2014_005_03,7/8/2014,Audubon,03,Inner,atlantic silverside,1
2014_006_12,7/17/2014,Alewife Cove,12,Outer,alewife,44
2014_006_12,7/17/2014,Alewife Cove,12,Outer,green crab,1
2014_006_12,7/17/2014,Alewife Cove,12,Outer,sandlance,114
2014_006_12,7/17/2014,Alewife Cove,12,Outer,shorthorn sculpin,1
2014_006_12,7/17/2014,Alewife Cove,12,Outer,winter flounder,2
2014_006_11,7/17/2014,Cushing Island,11,Outer,green crab,33
2014_006_11,7/17/2014,Cushing Island,11,Outer,atlantic tomcod,2
2014_006_11,7/17/2014,Cushing Island,11,Outer,winter flounder,1
2014_006_08,7/17/2014,Back Cove,08,Mid,alewife,55
2014_006_08,7/17/2014,Back Cove,08,Mid,atlantic herring,5
2014_006_08,7/17/2014,Back Cove,08,Mid,green crab,1
2014_006_08,7/17/2014,Back Cove,08,Mid,winter flounder,1
2014_006_02,7/17/2014,Skitterygusset,02,Inner,alewife,929
2014_006_02,7/17/2014,Skitterygusset,02,Inner,green crab,3
2014_006_02,7/17/2014,Skitterygusset,02,Inner,atlantic menhaden,98
2014_006_02,7/17/2014,Skitterygusset,02,Inner,shiner spp,1
2014_006_07,7/17/2014,Mackworth Island - Beach,07,Mid,alewife,56
2014_006_07,7/17/2014,Mackworth Island - Beach,07,Mid,atlantic herring,10
2014_006_07,7/17/2014,Mackworth Island - Beach,07,Mid,green crab,58
2014_006_07,7/17/2014,Mackworth Island - Beach,07,Mid,winter flounder,1
2014_006_04,7/17/2014,Mussel Cove,04,Mid,alewife,2
2014_006_04,7/17/2014,Mussel Cove,04,Mid,atlantic herring,29
2014_006_04,7/17/2014,Mussel Cove,04,Mid,atlantic silverside,2
2014_007_10,7/22/2014,SMCC,10,Outer,alewife,3
2014_007_10,7/22/2014,SMCC,10,Outer,green crab,1
2014_007_10,7/22/2014,SMCC,10,Outer,atlantic silverside,6
2014_007_10,7/22/2014,SMCC,10,Outer,winter flounder,6
2014_007_09,7/22/2014,Great Diamond Island,09,Outer,green crab,3
2014_007_06,7/22/2014,Mackworth Island - North,06,Mid,alewife,16
2014_007_06,7/22/2014,Mackworth Island - North,06,Mid,atlantic herring,135
2014_007_06,7/22/2014,Mackworth Island - North,06,Mid,green crab,4
2014_007_06,7/22/2014,Mackworth Island - North,06,Mid,shorthorn sculpin,1
2014_007_06,7/22/2014,Mackworth Island - North,06,Mid,winter flounder,1
2014_007_01,7/22/2014,Presumpscot Moorings,01,Inner,alewife,37
2014_007_01,7/22/2014,Presumpscot Moorings,01,Inner,green crab,1
2014_007_01,7/22/2014,Presumpscot Moorings,01,Inner,atlantic silverside,2
2014_007_01,7/22/2014,Presumpscot Moorings,01,Inner,smallmouth bass,5
2014_007_03,7/22/2014,Audubon,03,Inner,alewife,85
2014_007_03,7/22/2014,Audubon,03,Inner,bluefish,16
2014_007_03,7/22/2014,Audubon,03,Inner,mummichog,31
2014_007_03,7/22/2014,Audubon,03,Inner,atlantic silverside,26
2014_007_05,7/22/2014,The Brothers - North,05,Mid,alewife,2
2014_007_05,7/22/2014,The Brothers - North,05,Mid,atlantic silverside,9
2014_008_12,8/1/2014,Alewife Cove,12,Outer,green crab,2
2014_008_12,8/1/2014,Alewife Cove,12,Outer,rock gunnel,1
2014_008_12,8/1/2014,Alewife Cove,12,Outer,sandlance,923
2014_008_12,8/1/2014,Alewife Cove,12,Outer,winter flounder,6
2014_008_11,8/1/2014,Cushing Island,11,Outer,green crab,21
2014_008_11,8/1/2014,Cushing Island,11,Outer,ninespine stickleback,1
2014_008_11,8/1/2014,Cushing Island,11,Outer,red hake,1
2014_008_11,8/1/2014,Cushing Island,11,Outer,sculpin spp,6
2014_008_07,8/1/2014,Mackworth Island - Beach,07,Mid,green crab,53
2014_008_07,8/1/2014,Mackworth Island - Beach,07,Mid,ninespine stickleback,1
2014_008_07,8/1/2014,Mackworth Island - Beach,07,Mid,atlantic silverside,3
2014_008_07,8/1/2014,Mackworth Island - Beach,07,Mid,winter flounder,7
2014_008_02,8/1/2014,Skitterygusset,02,Inner,alewife,7
2014_008_02,8/1/2014,Skitterygusset,02,Inner,green crab,5
2014_008_02,8/1/2014,Skitterygusset,02,Inner,mummichog,198
2014_008_02,8/1/2014,Skitterygusset,02,Inner,atlantic silverside,93
2014_008_02,8/1/2014,Skitterygusset,02,Inner,winter flounder,4
2014_008_08,8/1/2014,Back Cove,08,Mid,alewife,10
2014_008_08,8/1/2014,Back Cove,08,Mid,atlantic herring,1
2014_008_08,8/1/2014,Back Cove,08,Mid,green crab,29
2014_008_08,8/1/2014,Back Cove,08,Mid,mummichog,12
2014_008_08,8/1/2014,Back Cove,08,Mid,winter flounder,3
2014_008_04,8/1/2014,Mussel Cove,04,Mid,green crab,8
2014_009_01,8/7/2014,Presumpscot Moorings,01,Inner,shiner spp,1
2014_009_03,8/7/2014,Audubon,03,Inner,alewife,1
2014_009_03,8/7/2014,Audubon,03,Inner,bluefish,3
2014_009_03,8/7/2014,Audubon,03,Inner,green crab,3
2014_009_03,8/7/2014,Audubon,03,Inner,atlantic silverside,429
2014_009_06,8/7/2014,Mackworth Island - North,06,Mid,alewife,14
2014_009_06,8/7/2014,Mackworth Island - North,06,Mid,atlantic herring,3
2014_009_06,8/7/2014,Mackworth Island - North,06,Mid,green crab,15
2014_009_06,8/7/2014,Mackworth Island - North,06,Mid,mummichog,1
2014_009_06,8/7/2014,Mackworth Island - North,06,Mid,atlantic silverside,3
2014_009_06,8/7/2014,Mackworth Island - North,06,Mid,winter flounder,2
2014_009_05,8/7/2014,The Brothers - North,05,Mid,alewife,3
2014_009_05,8/7/2014,The Brothers - North,05,Mid,green crab,4
2014_009_05,8/7/2014,The Brothers - North,05,Mid,atlantic silverside,118
2014_009_05,8/7/2014,The Brothers - North,05,Mid,striped bass,1
2014_009_09,8/7/2014,Great Diamond Island,09,Outer,atlantic herring,3186
2014_009_10,8/7/2014,SMCC,10,Outer,green crab,4
2014_009_10,8/7/2014,SMCC,10,Outer,sandlance,5
2014_009_10,8/7/2014,SMCC,10,Outer,atlantic tomcod,1
2014_009_10,8/7/2014,SMCC,10,Outer,winter flounder,6
2014_010_12,8/12/2014,Alewife Cove,12,Outer,sandlance,382
2014_010_12,8/12/2014,Alewife Cove,12,Outer,spotted hake,1
2014_010_12,8/12/2014,Alewife Cove,12,Outer,winter flounder,1
2014_010_11,8/12/2014,Cushing Island,11,Outer,alewife,3
2014_010_11,8/12/2014,Cushing Island,11,Outer,green crab,11
2014_010_11,8/12/2014,Cushing Island,11,Outer,atlantic silverside,2
2014_010_11,8/12/2014,Cushing Island,11,Outer,winter flounder,3
2014_010_07,8/12/2014,Mackworth Island - Beach,07,Mid,alewife,800
2014_010_07,8/12/2014,Mackworth Island - Beach,07,Mid,atlantic herring,23
2014_010_07,8/12/2014,Mackworth Island - Beach,07,Mid,bluefish,4
2014_010_07,8/12/2014,Mackworth Island - Beach,07,Mid,green crab,58
2014_010_07,8/12/2014,Mackworth Island - Beach,07,Mid,sandlance,2
2014_010_07,8/12/2014,Mackworth Island - Beach,07,Mid,atlantic silverside,20
2014_010_07,8/12/2014,Mackworth Island - Beach,07,Mid,winter flounder,4
2014_010_02,8/12/2014,Skitterygusset,02,Inner,atlantic herring,1
2014_010_02,8/12/2014,Skitterygusset,02,Inner,bluefish,1
2014_010_02,8/12/2014,Skitterygusset,02,Inner,green crab,11
2014_010_02,8/12/2014,Skitterygusset,02,Inner,mummichog,1
2014_010_02,8/12/2014,Skitterygusset,02,Inner,atlantic silverside,68
2014_010_08,8/12/2014,Back Cove,08,Mid,atlantic herring,1
2014_010_08,8/12/2014,Back Cove,08,Mid,green crab,1
2014_010_08,8/12/2014,Back Cove,08,Mid,mummichog,1
2014_010_08,8/12/2014,Back Cove,08,Mid,atlantic silverside,213
2014_010_04,8/12/2014,Mussel Cove,04,Mid,atlantic silverside,21
2014_011_10,8/21/2014,SMCC,10,Outer,green crab,6
2014_011_10,8/21/2014,SMCC,10,Outer,sandlance,239
2014_011_10,8/21/2014,SMCC,10,Outer,atlantic silverside,15
2014_011_03,8/21/2014,Audubon,03,Inner,green crab,4
2014_011_03,8/21/2014,Audubon,03,Inner,atlantic silverside,52
2014_011_01,8/21/2014,Presumpscot Moorings,01,Inner,shiner spp,2
2014_011_01,8/21/2014,Presumpscot Moorings,01,Inner,smallmouth bass,1
2014_011_05,8/21/2014,The Brothers - North,05,Mid,alewife,2
2014_011_05,8/21/2014,The Brothers - North,05,Mid,atlantic silverside,1105
2014_011_09,8/21/2014,Great Diamond Island,09,Outer,green crab,2
2014_011_09,8/21/2014,Great Diamond Island,09,Outer,sculpin spp,1
2014_011_06,8/21/2014,Mackworth Island - North,06,Mid,alewife,117
2014_011_06,8/21/2014,Mackworth Island - North,06,Mid,green crab,5
2014_011_06,8/21/2014,Mackworth Island - North,06,Mid,mummichog,1
2014_011_06,8/21/2014,Mackworth Island - North,06,Mid,atlantic silverside,18
2014_012_12,8/28/2014,Alewife Cove,12,Outer,sandlance,3
2014_012_12,8/28/2014,Alewife Cove,12,Outer,atlantic silverside,2
2014_012_11,8/28/2014,Cushing Island,11,Outer,alewife,26
2014_012_11,8/28/2014,Cushing Island,11,Outer,green crab,26
2014_012_11,8/28/2014,Cushing Island,11,Outer,rock gunnel,1
2014_012_11,8/28/2014,Cushing Island,11,Outer,sandlance,1
2014_012_11,8/28/2014,Cushing Island,11,Outer,sculpin spp,6
2014_012_11,8/28/2014,Cushing Island,11,Outer,atlantic silverside,1
2014_012_11,8/28/2014,Cushing Island,11,Outer,winter flounder,1
2014_012_07,8/28/2014,Mackworth Island - Beach,07,Mid,bluefish,1
2014_012_07,8/28/2014,Mackworth Island - Beach,07,Mid,green crab,13
2014_012_07,8/28/2014,Mackworth Island - Beach,07,Mid,atlantic silverside,26
2014_012_07,8/28/2014,Mackworth Island - Beach,07,Mid,winter flounder,5
2014_012_02,8/28/2014,Skitterygusset,02,Inner,green crab,26
2014_012_02,8/28/2014,Skitterygusset,02,Inner,atlantic silverside,26
2014_012_02,8/28/2014,Skitterygusset,02,Inner,winter flounder,1
2014_012_04,8/28/2014,Mussel Cove,04,Mid,green crab,2
2014_012_04,8/28/2014,Mussel Cove,04,Mid,atlantic silverside,26
2014_012_08,8/28/2014,Back Cove,08,Mid,atlantic silverside,52
2015_013_01,6/12/2015,Presumpscot Moorings,01,Inner,alewife,1
2015_013_01,6/12/2015,Presumpscot Moorings,01,Inner,mummichog,10
2015_013_01,6/12/2015,Presumpscot Moorings,01,Inner,atlantic silverside,57
2015_013_01,6/12/2015,Presumpscot Moorings,01,Inner,atlantic tomcod,2
2015_013_03,6/12/2015,Audubon,03,Inner,atlantic tomcod,2
2015_013_07,6/12/2015,Mackworth Island - Beach,07,Mid,green crab,20
2015_013_07,6/12/2015,Mackworth Island - Beach,07,Mid,atlantic silverside,9
2015_013_05,6/12/2015,The Brothers - North,05,Mid,longhorn sculpin,1
2015_013_09,6/12/2015,Great Diamond Island,09,Outer,atlantic tomcod,4
2015_013_10,6/12/2015,SMCC,10,Outer,green crab,7
2015_013_10,6/12/2015,SMCC,10,Outer,mummichog,1
2015_013_10,6/12/2015,SMCC,10,Outer,atlantic tomcod,1
2015_013_10,6/12/2015,SMCC,10,Outer,winter flounder,1
2015_013_11,6/12/2015,Cushing Island,11,Outer,green crab,10
2015_013_11,6/12/2015,Cushing Island,11,Outer,longhorn sculpin,3
2015_013_11,6/12/2015,Cushing Island,11,Outer,atlantic tomcod,5
2015_013_11,6/12/2015,Cushing Island,11,Outer,white hake,1
2015_014_08,6/17/2015,Back Cove,08,Mid,atlantic tomcod,1
2015_014_02,6/17/2015,Skitterygusset,02,Inner,green crab,2
2015_014_02,6/17/2015,Skitterygusset,02,Inner,mummichog,1
2015_014_06,6/17/2015,Mackworth Island - North,06,Mid,green crab,4
2015_014_06,6/17/2015,Mackworth Island - North,06,Mid,threespine stickleback,1
2015_014_06,6/17/2015,Mackworth Island - North,06,Mid,atlantic tomcod,2
2015_014_06,6/17/2015,Mackworth Island - North,06,Mid,winter flounder,1
2015_014_04,6/17/2015,Mussel Cove,04,Mid,atlantic silverside,172
2015_014_04,6/17/2015,Mussel Cove,04,Mid,threespine stickleback,2
2015_015_05,6/30/2015,The Brothers - North,05,Mid,atlantic herring,1
2015_015_05,6/30/2015,The Brothers - North,05,Mid,atlantic silverside,2
2015_015_05,6/30/2015,The Brothers - North,05,Mid,striped bass,1
2015_015_07,6/30/2015,Mackworth Island - Beach,07,Mid,green crab,32
2015_015_07,6/30/2015,Mackworth Island - Beach,07,Mid,river herring,1
2015_015_07,6/30/2015,Mackworth Island - Beach,07,Mid,atlantic silverside,2
2015_015_07,6/30/2015,Mackworth Island - Beach,07,Mid,atlantic tomcod,1
2015_015_01,6/30/2015,Presumpscot Moorings,01,Inner,alewife,42
2015_015_01,6/30/2015,Presumpscot Moorings,01,Inner,white sucker,6
2015_015_03,6/30/2015,Audubon,03,Inner,alewife,31
2015_015_03,6/30/2015,Audubon,03,Inner,blueback herring,3
2015_015_03,6/30/2015,Audubon,03,Inner,green crab,1
2015_015_03,6/30/2015,Audubon,03,Inner,mummichog,6
2015_015_03,6/30/2015,Audubon,03,Inner,american shad,4
2015_015_03,6/30/2015,Audubon,03,Inner,atlantic silverside,4
2015_015_09,6/30/2015,Great Diamond Island,09,Outer,alewife,3
2015_015_09,6/30/2015,Great Diamond Island,09,Outer,atlantic herring,11
2015_015_09,6/30/2015,Great Diamond Island,09,Outer,sandlance,3
2015_015_10,6/30/2015,SMCC,10,Outer,green crab,5
2015_015_10,6/30/2015,SMCC,10,Outer,sandlance,13
2015_015_10,6/30/2015,SMCC,10,Outer,smelt,2
2015_015_10,6/30/2015,SMCC,10,Outer,winter flounder,1
2015_016_02,7/9/2015,Skitterygusset,02,Inner,green crab,4
2015_016_02,7/9/2015,Skitterygusset,02,Inner,atlantic silverside,6
2015_016_06,7/9/2015,Mackworth Island - North,06,Mid,atlantic herring,6
2015_016_06,7/9/2015,Mackworth Island - North,06,Mid,green crab,4
2015_016_06,7/9/2015,Mackworth Island - North,06,Mid,mummichog,2
2015_016_06,7/9/2015,Mackworth Island - North,06,Mid,atlantic silverside,4
2015_016_11,7/9/2015,Cushing Island,11,Outer,green crab,14
2015_016_11,7/9/2015,Cushing Island,11,Outer,winter flounder,1
2015_017_04,7/14/2015,Mussel Cove,04,Mid,green crab,2
2015_017_04,7/14/2015,Mussel Cove,04,Mid,ninespine stickleback,1
2015_017_04,7/14/2015,Mussel Cove,04,Mid,atlantic silverside,20
2015_017_04,7/14/2015,Mussel Cove,04,Mid,winter flounder,4
2015_017_07,7/14/2015,Mackworth Island - Beach,07,Mid,green crab,15
2015_017_07,7/14/2015,Mackworth Island - Beach,07,Mid,atlantic silverside,1
2015_017_07,7/14/2015,Mackworth Island - Beach,07,Mid,winter flounder,1
2015_017_01,7/14/2015,Presumpscot Moorings,01,Inner,alewife,1
2015_017_01,7/14/2015,Presumpscot Moorings,01,Inner,green crab,1
2015_017_01,7/14/2015,Presumpscot Moorings,01,Inner,atlantic silverside,4
2015_017_03,7/14/2015,Audubon,03,Inner,green crab,4
2015_017_03,7/14/2015,Audubon,03,Inner,mummichog,1
2015_017_03,7/14/2015,Audubon,03,Inner,northern pipefish,2
2015_017_03,7/14/2015,Audubon,03,Inner,atlantic silverside,2
2015_017_09,7/14/2015,Great Diamond Island,09,Outer,sandlance,1
2015_018_11,7/21/2015,Cushing Island,11,Outer,green crab,3
2015_018_11,7/21/2015,Cushing Island,11,Outer,sandlance,4
2015_018_11,7/21/2015,Cushing Island,11,Outer,shorthorn sculpin,2
2015_018_11,7/21/2015,Cushing Island,11,Outer,threespine stickleback,3
2015_018_11,7/21/2015,Cushing Island,11,Outer,atlantic tomcod,10
2015_018_12,7/21/2015,Alewife Cove,12,Outer,alewife,254
2015_018_12,7/21/2015,Alewife Cove,12,Outer,atlantic herring,1
2015_018_12,7/21/2015,Alewife Cove,12,Outer,sandlance,1
2015_018_12,7/21/2015,Alewife Cove,12,Outer,winter flounder,3
2015_018_10,7/21/2015,SMCC,10,Outer,atlantic herring,25
2015_018_10,7/21/2015,SMCC,10,Outer,green crab,4
2015_018_10,7/21/2015,SMCC,10,Outer,shorthorn sculpin,2
2015_018_04,7/21/2015,Mussel Cove,04,Mid,alewife,12
2015_018_04,7/21/2015,Mussel Cove,04,Mid,green crab,8
2015_018_04,7/21/2015,Mussel Cove,04,Mid,mummichog,226
2015_018_04,7/21/2015,Mussel Cove,04,Mid,atlantic silverside,10
2015_018_04,7/21/2015,Mussel Cove,04,Mid,winter flounder,8
2015_018_06,7/21/2015,Mackworth Island - North,06,Mid,atlantic herring,124
2015_018_06,7/21/2015,Mackworth Island - North,06,Mid,common dab,4
2015_018_06,7/21/2015,Mackworth Island - North,06,Mid,green crab,3
2015_018_06,7/21/2015,Mackworth Island - North,06,Mid,shorthorn sculpin,2
2015_018_06,7/21/2015,Mackworth Island - North,06,Mid,atlantic silverside,1
2015_018_02,7/21/2015,Skitterygusset,02,Inner,alewife,1
2015_018_02,7/21/2015,Skitterygusset,02,Inner,green crab,3
2015_018_02,7/21/2015,Skitterygusset,02,Inner,mummichog,1
2015_018_02,7/21/2015,Skitterygusset,02,Inner,atlantic silverside,64
2015_018_02,7/21/2015,Skitterygusset,02,Inner,smelt,1
2015_018_08,7/21/2015,Back Cove,08,Mid,atlantic silverside,43
2015_019_05,7/29/2015,The Brothers - North,05,Mid,winter flounder,1
2015_019_07,7/29/2015,Mackworth Island - Beach,07,Mid,green crab,96
2015_019_07,7/29/2015,Mackworth Island - Beach,07,Mid,mummichog,4
2015_019_07,7/29/2015,Mackworth Island - Beach,07,Mid,winter flounder,16
2015_019_01,7/29/2015,Presumpscot Moorings,01,Inner,green crab,1
2015_019_01,7/29/2015,Presumpscot Moorings,01,Inner,largemouth bass,1
2015_019_01,7/29/2015,Presumpscot Moorings,01,Inner,atlantic silverside,16
2015_019_01,7/29/2015,Presumpscot Moorings,01,Inner,white sucker,2
2015_019_03,7/29/2015,Audubon,03,Inner,green crab,6
2015_019_03,7/29/2015,Audubon,03,Inner,mummichog,45
2015_019_03,7/29/2015,Audubon,03,Inner,atlantic silverside,117
2015_019_09,7/29/2015,Great Diamond Island,09,Outer,green crab,8
2015_019_09,7/29/2015,Great Diamond Island,09,Outer,winter flounder,3
2015_019_10,7/29/2015,SMCC,10,Outer,green crab,13
2015_019_10,7/29/2015,SMCC,10,Outer,longhorn sculpin,6
2015_019_10,7/29/2015,SMCC,10,Outer,sandlance,65
2015_019_10,7/29/2015,SMCC,10,Outer,winter flounder,26
2015_020_12,8/5/2015,Alewife Cove,12,Outer,sandlance,11
2015_020_12,8/5/2015,Alewife Cove,12,Outer,atlantic tomcod,1
2015_020_11,8/5/2015,Cushing Island,11,Outer,green crab,5
2015_020_11,8/5/2015,Cushing Island,11,Outer,longhorn sculpin,5
2015_020_04,8/5/2015,Mussel Cove,04,Mid,green crab,15
2015_020_04,8/5/2015,Mussel Cove,04,Mid,mummichog,241
2015_020_04,8/5/2015,Mussel Cove,04,Mid,atlantic silverside,15
2015_020_04,8/5/2015,Mussel Cove,04,Mid,winter flounder,5
2015_020_06,8/5/2015,Mackworth Island - North,06,Mid,green crab,5
2015_020_06,8/5/2015,Mackworth Island - North,06,Mid,mummichog,1
2015_020_06,8/5/2015,Mackworth Island - North,06,Mid,winter flounder,3
2015_020_02,8/5/2015,Skitterygusset,02,Inner,alewife,117
2015_020_02,8/5/2015,Skitterygusset,02,Inner,green crab,5
2015_020_02,8/5/2015,Skitterygusset,02,Inner,atlantic silverside,58
2015_021_10,8/13/2015,SMCC,10,Outer,green crab,3
2015_021_10,8/13/2015,SMCC,10,Outer,winter flounder,3
2015_021_09,8/13/2015,Great Diamond Island,09,Outer,longhorn sculpin,2
2015_021_09,8/13/2015,Great Diamond Island,09,Outer,sandlance,1
2015_021_09,8/13/2015,Great Diamond Island,09,Outer,atlantic silverside,23
2015_021_07,8/13/2015,Mackworth Island - Beach,07,Mid,green crab,36
2015_021_07,8/13/2015,Mackworth Island - Beach,07,Mid,mummichog,8
2015_021_07,8/13/2015,Mackworth Island - Beach,07,Mid,atlantic silverside,595
2015_021_07,8/13/2015,Mackworth Island - Beach,07,Mid,winter flounder,2
2015_021_01,8/13/2015,Presumpscot Moorings,01,Inner,green crab,3
2015_021_01,8/13/2015,Presumpscot Moorings,01,Inner,mummichog,62
2015_021_01,8/13/2015,Presumpscot Moorings,01,Inner,atlantic silverside,63
2015_021_03,8/13/2015,Audubon,03,Inner,alewife,22
2015_021_03,8/13/2015,Audubon,03,Inner,green crab,15
2015_021_03,8/13/2015,Audubon,03,Inner,mummichog,981
2015_021_03,8/13/2015,Audubon,03,Inner,northern pipefish,1
2015_021_03,8/13/2015,Audubon,03,Inner,atlantic silverside,47
2015_022_12,8/19/2015,Alewife Cove,12,Outer,green crab,1
2015_022_12,8/19/2015,Alewife Cove,12,Outer,sandlance,11
2015_022_12,8/19/2015,Alewife Cove,12,Outer,winter flounder,3
2015_022_11,8/19/2015,Cushing Island,11,Outer,green crab,3
2015_022_11,8/19/2015,Cushing Island,11,Outer,atlantic tomcod,1
2015_022_11,8/19/2015,Cushing Island,11,Outer,winter flounder,1
2015_022_04,8/19/2015,Mussel Cove,04,Mid,mummichog,12
2015_022_04,8/19/2015,Mussel Cove,04,Mid,atlantic silverside,16
2015_022_06,8/19/2015,Mackworth Island - North,06,Mid,green crab,16
2015_022_06,8/19/2015,Mackworth Island - North,06,Mid,northern pipefish,1
2015_022_06,8/19/2015,Mackworth Island - North,06,Mid,shorthorn sculpin,6
2015_022_06,8/19/2015,Mackworth Island - North,06,Mid,atlantic silverside,1
2015_022_06,8/19/2015,Mackworth Island - North,06,Mid,winter flounder,10
2015_022_02,8/19/2015,Skitterygusset,02,Inner,green crab,2
2015_022_02,8/19/2015,Skitterygusset,02,Inner,mummichog,384
2015_022_02,8/19/2015,Skitterygusset,02,Inner,atlantic silverside,40
2015_022_08,8/19/2015,Back Cove,08,Mid,mummichog,2
2015_022_08,8/19/2015,Back Cove,08,Mid,atlantic silverside,1
