species_name,length_mm,week,year,Group
atlantic herring,57,30,2014,1
atlantic herring,58,30,2014,1
atlantic herring,58,30,2014,1
atlantic herring,58,30,2014,1
atlantic herring,59,30,2014,1
atlantic herring,61,30,2014,1
atlantic herring,61,30,2014,1
atlantic herring,62,30,2014,1
atlantic herring,62,30,2014,1
atlantic herring,62,30,2014,1
atlantic herring,62,30,2014,1
atlantic herring,62,30,2014,1
atlantic herring,63,30,2014,1
atlantic herring,64,30,2014,1
atlantic herring,64,30,2014,1
atlantic herring,65,30,2014,1
atlantic herring,69,30,2014,1
atlantic herring,66,32,2014,1
atlantic herring,66,32,2014,1
atlantic herring,70,32,2014,1
atlantic herring,72,32,2014,1
atlantic herring,72,32,2014,1
atlantic herring,72,32,2014,1
atlantic herring,72,32,2014,1
atlantic herring,72,32,2014,1
atlantic herring,73,32,2014,1
atlantic herring,74,32,2014,1
atlantic herring,74,32,2014,1
atlantic herring,74,32,2014,1
atlantic herring,74,32,2014,1
atlantic herring,74,32,2014,1
atlantic herring,75,32,2014,1
atlantic herring,75,32,2014,1
atlantic herring,77,32,2014,1
atlantic herring,77,32,2014,1
atlantic herring,77,32,2014,1
atlantic herring,63,33,2014,1
atlantic herring,63,33,2014,1
atlantic herring,64,33,2014,1
atlantic herring,66,33,2014,1
atlantic herring,66,33,2014,1
atlantic herring,66,33,2014,1
atlantic herring,67,33,2014,1
atlantic herring,67,33,2014,1
atlantic herring,68,33,2014,1
atlantic herring,68,33,2014,1
atlantic herring,68,33,2014,1
atlantic herring,69,33,2014,1
atlantic herring,69,33,2014,1
atlantic herring,69,33,2014,1
atlantic herring,69,33,2014,1
atlantic herring,70,33,2014,1
atlantic herring,71,33,2014,1
atlantic herring,71,33,2014,1
atlantic herring,73,33,2014,1
atlantic herring,76,33,2014,1
atlantic herring,49,27,2015,1
atlantic herring,50,27,2015,1
atlantic herring,55,27,2015,1
atlantic herring,55,27,2015,1
atlantic herring,55,27,2015,1
atlantic herring,56,27,2015,1
atlantic herring,56,27,2015,1
atlantic herring,58,27,2015,1
atlantic herring,60,27,2015,1
atlantic herring,63,27,2015,1
atlantic herring,65,27,2015,1
atlantic herring,66,28,2015,1
atlantic herring,68,28,2015,1
atlantic herring,70,28,2015,1
atlantic herring,70,28,2015,1
atlantic herring,62,30,2015,1
atlantic herring,64,30,2015,1
atlantic herring,65,30,2015,1
atlantic herring,66,30,2015,1
atlantic herring,66,30,2015,1
atlantic herring,66,30,2015,1
atlantic herring,66,30,2015,1
atlantic herring,66,30,2015,1
atlantic herring,66,30,2015,1
atlantic herring,66,30,2015,1
atlantic herring,68,30,2015,1
atlantic herring,68,30,2015,1
atlantic herring,69,30,2015,1
atlantic herring,69,30,2015,1
atlantic herring,70,30,2015,1
atlantic herring,70,30,2015,1
atlantic herring,70,30,2015,1
atlantic herring,71,30,2015,1
atlantic herring,71,30,2015,1
atlantic herring,71,30,2015,1
atlantic herring,71,30,2015,1
atlantic herring,72,30,2015,1
atlantic herring,72,30,2015,1
atlantic herring,73,30,2015,1
atlantic herring,73,30,2015,1
atlantic herring,73,30,2015,1
atlantic herring,74,30,2015,1
atlantic herring,74,30,2015,1
atlantic herring,74,30,2015,1
atlantic herring,75,30,2015,1
atlantic herring,75,30,2015,1
atlantic herring,76,30,2015,1
atlantic herring,76,30,2015,1
atlantic herring,76,30,2015,1
atlantic herring,76,30,2015,1
atlantic herring,77,30,2015,1
atlantic herring,78,30,2015,1
atlantic herring,79,30,2015,1
atlantic herring,79,30,2015,1
atlantic herring,80,30,2015,1
atlantic herring,80,30,2015,1
atlantic herring,81,30,2015,1
atlantic herring,81,30,2015,1
atlantic herring,82,30,2015,1
atlantic herring,82,30,2015,1
atlantic herring,84,30,2015,1
atlantic herring,52,24,2016,1
atlantic herring,54,24,2016,1
atlantic herring,56,24,2016,1
atlantic herring,56,24,2016,1
atlantic herring,57,24,2016,1
atlantic herring,57,24,2016,1
atlantic herring,57,24,2016,1
atlantic herring,57,24,2016,1
atlantic herring,57,24,2016,1
atlantic herring,58,24,2016,1
atlantic herring,58,24,2016,1
atlantic herring,59,24,2016,1
atlantic herring,59,24,2016,1
atlantic herring,60,24,2016,1
atlantic herring,61,24,2016,1
atlantic herring,61,24,2016,1
atlantic herring,61,24,2016,1
atlantic herring,62,24,2016,1
atlantic herring,62,24,2016,1
atlantic herring,62,24,2016,1
atlantic herring,62,24,2016,1
atlantic herring,62,24,2016,1
atlantic herring,62,24,2016,1
atlantic herring,62,24,2016,1
atlantic herring,62,24,2016,1
atlantic herring,63,24,2016,1
atlantic herring,64,24,2016,1
atlantic herring,65,24,2016,1
atlantic herring,66,24,2016,1
atlantic herring,66,24,2016,1
atlantic herring,67,24,2016,1
atlantic herring,68,24,2016,1
atlantic herring,68,24,2016,1
atlantic herring,68,24,2016,1
atlantic herring,69,24,2016,1
atlantic herring,69,24,2016,1
atlantic herring,70,24,2016,1
atlantic herring,70,24,2016,1
atlantic herring,71,24,2016,1
atlantic herring,72,24,2016,1
atlantic herring,72,24,2016,1
atlantic herring,72,24,2016,1
atlantic herring,72,24,2016,1
atlantic herring,72,24,2016,1
atlantic herring,73,24,2016,1
atlantic herring,74,24,2016,1
atlantic herring,74,24,2016,1
atlantic herring,75,24,2016,1
atlantic herring,75,24,2016,1
atlantic herring,76,24,2016,1
atlantic herring,77,24,2016,1
atlantic herring,58,25,2016,1
atlantic herring,59,25,2016,1
atlantic herring,59,25,2016,1
atlantic herring,60,25,2016,1
atlantic herring,60,25,2016,1
atlantic herring,60,25,2016,1
atlantic herring,60,25,2016,1
atlantic herring,60,25,2016,1
atlantic herring,60,25,2016,1
atlantic herring,60,25,2016,1
atlantic herring,60,25,2016,1
atlantic herring,61,25,2016,1
atlantic herring,61,25,2016,1
atlantic herring,61,25,2016,1
atlantic herring,62,25,2016,1
atlantic herring,62,25,2016,1
atlantic herring,62,25,2016,1
atlantic herring,63,25,2016,1
atlantic herring,63,25,2016,1
atlantic herring,64,25,2016,1
atlantic herring,65,25,2016,1
atlantic herring,65,25,2016,1
atlantic herring,66,25,2016,1
atlantic herring,66,25,2016,1
atlantic herring,66,25,2016,1
atlantic herring,68,25,2016,1
atlantic herring,75,25,2016,1
atlantic herring,62,26,2016,1
atlantic herring,66,26,2016,1
atlantic herring,66,26,2016,1
atlantic herring,66,26,2016,1
atlantic herring,67,26,2016,1
atlantic herring,68,26,2016,1
atlantic herring,69,26,2016,1
atlantic herring,70,26,2016,1
atlantic herring,70,26,2016,1
atlantic herring,71,26,2016,1
atlantic herring,72,26,2016,1
atlantic herring,73,26,2016,1
atlantic herring,73,26,2016,1
atlantic herring,74,26,2016,1
atlantic herring,74,26,2016,1
atlantic herring,75,26,2016,1
atlantic herring,75,26,2016,1
atlantic herring,76,26,2016,1
atlantic herring,77,26,2016,1
atlantic herring,77,26,2016,1
atlantic herring,78,26,2016,1
atlantic herring,81,26,2016,1
atlantic herring,81,26,2016,1
atlantic herring,82,26,2016,1
atlantic herring,54,25,2017,1
atlantic herring,55,25,2017,1
atlantic herring,57,25,2017,1
atlantic herring,57,25,2017,1
atlantic herring,57,25,2017,1
atlantic herring,57,25,2017,1
atlantic herring,58,25,2017,1
atlantic herring,58,25,2017,1
atlantic herring,59,25,2017,1
atlantic herring,59,25,2017,1
atlantic herring,60,25,2017,1
atlantic herring,60,25,2017,1
atlantic herring,61,25,2017,1
atlantic herring,62,25,2017,1
atlantic herring,62,25,2017,1
atlantic herring,62,25,2017,1
atlantic herring,63,25,2017,1
atlantic herring,63,25,2017,1
atlantic herring,64,25,2017,1
atlantic herring,64,25,2017,1
atlantic herring,64,25,2017,1
atlantic herring,64,25,2017,1
atlantic herring,64,25,2017,1
atlantic herring,66,25,2017,1
atlantic herring,55,26,2017,1
atlantic herring,55,26,2017,1
atlantic herring,55,26,2017,1
atlantic herring,55,26,2017,1
atlantic herring,56,26,2017,1
atlantic herring,56,26,2017,1
atlantic herring,56,26,2017,1
atlantic herring,56,26,2017,1
atlantic herring,56,26,2017,1
atlantic herring,57,26,2017,1
atlantic herring,57,26,2017,1
atlantic herring,57,26,2017,1
atlantic herring,57,26,2017,1
atlantic herring,57,26,2017,1
atlantic herring,57,26,2017,1
atlantic herring,57,26,2017,1
atlantic herring,58,26,2017,1
atlantic herring,58,26,2017,1
atlantic herring,58,26,2017,1
atlantic herring,59,26,2017,1
atlantic herring,59,26,2017,1
atlantic herring,59,26,2017,1
atlantic herring,60,26,2017,1
atlantic herring,60,26,2017,1
atlantic herring,60,26,2017,1
atlantic herring,60,26,2017,1
atlantic herring,60,26,2017,1
atlantic herring,60,26,2017,1
atlantic herring,60,26,2017,1
atlantic herring,60,26,2017,1
atlantic herring,60,26,2017,1
atlantic herring,61,26,2017,1
atlantic herring,61,26,2017,1
atlantic herring,61,26,2017,1
atlantic herring,61,26,2017,1
atlantic herring,62,26,2017,1
atlantic herring,62,26,2017,1
atlantic herring,62,26,2017,1
atlantic herring,63,26,2017,1
atlantic herring,64,26,2017,1
atlantic herring,64,26,2017,1
atlantic herring,67,26,2017,1
atlantic herring,68,26,2017,1
atlantic herring,53,27,2017,1
atlantic herring,54,27,2017,1
atlantic herring,54,27,2017,1
atlantic herring,54,27,2017,1
atlantic herring,54,27,2017,1
atlantic herring,54,27,2017,1
atlantic herring,55,27,2017,1
atlantic herring,55,27,2017,1
atlantic herring,55,27,2017,1
atlantic herring,55,27,2017,1
atlantic herring,56,27,2017,1
atlantic herring,56,27,2017,1
atlantic herring,56,27,2017,1
atlantic herring,56,27,2017,1
atlantic herring,56,27,2017,1
atlantic herring,56,27,2017,1
atlantic herring,56,27,2017,1
atlantic herring,56,27,2017,1
atlantic herring,56,27,2017,1
atlantic herring,57,27,2017,1
atlantic herring,57,27,2017,1
atlantic herring,59,27,2017,1
atlantic herring,59,27,2017,1
atlantic herring,61,27,2017,1
atlantic herring,62,27,2017,1
atlantic herring,63,27,2017,1
atlantic herring,64,27,2017,1
atlantic herring,65,27,2017,1
atlantic herring,65,27,2017,1
atlantic herring,65,27,2017,1
atlantic herring,66,27,2017,1
atlantic herring,66,27,2017,1
atlantic herring,66,27,2017,1
atlantic herring,66,27,2017,1
atlantic herring,66,27,2017,1
atlantic herring,67,27,2017,1
atlantic herring,67,27,2017,1
atlantic herring,68,27,2017,1
atlantic herring,69,27,2017,1
atlantic herring,70,27,2017,1
atlantic herring,70,27,2017,1
atlantic herring,70,27,2017,1
atlantic herring,54,28,2017,1
atlantic herring,56,28,2017,1
atlantic herring,59,28,2017,1
atlantic herring,60,28,2017,1
atlantic herring,61,28,2017,1
atlantic herring,61,28,2017,1
atlantic herring,62,28,2017,1
atlantic herring,62,28,2017,1
atlantic herring,63,28,2017,1
atlantic herring,63,28,2017,1
atlantic herring,64,28,2017,1
atlantic herring,64,28,2017,1
atlantic herring,65,28,2017,1
atlantic herring,65,28,2017,1
atlantic herring,65,28,2017,1
atlantic herring,66,28,2017,1
atlantic herring,67,28,2017,1
atlantic herring,67,28,2017,1
atlantic herring,67,28,2017,1
atlantic herring,68,28,2017,1
atlantic herring,68,28,2017,1
atlantic herring,68,28,2017,1
atlantic herring,70,28,2017,1
atlantic herring,58,29,2017,1
atlantic herring,64,29,2017,1
atlantic herring,58,31,2017,1
atlantic herring,59,31,2017,1
atlantic herring,59,31,2017,1
atlantic herring,60,31,2017,1
atlantic herring,61,31,2017,1
atlantic herring,62,31,2017,1
atlantic herring,64,31,2017,1
atlantic herring,64,31,2017,1
atlantic herring,65,31,2017,1
atlantic herring,65,31,2017,1
atlantic herring,65,31,2017,1
atlantic herring,66,31,2017,1
atlantic herring,67,31,2017,1
atlantic herring,68,31,2017,1
atlantic herring,74,31,2017,1
atlantic herring,72,37,2017,1
atlantic herring,80,37,2017,1
atlantic herring,82,37,2017,1
atlantic herring,52,24,2018,1
atlantic herring,54,24,2018,1
atlantic herring,54,24,2018,1
atlantic herring,55,24,2018,1
atlantic herring,55,24,2018,1
atlantic herring,56,24,2018,1
atlantic herring,56,24,2018,1
atlantic herring,56,24,2018,1
atlantic herring,56,24,2018,1
atlantic herring,56,24,2018,1
atlantic herring,58,24,2018,1
atlantic herring,58,24,2018,1
atlantic herring,58,24,2018,1
atlantic herring,58,24,2018,1
atlantic herring,58,24,2018,1
atlantic herring,59,24,2018,1
atlantic herring,59,24,2018,1
atlantic herring,60,24,2018,1
atlantic herring,60,24,2018,1
atlantic herring,61,24,2018,1
atlantic herring,61,24,2018,1
atlantic herring,61,24,2018,1
atlantic herring,61,24,2018,1
atlantic herring,62,24,2018,1
atlantic herring,62,24,2018,1
atlantic herring,62,24,2018,1
atlantic herring,63,24,2018,1
atlantic herring,64,24,2018,1
atlantic herring,64,24,2018,1
atlantic herring,61,26,2018,1
atlantic herring,62,26,2018,1
atlantic herring,62,26,2018,1
atlantic herring,65,26,2018,1
atlantic herring,65,26,2018,1
atlantic herring,66,26,2018,1
atlantic herring,70,26,2018,1
atlantic herring,72,26,2018,1
atlantic herring,75,26,2018,1
atlantic herring,75,26,2018,1
atlantic herring,68,28,2018,1
atlantic herring,68,28,2018,1
atlantic herring,69,28,2018,1
atlantic herring,69,28,2018,1
atlantic herring,70,28,2018,1
atlantic herring,70,28,2018,1
atlantic herring,71,28,2018,1
atlantic herring,72,28,2018,1
atlantic herring,72,28,2018,1
atlantic herring,72,28,2018,1
atlantic herring,72,28,2018,1
atlantic herring,72,28,2018,1
atlantic herring,73,28,2018,1
atlantic herring,73,28,2018,1
atlantic herring,74,28,2018,1
atlantic herring,74,28,2018,1
atlantic herring,74,28,2018,1
atlantic herring,74,28,2018,1
atlantic herring,74,28,2018,1
atlantic herring,74,28,2018,1
atlantic herring,75,28,2018,1
atlantic herring,76,28,2018,1
atlantic herring,76,28,2018,1
atlantic herring,76,28,2018,1
atlantic herring,76,28,2018,1
atlantic herring,76,28,2018,1
atlantic herring,76,28,2018,1
atlantic herring,76,28,2018,1
atlantic herring,77,28,2018,1
atlantic herring,77,28,2018,1
atlantic herring,77,28,2018,1
atlantic herring,77,28,2018,1
atlantic herring,78,28,2018,1
atlantic herring,78,28,2018,1
atlantic herring,78,28,2018,1
atlantic herring,79,28,2018,1
atlantic herring,79,28,2018,1
atlantic herring,80,28,2018,1
atlantic herring,80,28,2018,1
atlantic herring,81,28,2018,1
atlantic herring,81,28,2018,1
atlantic herring,81,28,2018,1
atlantic herring,81,28,2018,1
atlantic herring,81,28,2018,1
atlantic herring,81,28,2018,1
atlantic herring,81,28,2018,1
atlantic herring,82,28,2018,1
atlantic herring,82,28,2018,1
atlantic herring,83,28,2018,1
atlantic herring,83,28,2018,1
atlantic herring,83,28,2018,1
atlantic herring,84,28,2018,1
atlantic herring,85,28,2018,1
atlantic herring,86,28,2018,1
atlantic herring,96,30,2018,1
atlantic herring,89,32,2018,1
atlantic herring,89,32,2018,1
atlantic herring,91,32,2018,1
atlantic herring,91,32,2018,1
atlantic herring,92,32,2018,1
atlantic herring,94,32,2018,1
atlantic herring,94,32,2018,1
atlantic herring,96,32,2018,1
atlantic herring,96,32,2018,1
atlantic herring,96,32,2018,1
atlantic herring,96,32,2018,1
atlantic herring,97,32,2018,1
atlantic herring,97,32,2018,1
atlantic herring,97,32,2018,1
atlantic herring,97,32,2018,1
atlantic herring,98,32,2018,1
atlantic herring,99,32,2018,1
atlantic herring,99,32,2018,1
atlantic herring,100,32,2018,1
atlantic herring,100,32,2018,1
atlantic herring,101,32,2018,1
atlantic herring,101,32,2018,1
atlantic herring,101,32,2018,1
atlantic herring,102,32,2018,1
atlantic herring,50,26,2020,1
atlantic herring,51,26,2020,1
atlantic herring,51,26,2020,1
atlantic herring,53,26,2020,1
atlantic herring,53,26,2020,1
atlantic herring,54,26,2020,1
atlantic herring,54,26,2020,1
atlantic herring,55,26,2020,1
atlantic herring,55,26,2020,1
atlantic herring,55,26,2020,1
atlantic herring,55,26,2020,1
atlantic herring,57,26,2020,1
atlantic herring,58,26,2020,1
atlantic herring,58,26,2020,1
atlantic herring,59,26,2020,1
atlantic herring,60,26,2020,1
atlantic herring,60,26,2020,1
atlantic herring,60,26,2020,1
atlantic herring,60,26,2020,1
atlantic herring,60,26,2020,1
atlantic herring,60,26,2020,1
atlantic herring,60,26,2020,1
atlantic herring,62,26,2020,1
atlantic herring,63,26,2020,1
atlantic herring,56,28,2020,1
atlantic herring,56,28,2020,1
atlantic herring,56,28,2020,1
atlantic herring,57,28,2020,1
atlantic herring,58,28,2020,1
atlantic herring,60,28,2020,1
atlantic herring,60,28,2020,1
atlantic herring,61,28,2020,1
atlantic herring,61,28,2020,1
atlantic herring,62,28,2020,1
atlantic herring,62,28,2020,1
atlantic herring,62,28,2020,1
atlantic herring,63,28,2020,1
atlantic herring,63,28,2020,1
atlantic herring,63,28,2020,1
atlantic herring,63,28,2020,1
atlantic herring,64,28,2020,1
atlantic herring,64,28,2020,1
atlantic herring,64,28,2020,1
atlantic herring,64,28,2020,1
atlantic herring,64,28,2020,1
atlantic herring,64,28,2020,1
atlantic herring,64,28,2020,1
atlantic herring,64,28,2020,1
atlantic herring,64,28,2020,1
atlantic herring,65,28,2020,1
atlantic herring,65,28,2020,1
atlantic herring,65,28,2020,1
atlantic herring,65,28,2020,1
atlantic herring,65,28,2020,1
atlantic herring,65,28,2020,1
atlantic herring,65,28,2020,1
atlantic herring,65,28,2020,1
atlantic herring,66,28,2020,1
atlantic herring,66,28,2020,1
atlantic herring,66,28,2020,1
atlantic herring,66,28,2020,1
atlantic herring,66,28,2020,1
atlantic herring,66,28,2020,1
atlantic herring,66,28,2020,1
atlantic herring,66,28,2020,1
atlantic herring,66,28,2020,1
atlantic herring,66,28,2020,1
atlantic herring,66,28,2020,1
atlantic herring,66,28,2020,1
atlantic herring,67,28,2020,1
atlantic herring,67,28,2020,1
atlantic herring,67,28,2020,1
atlantic herring,67,28,2020,1
atlantic herring,67,28,2020,1
atlantic herring,67,28,2020,1
atlantic herring,67,28,2020,1
atlantic herring,67,28,2020,1
atlantic herring,67,28,2020,1
atlantic herring,68,28,2020,1
atlantic herring,68,28,2020,1
atlantic herring,68,28,2020,1
atlantic herring,68,28,2020,1
atlantic herring,68,28,2020,1
atlantic herring,68,28,2020,1
atlantic herring,68,28,2020,1
atlantic herring,68,28,2020,1
atlantic herring,68,28,2020,1
atlantic herring,68,28,2020,1
atlantic herring,69,28,2020,1
atlantic herring,69,28,2020,1
atlantic herring,69,28,2020,1
atlantic herring,69,28,2020,1
atlantic herring,70,28,2020,1
atlantic herring,70,28,2020,1
atlantic herring,70,28,2020,1
atlantic herring,70,28,2020,1
atlantic herring,70,28,2020,1
atlantic herring,71,28,2020,1
atlantic herring,71,28,2020,1
atlantic herring,71,28,2020,1
atlantic herring,71,28,2020,1
atlantic herring,71,28,2020,1
atlantic herring,71,28,2020,1
atlantic herring,71,28,2020,1
atlantic herring,72,28,2020,1
atlantic herring,73,28,2020,1
atlantic herring,73,28,2020,1
atlantic herring,73,28,2020,1
atlantic herring,73,28,2020,1
atlantic herring,74,28,2020,1
atlantic herring,74,28,2020,1
atlantic herring,75,28,2020,1
atlantic herring,75,28,2020,1
atlantic herring,76,28,2020,1
atlantic herring,76,28,2020,1
atlantic herring,77,28,2020,1
atlantic herring,68,30,2020,1
atlantic herring,69,30,2020,1
atlantic herring,70,30,2020,1
atlantic herring,71,30,2020,1
atlantic herring,72,30,2020,1
atlantic herring,72,30,2020,1
atlantic herring,72,30,2020,1
atlantic herring,72,30,2020,1
atlantic herring,73,30,2020,1
atlantic herring,74,30,2020,1
atlantic herring,75,30,2020,1
atlantic herring,77,30,2020,1
atlantic herring,77,30,2020,1
atlantic herring,77,30,2020,1
atlantic herring,78,30,2020,1
atlantic herring,82,30,2020,1
atlantic herring,83,30,2020,1
atlantic herring,84,34,2020,1
atlantic herring,88,34,2020,1
atlantic herring,88,34,2020,1
atlantic herring,90,34,2020,1
atlantic herring,93,34,2020,1
atlantic herring,94,34,2020,1
atlantic herring,94,34,2020,1
atlantic herring,95,34,2020,1
atlantic herring,95,34,2020,1
atlantic herring,97,34,2020,1
atlantic herring,97,34,2020,1
atlantic herring,97,34,2020,1
atlantic herring,97,34,2020,1
atlantic herring,98,34,2020,1
atlantic herring,98,34,2020,1
atlantic herring,100,34,2020,1
atlantic herring,100,34,2020,1
atlantic herring,100,34,2020,1
atlantic herring,101,34,2020,1
atlantic herring,81,36,2020,1
atlantic herring,82,36,2020,1
atlantic herring,82,36,2020,1
atlantic herring,84,36,2020,1
atlantic herring,85,36,2020,1
atlantic herring,85,36,2020,1
atlantic herring,86,36,2020,1
atlantic herring,87,36,2020,1
atlantic herring,87,36,2020,1
atlantic herring,88,36,2020,1
atlantic herring,88,36,2020,1
atlantic herring,88,36,2020,1
atlantic herring,88,36,2020,1
atlantic herring,89,36,2020,1
atlantic herring,89,36,2020,1
atlantic herring,89,36,2020,1
atlantic herring,90,36,2020,1
atlantic herring,91,36,2020,1
atlantic herring,91,36,2020,1
atlantic herring,91,36,2020,1
atlantic herring,92,36,2020,1
atlantic herring,93,36,2020,1
atlantic herring,94,36,2020,1
atlantic herring,94,36,2020,1
atlantic herring,95,36,2020,1
atlantic herring,95,36,2020,1
atlantic herring,96,36,2020,1
atlantic herring,96,36,2020,1
atlantic herring,97,36,2020,1
atlantic herring,97,36,2020,1
atlantic herring,98,36,2020,1
atlantic herring,99,36,2020,1
atlantic herring,99,36,2020,1
atlantic herring,99,36,2020,1
atlantic herring,100,36,2020,1
atlantic herring,100,36,2020,1
atlantic herring,101,36,2020,1
atlantic herring,101,36,2020,1
atlantic herring,103,36,2020,1
atlantic herring,105,36,2020,1
atlantic herring,105,36,2020,1
atlantic herring,106,36,2020,1
atlantic herring,107,36,2020,1
atlantic herring,109,36,2020,1
atlantic herring,110,36,2020,1
atlantic herring,47,23,2021,1
atlantic herring,47,23,2021,1
atlantic herring,48,23,2021,1
atlantic herring,49,23,2021,1
atlantic herring,49,23,2021,1
atlantic herring,47,24,2021,1
atlantic herring,48,24,2021,1
atlantic herring,49,24,2021,1
atlantic herring,49,24,2021,1
atlantic herring,50,24,2021,1
atlantic herring,51,24,2021,1
atlantic herring,51,24,2021,1
atlantic herring,45,25,2021,1
atlantic herring,45,25,2021,1
atlantic herring,45,25,2021,1
atlantic herring,46,25,2021,1
atlantic herring,46,25,2021,1
atlantic herring,47,25,2021,1
atlantic herring,47,25,2021,1
atlantic herring,47,25,2021,1
atlantic herring,48,25,2021,1
atlantic herring,49,25,2021,1
atlantic herring,49,25,2021,1
atlantic herring,50,25,2021,1
atlantic herring,50,25,2021,1
atlantic herring,50,25,2021,1
atlantic herring,50,25,2021,1
atlantic herring,50,25,2021,1
atlantic herring,50,25,2021,1
atlantic herring,50,25,2021,1
atlantic herring,51,25,2021,1
atlantic herring,51,25,2021,1
atlantic herring,51,25,2021,1
atlantic herring,52,25,2021,1
atlantic herring,52,25,2021,1
atlantic herring,52,25,2021,1
atlantic herring,52,25,2021,1
atlantic herring,52,25,2021,1
atlantic herring,52,25,2021,1
atlantic herring,52,25,2021,1
atlantic herring,52,25,2021,1
atlantic herring,52,25,2021,1
atlantic herring,52,25,2021,1
atlantic herring,52,25,2021,1
atlantic herring,52,25,2021,1
atlantic herring,53,25,2021,1
atlantic herring,53,25,2021,1
atlantic herring,53,25,2021,1
atlantic herring,54,25,2021,1
atlantic herring,54,25,2021,1
atlantic herring,54,25,2021,1
atlantic herring,54,25,2021,1
atlantic herring,54,25,2021,1
atlantic herring,54,25,2021,1
atlantic herring,55,25,2021,1
atlantic herring,55,25,2021,1
atlantic herring,56,25,2021,1
atlantic herring,56,25,2021,1
atlantic herring,56,25,2021,1
atlantic herring,56,25,2021,1
atlantic herring,56,25,2021,1
atlantic herring,57,25,2021,1
atlantic herring,58,25,2021,1
atlantic herring,58,25,2021,1
