date,time.gmt,temp.f
6/2/2023,08:18,57
6/2/2023,08:24,57
6/2/2023,08:30,57.2
6/2/2023,08:36,57.2
6/2/2023,08:42,57.2
6/2/2023,08:48,57.2
6/2/2023,08:54,57.2
6/2/2023,09:00,57.2
6/2/2023,09:06,57.2
6/2/2023,09:12,57.4
6/2/2023,09:18,57.4
6/2/2023,09:24,57.4
6/2/2023,09:30,57.4
6/2/2023,09:36,57.4
6/2/2023,09:42,57.4
6/2/2023,09:48,57.4
6/2/2023,09:54,57.2
6/2/2023,10:00,57.2
6/2/2023,10:06,57.2
6/2/2023,10:12,57.2
6/2/2023,10:18,57.2
6/2/2023,10:24,57
6/2/2023,10:30,57
6/2/2023,10:36,56.7
6/2/2023,10:42,56.7
6/2/2023,10:48,56.8
6/2/2023,10:54,56.8
6/2/2023,11:00,56.8
6/2/2023,11:06,56.8
6/2/2023,11:12,56.7
6/2/2023,11:18,56.3
6/2/2023,11:24,56.3
6/2/2023,11:30,56.1
6/2/2023,11:36,55.9
6/2/2023,11:42,56.1
6/2/2023,11:48,55.6
6/2/2023,11:54,54.7
6/2/2023,12:00,54.3
6/2/2023,12:06,54
6/2/2023,12:12,54.1
6/2/2023,12:18,54.3
6/2/2023,12:24,54.3
6/2/2023,12:30,54.5
6/2/2023,12:36,54.5
6/2/2023,12:42,54.7
6/2/2023,12:48,54.7
6/2/2023,12:54,54.9
6/2/2023,13:00,54.7
6/2/2023,13:06,54.7
6/2/2023,13:12,54.5
6/2/2023,13:18,54.5
6/2/2023,13:24,54.5
6/2/2023,13:30,54.5
6/2/2023,13:36,54.5
6/2/2023,13:42,54.5
6/2/2023,13:48,54.5
6/2/2023,13:54,54.3
6/2/2023,14:00,54.3
6/2/2023,14:06,54.3
6/2/2023,14:12,54.3
6/2/2023,14:18,54.3
6/2/2023,14:24,54.3
6/2/2023,14:30,54.3
6/2/2023,14:36,54.3
6/2/2023,14:42,54.3
6/2/2023,14:48,54.3
6/2/2023,14:54,54.3
6/2/2023,15:00,54.3
6/2/2023,15:06,54.5
6/2/2023,15:12,54.3
6/2/2023,15:18,54.3
6/2/2023,15:24,54.3
6/2/2023,15:30,54.3
6/2/2023,15:36,54.3
6/2/2023,15:42,54.3
6/2/2023,15:48,54.5
6/2/2023,15:54,54.5
6/2/2023,16:00,54.5
6/2/2023,16:06,54.7
6/2/2023,16:12,54.9
6/2/2023,16:18,54.9
6/2/2023,16:24,54.9
6/2/2023,16:30,54.9
6/2/2023,16:36,54.3
6/2/2023,16:42,54.5
6/2/2023,16:48,54.7
6/2/2023,16:54,54.9
6/2/2023,17:00,54.9
6/2/2023,17:06,54.7
6/2/2023,17:12,54.3
6/2/2023,17:18,54.3
6/2/2023,17:24,54.1
6/2/2023,17:30,54.1
6/2/2023,17:36,54.7
6/2/2023,17:42,55.2
6/2/2023,17:48,55.4
6/2/2023,17:54,55.8
6/2/2023,18:00,55.8
6/2/2023,18:06,55.9
6/2/2023,18:12,56.1
6/2/2023,18:18,56.1
6/2/2023,18:24,55.8
6/2/2023,18:30,56.3
6/2/2023,18:36,56.7
6/2/2023,18:42,57.2
6/2/2023,18:48,56.8
6/2/2023,18:54,57.2
6/2/2023,19:00,57.6
6/2/2023,19:06,57.6
6/2/2023,19:12,58.3
6/2/2023,19:18,58.3
6/2/2023,19:24,58.5
6/2/2023,19:30,58.6
6/2/2023,19:36,59.5
6/2/2023,19:42,60.8
6/2/2023,19:48,59.9
6/2/2023,19:54,60.4
6/2/2023,20:00,60.6
6/2/2023,20:06,60.4
6/2/2023,20:12,60.3
6/2/2023,20:18,60.3
6/2/2023,20:24,60.1
6/2/2023,20:30,60.1
6/2/2023,20:36,60.1
6/2/2023,20:42,59.9
6/2/2023,20:48,60.3
6/2/2023,20:54,60.3
6/2/2023,21:00,60.3
6/2/2023,21:06,60.1
6/2/2023,21:12,59.9
6/2/2023,21:18,59.7
6/2/2023,21:24,59.9
6/2/2023,21:30,59.9
6/2/2023,21:36,59.9
6/2/2023,21:42,60.3
6/2/2023,21:48,60.1
6/2/2023,21:54,59.9
6/2/2023,22:00,59.9
6/2/2023,22:06,59.9
6/2/2023,22:12,59.9
6/2/2023,22:18,59.9
6/2/2023,22:24,59.9
6/2/2023,22:30,59.9
6/2/2023,22:36,60.1
6/2/2023,22:42,60.1
6/2/2023,22:48,60.1
6/2/2023,22:54,59.7
6/2/2023,23:00,59.4
6/2/2023,23:06,59.2
6/2/2023,23:12,58.8
6/2/2023,23:18,57.9
6/2/2023,23:24,57.4
6/2/2023,23:30,57.4
6/2/2023,23:36,57.4
6/2/2023,23:42,57
6/2/2023,23:48,56.7
6/2/2023,23:54,56.3
6/3/2023,00:00,56.1
6/3/2023,00:06,56.1
6/3/2023,00:12,56.5
6/3/2023,00:18,56.7
6/3/2023,00:24,56.5
6/3/2023,00:30,56.3
6/3/2023,00:36,56.5
6/3/2023,00:42,56.3
6/3/2023,00:48,56.1
6/3/2023,00:54,55.8
6/3/2023,01:00,55.8
6/3/2023,01:06,55.9
6/3/2023,01:12,55.9
6/3/2023,01:18,55.9
6/3/2023,01:24,55.9
6/3/2023,01:30,55.8
6/3/2023,01:36,55.8
6/3/2023,01:42,55.4
6/3/2023,01:48,54.9
6/3/2023,01:54,54.9
6/3/2023,02:00,55
6/3/2023,02:06,55.2
6/3/2023,02:12,55.2
6/3/2023,02:18,55.2
6/3/2023,02:24,55
6/3/2023,02:30,54.7
6/3/2023,02:36,54.3
6/3/2023,02:42,54.1
6/3/2023,02:48,54
6/3/2023,02:54,54
6/3/2023,03:00,54
6/3/2023,03:06,54.1
6/3/2023,03:12,54.1
6/3/2023,03:18,54
6/3/2023,03:24,54
6/3/2023,03:30,54.1
6/3/2023,03:36,54.1
6/3/2023,03:42,54
6/3/2023,03:48,54
6/3/2023,03:54,53.6
6/3/2023,04:00,53.6
6/3/2023,04:06,53.6
6/3/2023,04:12,53.6
6/3/2023,04:18,53.6
6/3/2023,04:24,53.6
6/3/2023,04:30,53.6
6/3/2023,04:36,53.8
6/3/2023,04:42,53.8
6/3/2023,04:48,54.1
6/3/2023,04:54,54.1
6/3/2023,05:00,54.3
6/3/2023,05:06,54.7
6/3/2023,05:12,54.9
6/3/2023,05:18,55
6/3/2023,05:24,55
6/3/2023,05:30,54.9
6/3/2023,05:36,55
6/3/2023,05:42,55
6/3/2023,05:48,55
6/3/2023,05:54,55.4
6/3/2023,06:00,55.6
6/3/2023,06:06,55.9
6/3/2023,06:12,56.1
6/3/2023,06:18,56.7
6/3/2023,06:24,56.8
6/3/2023,06:30,57
6/3/2023,06:36,57
6/3/2023,06:42,56.8
6/3/2023,06:48,56.8
6/3/2023,06:54,56.8
6/3/2023,07:00,57.2
6/3/2023,07:06,57.6
6/3/2023,07:12,57.6
6/3/2023,07:18,57.7
6/3/2023,07:24,57.7
6/3/2023,07:30,57.7
6/3/2023,07:36,57.7
6/3/2023,07:42,57.7
6/3/2023,07:48,57.6
6/3/2023,07:54,57.6
6/3/2023,08:00,57.6
6/3/2023,08:06,57.6
6/3/2023,08:12,57.4
6/3/2023,08:18,57.4
6/3/2023,08:24,57.4
6/3/2023,08:30,57.4
6/3/2023,08:36,57.2
6/3/2023,08:42,57.4
6/3/2023,08:48,57.6
6/3/2023,08:54,57.9
6/3/2023,09:00,57.9
6/3/2023,09:06,57.9
6/3/2023,09:12,57.7
6/3/2023,09:18,57.9
6/3/2023,09:24,57.9
6/3/2023,09:30,58.1
6/3/2023,09:36,58.1
6/3/2023,09:42,58.1
6/3/2023,09:48,58.1
6/3/2023,09:54,58.1
6/3/2023,10:00,58.1
6/3/2023,10:06,58.1
6/3/2023,10:12,57.9
6/3/2023,10:18,57.9
6/3/2023,10:24,57.9
6/3/2023,10:30,57.9
6/3/2023,10:36,57.9
6/3/2023,10:42,57.7
6/3/2023,10:48,57.7
6/3/2023,10:54,57.9
6/3/2023,11:00,57.9
6/3/2023,11:06,57.9
6/3/2023,11:12,57.9
6/3/2023,11:18,57.7
6/3/2023,11:24,57.7
6/3/2023,11:30,57.7
6/3/2023,11:36,57.7
6/3/2023,11:42,57.7
6/3/2023,11:48,57.7
6/3/2023,11:54,57.7
6/3/2023,12:00,57.7
6/3/2023,12:06,57.7
6/3/2023,12:12,57.7
6/3/2023,12:18,57.7
6/3/2023,12:24,57.7
6/3/2023,12:30,57.6
6/3/2023,12:36,57.6
6/3/2023,12:42,57.6
6/3/2023,12:48,57.7
6/3/2023,12:54,57.9
6/3/2023,13:00,57.9
6/3/2023,13:06,57.9
6/3/2023,13:12,57.9
6/3/2023,13:18,57.7
6/3/2023,13:24,57.4
6/3/2023,13:30,57.2
6/3/2023,13:36,57
6/3/2023,13:42,57
6/3/2023,13:48,57
6/3/2023,13:54,57
6/3/2023,14:00,57
6/3/2023,14:06,57.2
6/3/2023,14:12,57.2
6/3/2023,14:18,57
6/3/2023,14:24,56.8
6/3/2023,14:30,56.8
6/3/2023,14:36,56.8
6/3/2023,14:42,56.8
6/3/2023,14:48,56.8
6/3/2023,14:54,56.8
6/3/2023,15:00,56.7
6/3/2023,15:06,56.7
6/3/2023,15:12,56.7
6/3/2023,15:18,56.7
6/3/2023,15:24,56.8
6/3/2023,15:30,56.8
6/3/2023,15:36,56.8
6/3/2023,15:42,56.8
6/3/2023,15:48,56.8
6/3/2023,15:54,56.7
6/3/2023,16:00,56.7
6/3/2023,16:06,56.7
6/3/2023,16:12,56.8
6/3/2023,16:18,56.7
6/3/2023,16:24,56.7
6/3/2023,16:30,56.7
6/3/2023,16:36,56.7
6/3/2023,16:42,56.7
6/3/2023,16:48,56.7
6/3/2023,16:54,56.8
6/3/2023,17:00,56.8
6/3/2023,17:06,56.8
6/3/2023,17:12,56.7
6/3/2023,17:18,56.7
6/3/2023,17:24,56.8
6/3/2023,17:30,56.8
6/3/2023,17:36,56.7
6/3/2023,17:42,56.8
6/3/2023,17:48,56.8
6/3/2023,17:54,57
6/3/2023,18:00,57
6/3/2023,18:06,57
6/3/2023,18:12,57
6/3/2023,18:18,57
6/3/2023,18:24,57
6/3/2023,18:30,57
6/3/2023,18:36,57
6/3/2023,18:42,57
6/3/2023,18:48,57
6/3/2023,18:54,57
6/3/2023,19:00,57
6/3/2023,19:06,56.8
6/3/2023,19:12,56.8
6/3/2023,19:18,56.8
6/3/2023,19:24,56.8
6/3/2023,19:30,56.8
6/3/2023,19:36,56.8
6/3/2023,19:42,56.8
6/3/2023,19:48,56.8
6/3/2023,19:54,56.8
6/3/2023,20:00,56.8
6/3/2023,20:06,56.8
6/3/2023,20:12,56.8
6/3/2023,20:18,56.8
6/3/2023,20:24,56.8
6/3/2023,20:30,56.8
6/3/2023,20:36,56.8
6/3/2023,20:42,56.8
6/3/2023,20:48,56.8
6/3/2023,20:54,56.8
6/3/2023,21:00,56.8
6/3/2023,21:06,56.7
6/3/2023,21:12,56.7
6/3/2023,21:18,56.7
6/3/2023,21:24,56.7
6/3/2023,21:30,56.7
6/3/2023,21:36,56.7
6/3/2023,21:42,56.7
6/3/2023,21:48,56.7
6/3/2023,21:54,56.7
6/3/2023,22:00,56.7
6/3/2023,22:06,56.7
6/3/2023,22:12,56.7
6/3/2023,22:18,56.7
6/3/2023,22:24,56.7
6/3/2023,22:30,56.7
6/3/2023,22:36,56.7
6/3/2023,22:42,56.7
6/3/2023,22:48,56.7
6/3/2023,22:54,56.7
6/3/2023,23:00,56.7
6/3/2023,23:06,56.7
6/3/2023,23:12,56.7
6/3/2023,23:18,56.7
6/3/2023,23:24,56.7
6/3/2023,23:30,56.7
6/3/2023,23:36,56.7
6/3/2023,23:42,56.7
6/3/2023,23:48,56.7
6/3/2023,23:54,56.7
6/4/2023,00:00,56.5
6/4/2023,00:06,56.5
6/4/2023,00:12,56.5
6/4/2023,00:18,56.5
6/4/2023,00:24,56.5
6/4/2023,00:30,56.3
6/4/2023,00:36,56.5
6/4/2023,00:42,56.3
6/4/2023,00:48,56.5
6/4/2023,00:54,56.3
6/4/2023,01:00,56.1
6/4/2023,01:06,56.1
6/4/2023,01:12,55.9
6/4/2023,01:18,55.9
6/4/2023,01:24,55.8
6/4/2023,01:30,55.8
6/4/2023,01:36,55.8
6/4/2023,01:42,55.8
6/4/2023,01:48,55.8
6/4/2023,01:54,55.6
6/4/2023,02:00,55.4
6/4/2023,02:06,55.2
6/4/2023,02:12,55.2
6/4/2023,02:18,55.2
6/4/2023,02:24,55.2
6/4/2023,02:30,55
6/4/2023,02:36,55
6/4/2023,02:42,55
6/4/2023,02:48,55
6/4/2023,02:54,55
6/4/2023,03:00,55
6/4/2023,03:06,55.2
6/4/2023,03:12,55.2
6/4/2023,03:18,55.2
6/4/2023,03:24,55.2
6/4/2023,03:30,55.4
6/4/2023,03:36,55.4
6/4/2023,03:42,55.4
6/4/2023,03:48,55.2
6/4/2023,03:54,55.2
6/4/2023,04:00,55.2
6/4/2023,04:06,55.2
6/4/2023,04:12,55.2
6/4/2023,04:18,55.2
6/4/2023,04:24,55.2
6/4/2023,04:30,55.2
6/4/2023,04:36,55.2
6/4/2023,04:42,55.2
6/4/2023,04:48,55.2
6/4/2023,04:54,55.2
6/4/2023,05:00,55.4
6/4/2023,05:06,55.4
6/4/2023,05:12,55.4
6/4/2023,05:18,55.6
6/4/2023,05:24,55.6
6/4/2023,05:30,55.6
6/4/2023,05:36,55.4
6/4/2023,05:42,55.4
6/4/2023,05:48,55.4
6/4/2023,05:54,55.6
6/4/2023,06:00,55.8
6/4/2023,06:06,55.8
6/4/2023,06:12,55.8
6/4/2023,06:18,55.8
6/4/2023,06:24,55.9
6/4/2023,06:30,55.9
6/4/2023,06:36,55.9
6/4/2023,06:42,55.9
6/4/2023,06:48,55.9
6/4/2023,06:54,55.9
6/4/2023,07:00,55.9
6/4/2023,07:06,55.8
6/4/2023,07:12,55.8
6/4/2023,07:18,55.8
6/4/2023,07:24,55.8
6/4/2023,07:30,55.8
6/4/2023,07:36,55.8
6/4/2023,07:42,55.8
6/4/2023,07:48,55.8
6/4/2023,07:54,55.8
6/4/2023,08:00,55.8
6/4/2023,08:06,55.8
6/4/2023,08:12,55.8
6/4/2023,08:18,55.8
6/4/2023,08:24,55.8
6/4/2023,08:30,55.8
6/4/2023,08:36,55.8
6/4/2023,08:42,55.8
6/4/2023,08:48,55.8
6/4/2023,08:54,55.6
6/4/2023,09:00,55.8
6/4/2023,09:06,55.6
6/4/2023,09:12,55.6
6/4/2023,09:18,55.6
6/4/2023,09:24,55.6
6/4/2023,09:30,55.6
6/4/2023,09:36,55.6
6/4/2023,09:42,55.6
6/4/2023,09:48,55.6
6/4/2023,09:54,55.6
6/4/2023,10:00,55.6
6/4/2023,10:06,55.6
6/4/2023,10:12,55.6
6/4/2023,10:18,55.4
6/4/2023,10:24,55.4
6/4/2023,10:30,55.4
6/4/2023,10:36,55.4
6/4/2023,10:42,55.4
6/4/2023,10:48,55.4
6/4/2023,10:54,55.4
6/4/2023,11:00,55.4
6/4/2023,11:06,55.4
6/4/2023,11:12,55.4
6/4/2023,11:18,55.4
6/4/2023,11:24,55.4
6/4/2023,11:30,55.2
6/4/2023,11:36,55.2
6/4/2023,11:42,55.2
6/4/2023,11:48,55.2
6/4/2023,11:54,55.2
6/4/2023,12:00,55.2
6/4/2023,12:06,55.2
6/4/2023,12:12,55.2
6/4/2023,12:18,55.2
6/4/2023,12:24,55.2
6/4/2023,12:30,55.2
6/4/2023,12:36,55.2
6/4/2023,12:42,55.2
6/4/2023,12:48,55.2
6/4/2023,12:54,55.2
6/4/2023,13:00,55.2
6/4/2023,13:06,55.2
6/4/2023,13:12,55.2
6/4/2023,13:18,55.2
6/4/2023,13:24,55.2
6/4/2023,13:30,55.2
6/4/2023,13:36,55.2
6/4/2023,13:42,55.2
6/4/2023,13:48,55.2
6/4/2023,13:54,55.2
6/4/2023,14:00,55.2
6/4/2023,14:06,55
6/4/2023,14:12,55
6/4/2023,14:18,54.9
6/4/2023,14:24,54.9
6/4/2023,14:30,54.7
6/4/2023,14:36,54.7
6/4/2023,14:42,54.7
6/4/2023,14:48,54.7
6/4/2023,14:54,54.7
6/4/2023,15:00,54.5
6/4/2023,15:06,54.5
6/4/2023,15:12,54.5
6/4/2023,15:18,54.5
6/4/2023,15:24,54.5
6/4/2023,15:30,54.3
6/4/2023,15:36,54.3
6/4/2023,15:42,54.3
6/4/2023,15:48,54.3
6/4/2023,15:54,54.5
6/4/2023,16:00,54.5
6/4/2023,16:06,54.5
6/4/2023,16:12,54.7
6/4/2023,16:18,54.7
6/4/2023,16:24,54.7
6/4/2023,16:30,54.7
6/4/2023,16:36,54.7
6/4/2023,16:42,54.7
6/4/2023,16:48,54.7
6/4/2023,16:54,54.7
6/4/2023,17:00,54.7
6/4/2023,17:06,54.7
6/4/2023,17:12,54.7
6/4/2023,17:18,54.7
6/4/2023,17:24,54.7
6/4/2023,17:30,54.7
6/4/2023,17:36,54.5
6/4/2023,17:42,54.5
6/4/2023,17:48,54.5
6/4/2023,17:54,54.5
6/4/2023,18:00,54.7
6/4/2023,18:06,54.7
6/4/2023,18:12,54.9
6/4/2023,18:18,54.9
6/4/2023,18:24,54.9
6/4/2023,18:30,54.9
6/4/2023,18:36,54.9
6/4/2023,18:42,54.9
6/4/2023,18:48,55
6/4/2023,18:54,55
6/4/2023,19:00,55
6/4/2023,19:06,55.2
6/4/2023,19:12,55
6/4/2023,19:18,55
6/4/2023,19:24,55
6/4/2023,19:30,55
6/4/2023,19:36,55
6/4/2023,19:42,55
6/4/2023,19:48,55
6/4/2023,19:54,55
6/4/2023,20:00,55.2
6/4/2023,20:06,55.2
6/4/2023,20:12,55.2
6/4/2023,20:18,55.2
6/4/2023,20:24,55.2
6/4/2023,20:30,55.2
6/4/2023,20:36,55.2
6/4/2023,20:42,55.2
6/4/2023,20:48,55.2
6/4/2023,20:54,55.2
6/4/2023,21:00,55.2
6/4/2023,21:06,55.2
6/4/2023,21:12,55.2
6/4/2023,21:18,55.2
6/4/2023,21:24,55.2
6/4/2023,21:30,55.2
6/4/2023,21:36,55.2
6/4/2023,21:42,55.2
6/4/2023,21:48,55.2
6/4/2023,21:54,55.2
6/4/2023,22:00,55
6/4/2023,22:06,55
6/4/2023,22:12,55
6/4/2023,22:18,55
